,season,week,pollster,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
672,2014,8,kevin-lyttle,kentucky,duke,virginia,gonzaga,wisconsin,villanova,louisville,arizona,utah,st.-john's,maryland,texas,oklahoma,iowa-state,kansas,wichita-state,notre-dame,north-carolina,baylor,vcu,northern-iowa,west-virginia,ohio-state,tcu,colorado-state
673,2014,9,kevin-lyttle,kentucky,duke,virginia,gonzaga,wisconsin,louisville,villanova,arizona,utah,maryland,texas,oklahoma,kansas,wichita-state,north-carolina,west-virginia,notre-dame,vcu,iowa-state,seton-hall,baylor,butler,northern-iowa,south-carolina,st.-john's
674,2014,10,kevin-lyttle,kentucky,virginia,gonzaga,villanova,duke,louisville,utah,wisconsin,kansas,arizona,iowa-state,notre-dame,north-carolina,wichita-state,maryland,vcu,oklahoma,west-virginia,baylor,northern-iowa,arkansas,oklahoma-state,seton-hall,michigan-state,texas
675,2014,11,kevin-lyttle,kentucky,virginia,gonzaga,villanova,duke,wisconsin,arizona,iowa-state,kansas,utah,maryland,notre-dame,north-carolina,wichita-state,louisville,vcu,oklahoma,northern-iowa,texas,west-virginia,baylor,dayton,oklahoma-state,iowa,butler
676,2014,12,kevin-lyttle,kentucky,virginia,gonzaga,duke,wisconsin,arizona,kansas,villanova,utah,notre-dame,north-carolina,wichita-state,louisville,vcu,maryland,iowa-state,northern-iowa,baylor,oklahoma,texas,butler,west-virginia,georgetown,miami,indiana
677,2014,13,kevin-lyttle,kentucky,virginia,gonzaga,duke,wisconsin,arizona,kansas,villanova,notre-dame,louisville,north-carolina,utah,northern-iowa,oklahoma,wichita-state,iowa-state,baylor,west-virginia,maryland,butler,vcu,ohio-state,southern-methodist,georgetown,texas-a&m
678,2014,14,kevin-lyttle,kentucky,virginia,gonzaga,duke,wisconsin,villanova,kansas,arizona,louisville,oklahoma,baylor,notre-dame,utah,northern-iowa,iowa-state,north-carolina,wichita-state,butler,oklahoma-state,arkansas,maryland,vcu,ohio-state,providence,stephen-f.-austin
679,2014,15,kevin-lyttle,kentucky,virginia,gonzaga,duke,wisconsin,villanova,kansas,arizona,notre-dame,utah,northern-iowa,oklahoma,wichita-state,iowa-state,louisville,oklahoma-state,baylor,arkansas,maryland,butler,north-carolina,texas,providence,georgetown,southern-methodist
680,2014,16,kevin-lyttle,kentucky,virginia,gonzaga,duke,wisconsin,villanova,kansas,arizona,notre-dame,northern-iowa,oklahoma,iowa-state,wichita-state,utah,baylor,north-carolina,maryland,arkansas,west-virginia,providence,louisville,san-diego-state,southern-methodist,michigan-state,georgetown
681,2014,17,kevin-lyttle,kentucky,virginia,duke,villanova,arizona,wisconsin,gonzaga,kansas,oklahoma,baylor,wichita-state,northern-iowa,maryland,notre-dame,utah,iowa-state,arkansas,north-carolina,louisville,west-virginia,butler,southern-methodist,boise-state,providence,murray-state
682,2014,18,kevin-lyttle,kentucky,duke,virginia,villanova,arizona,wisconsin,gonzaga,kansas,oklahoma,northern-iowa,maryland,iowa-state,baylor,notre-dame,west-virginia,louisville,wichita-state,north-carolina,southern-methodist,davidson,utah,boise-state,georgetown,butler,arkansas
683,2014,19,kevin-lyttle,kentucky,villanova,duke,wisconsin,arizona,virginia,gonzaga,iowa-state,kansas,notre-dame,northern-iowa,oklahoma,maryland,baylor,north-carolina,southern-methodist,wichita-state,michigan-state,west-virginia,arkansas,louisville,stephen-f.-austin,georgetown,vcu,utah
684,2014,1,fletcher-mackel,wisconsin,duke,kentucky,arizona,florida,virginia,texas,north-carolina,kansas,gonzaga,wichita-state,villanova,louisville,iowa-state,harvard,southern-methodist,vcu,san-diego-state,nebraska,oklahoma,connecticut,michigan-state,ohio-state,iowa,lsu
685,2014,2,fletcher-mackel,wisconsin,duke,kentucky,arizona,florida,virginia,texas,north-carolina,kansas,gonzaga,wichita-state,villanova,louisville,iowa-state,southern-methodist,vcu,san-diego-state,nebraska,oklahoma,connecticut,michigan-state,ohio-state,iowa,lsu,louisiana-tech
686,2014,3,fletcher-mackel,kentucky,wisconsin,duke,arizona,virginia,texas,north-carolina,gonzaga,wichita-state,kansas,villanova,louisville,florida,iowa-state,vcu,san-diego-state,west-virginia,miami,ohio-state,ucla,arkansas,creighton,michigan-state,oklahoma,rhode-island
687,2014,4,fletcher-mackel,kentucky,wisconsin,duke,arizona,virginia,texas,gonzaga,wichita-state,villanova,louisville,kansas,north-carolina,west-virginia,miami,ohio-state,arkansas,san-diego-state,oklahoma-state,utah,iowa-state,michigan,northern-iowa,syracuse,michigan-state,saint-mary's
688,2014,5,fletcher-mackel,kentucky,duke,arizona,virginia,louisville,wisconsin,villanova,texas,gonzaga,kansas,wichita-state,iowa-state,butler,utah,ohio-state,north-carolina,northern-iowa,washington,maryland,miami,west-virginia,san-diego-state,colorado-state,seton-hall,tcu
689,2014,6,fletcher-mackel,kentucky,duke,arizona,virginia,louisville,wisconsin,villanova,texas,gonzaga,kansas,wichita-state,iowa-state,ohio-state,washington,maryland,miami,utah,butler,san-diego-state,west-virginia,colorado-state,tcu,st.-john's,notre-dame,california
690,2014,7,fletcher-mackel,kentucky,duke,arizona,virginia,louisville,wisconsin,villanova,texas,gonzaga,kansas,wichita-state,iowa-state,washington,maryland,utah,ohio-state,west-virginia,colorado-state,tcu,st.-john's,notre-dame,north-carolina,seton-hall,northern-iowa,san-diego-state
691,2014,8,fletcher-mackel,kentucky,duke,virginia,wisconsin,villanova,gonzaga,louisville,arizona,iowa-state,maryland,st.-john's,utah,west-virginia,texas,wichita-state,kansas,ohio-state,colorado-state,washington,tcu,notre-dame,north-carolina,northern-iowa,unlv,george-washington
692,2014,9,fletcher-mackel,kentucky,duke,virginia,wisconsin,gonzaga,louisville,arizona,utah,maryland,notre-dame,seton-hall,west-virginia,texas,wichita-state,kansas,villanova,iowa-state,north-carolina,arkansas,lsu,oklahoma,george-washington,old-dominion,vcu,ohio-state
693,2014,10,fletcher-mackel,kentucky,virginia,gonzaga,duke,villanova,utah,kansas,louisville,wisconsin,wichita-state,notre-dame,iowa-state,arkansas,arizona,north-carolina,maryland,vcu,west-virginia,oklahoma,wyoming,northern-iowa,lsu,texas,ohio-state,seton-hall
694,2014,11,fletcher-mackel,kentucky,virginia,gonzaga,villanova,duke,arizona,wisconsin,notre-dame,maryland,louisville,wichita-state,north-carolina,utah,kansas,iowa-state,vcu,texas,west-virginia,oklahoma,northern-iowa,dayton,baylor,indiana,saint-mary's,louisiana-tech
695,2014,12,fletcher-mackel,kentucky,virginia,gonzaga,duke,arizona,wisconsin,notre-dame,kansas,villanova,louisville,utah,wichita-state,north-carolina,maryland,iowa-state,vcu,baylor,west-virginia,northern-iowa,georgetown,arkansas,indiana,texas,colorado-state,southern-methodist
696,2014,13,fletcher-mackel,kentucky,gonzaga,arizona,wisconsin,virginia,notre-dame,duke,villanova,louisville,kansas,iowa-state,west-virginia,northern-iowa,utah,north-carolina,wichita-state,maryland,vcu,ohio-state,southern-methodist,oklahoma,butler,baylor,georgetown,arkansas
697,2014,14,fletcher-mackel,kentucky,gonzaga,virginia,duke,wisconsin,villanova,arizona,utah,kansas,louisville,iowa-state,north-carolina,baylor,wichita-state,northern-iowa,notre-dame,oklahoma,butler,maryland,vcu,ohio-state,west-virginia,arkansas,stephen-f.-austin,rhode-island
698,2014,15,fletcher-mackel,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,utah,kansas,louisville,northern-iowa,notre-dame,wichita-state,maryland,oklahoma,north-carolina,arkansas,iowa-state,baylor,vcu,west-virginia,ohio-state,southern-methodist,murray-state,texas
699,2014,16,fletcher-mackel,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,northern-iowa,notre-dame,wichita-state,iowa-state,west-virginia,kansas,maryland,utah,louisville,oklahoma,arkansas,baylor,north-carolina,vcu,southern-methodist,murray-state,san-diego-state,valparaiso
700,2014,17,fletcher-mackel,kentucky,virginia,duke,villanova,arizona,gonzaga,wisconsin,wichita-state,maryland,baylor,louisville,northern-iowa,notre-dame,utah,kansas,oklahoma,iowa-state,north-carolina,butler,murray-state,boise-state,west-virginia,arkansas,dayton,davidson
701,2014,18,fletcher-mackel,kentucky,duke,villanova,virginia,arizona,wisconsin,gonzaga,maryland,northern-iowa,notre-dame,iowa-state,louisville,oklahoma,kansas,baylor,wichita-state,utah,west-virginia,north-carolina,lsu,boise-state,davidson,byu,georgetown,butler
702,2014,19,fletcher-mackel,kentucky,wisconsin,villanova,duke,arizona,virginia,gonzaga,iowa-state,notre-dame,northern-iowa,kansas,maryland,southern-methodist,wichita-state,louisville,oklahoma,baylor,utah,west-virginia,north-carolina,arkansas,vcu,wyoming,wofford,harvard
703,2014,1,scott-mansch,wisconsin,kentucky,duke,arizona,kansas,north-carolina,florida,louisville,texas,michigan-state,wichita-state,virginia,gonzaga,villanova,san-diego-state,iowa-state,ohio-state,michigan,vcu,ucla,nebraska,connecticut,syracuse,iowa,utah
704,2014,2,scott-mansch,wisconsin,kentucky,duke,arizona,kansas,north-carolina,louisville,florida,texas,michigan-state,wichita-state,virginia,villanova,gonzaga,san-diego-state,iowa-state,ohio-state,michigan,ucla,vcu,nebraska,connecticut,syracuse,iowa,utah
705,2014,3,scott-mansch,wisconsin,kentucky,duke,arizona,north-carolina,louisville,kansas,texas,virginia,wichita-state,villanova,gonzaga,san-diego-state,michigan-state,iowa-state,ohio-state,west-virginia,michigan,ucla,vcu,miami,florida,creighton,arkansas,utah
706,2014,4,scott-mansch,wisconsin,kentucky,duke,arizona,louisville,kansas,texas,virginia,wichita-state,villanova,gonzaga,north-carolina,ohio-state,west-virginia,miami,san-diego-state,michigan-state,iowa-state,michigan,arkansas,connecticut,butler,creighton,utah,california
707,2014,5,scott-mansch,kentucky,arizona,duke,louisville,virginia,villanova,wisconsin,kansas,texas,wichita-state,gonzaga,ohio-state,north-carolina,iowa-state,oklahoma,miami,west-virginia,butler,utah,san-diego-state,maryland,northern-iowa,georgetown,illinois,michigan-state
708,2014,6,scott-mansch,kentucky,duke,arizona,louisville,virginia,villanova,wisconsin,texas,gonzaga,kansas,wichita-state,ohio-state,iowa-state,oklahoma,washington,utah,san-diego-state,maryland,miami,west-virginia,st.-john's,butler,notre-dame,baylor,colorado-state
709,2014,7,scott-mansch,kentucky,duke,arizona,louisville,virginia,villanova,wisconsin,texas,gonzaga,kansas,wichita-state,iowa-state,oklahoma,washington,utah,ohio-state,maryland,west-virginia,st.-john's,notre-dame,north-carolina,baylor,colorado-state,tcu,northern-iowa
710,2014,8,scott-mansch,kentucky,duke,virginia,villanova,louisville,wisconsin,arizona,gonzaga,iowa-state,oklahoma,utah,texas,ohio-state,kansas,maryland,west-virginia,st.-john's,notre-dame,wichita-state,colorado-state,tcu,washington,northern-iowa,north-carolina,baylor
711,2014,9,scott-mansch,kentucky,duke,virginia,louisville,wisconsin,arizona,gonzaga,villanova,oklahoma,utah,texas,kansas,maryland,west-virginia,notre-dame,wichita-state,iowa-state,seton-hall,north-carolina,ohio-state,tcu,baylor,colorado-state,arkansas,old-dominion
712,2014,10,scott-mansch,kentucky,virginia,duke,louisville,wisconsin,gonzaga,villanova,utah,kansas,arizona,wichita-state,notre-dame,maryland,iowa-state,west-virginia,north-carolina,texas,arkansas,oklahoma,vcu,baylor,seton-hall,ohio-state,northern-iowa,wyoming
713,2014,11,scott-mansch,kentucky,virginia,wisconsin,gonzaga,villanova,arizona,duke,wichita-state,notre-dame,louisville,kansas,maryland,utah,north-carolina,iowa-state,texas,vcu,west-virginia,northern-iowa,oklahoma,seton-hall,baylor,dayton,oklahoma-state,indiana
714,2014,12,scott-mansch,kentucky,virginia,wisconsin,gonzaga,arizona,duke,wichita-state,notre-dame,villanova,kansas,louisville,utah,north-carolina,maryland,west-virginia,vcu,texas,iowa-state,baylor,northern-iowa,georgetown,colorado-state,arkansas,southern-methodist,ohio-state
715,2014,13,scott-mansch,kentucky,wisconsin,gonzaga,arizona,villanova,virginia,duke,kansas,louisville,notre-dame,wichita-state,north-carolina,utah,west-virginia,iowa-state,northern-iowa,vcu,ohio-state,maryland,southern-methodist,baylor,georgetown,arkansas,texas,seton-hall
716,2014,14,scott-mansch,kentucky,virginia,wisconsin,gonzaga,villanova,duke,arizona,louisville,kansas,wichita-state,utah,notre-dame,north-carolina,northern-iowa,iowa-state,baylor,vcu,ohio-state,maryland,west-virginia,arkansas,southern-methodist,butler,oklahoma,texas
717,2014,15,scott-mansch,kentucky,virginia,wisconsin,gonzaga,villanova,duke,arizona,kansas,wichita-state,utah,notre-dame,louisville,northern-iowa,north-carolina,oklahoma,maryland,iowa-state,butler,baylor,oklahoma-state,southern-methodist,ohio-state,west-virginia,arkansas,texas
718,2014,16,scott-mansch,kentucky,virginia,wisconsin,gonzaga,villanova,duke,arizona,wichita-state,notre-dame,kansas,utah,northern-iowa,louisville,oklahoma,north-carolina,maryland,iowa-state,baylor,butler,southern-methodist,arkansas,west-virginia,ohio-state,vcu,valparaiso
719,2014,17,scott-mansch,kentucky,virginia,duke,villanova,wisconsin,gonzaga,arizona,wichita-state,maryland,louisville,oklahoma,notre-dame,kansas,utah,northern-iowa,baylor,north-carolina,butler,ohio-state,southern-methodist,arkansas,west-virginia,iowa-state,oregon,texas-a&m
720,2014,18,scott-mansch,kentucky,duke,virginia,villanova,wisconsin,gonzaga,arizona,maryland,notre-dame,wichita-state,louisville,oklahoma,northern-iowa,kansas,utah,baylor,north-carolina,southern-methodist,butler,ohio-state,west-virginia,iowa-state,arkansas,oregon,georgetown
721,2014,19,scott-mansch,kentucky,villanova,wisconsin,duke,virginia,gonzaga,arizona,notre-dame,wichita-state,maryland,iowa-state,northern-iowa,oklahoma,kansas,louisville,north-carolina,baylor,utah,southern-methodist,arkansas,butler,oregon,georgetown,west-virginia,michigan-state
722,2014,1,brandon-marcello,kentucky,arizona,wisconsin,duke,north-carolina,kansas,virginia,texas,wichita-state,florida,louisville,gonzaga,villanova,vcu,iowa-state,connecticut,ohio-state,san-diego-state,michigan-state,southern-methodist,oklahoma,michigan,syracuse,nebraska,stanford
723,2014,2,brandon-marcello,kentucky,arizona,wisconsin,duke,north-carolina,kansas,virginia,texas,wichita-state,florida,louisville,gonzaga,villanova,vcu,iowa-state,connecticut,ohio-state,san-diego-state,southern-methodist,oklahoma,michigan,michigan-state,syracuse,nebraska,stanford
724,2014,3,brandon-marcello,kentucky,wisconsin,duke,arizona,gonzaga,north-carolina,wichita-state,texas,louisville,virginia,villanova,kansas,san-diego-state,vcu,iowa-state,ohio-state,florida,michigan,michigan-state,west-virginia,utah,connecticut,miami,arkansas,oklahoma
725,2014,4,brandon-marcello,kentucky,wisconsin,duke,arizona,gonzaga,wichita-state,texas,louisville,virginia,kansas,north-carolina,villanova,san-diego-state,ohio-state,michigan,michigan-state,west-virginia,connecticut,utah,iowa-state,arkansas,maryland,vcu,oklahoma,miami
726,2014,5,brandon-marcello,kentucky,duke,arizona,wisconsin,gonzaga,louisville,texas,virginia,wichita-state,kansas,villanova,utah,ohio-state,iowa-state,west-virginia,maryland,oklahoma,north-carolina,michigan-state,northern-iowa,washington,tcu,butler,st.-john's,california
727,2014,6,brandon-marcello,kentucky,duke,arizona,wisconsin,gonzaga,louisville,texas,virginia,villanova,kansas,wichita-state,ohio-state,iowa-state,maryland,west-virginia,oklahoma,washington,utah,st.-john's,michigan-state,tcu,miami,north-carolina,san-diego-state,california
728,2014,7,brandon-marcello,kentucky,duke,arizona,wisconsin,gonzaga,louisville,texas,virginia,villanova,kansas,wichita-state,iowa-state,maryland,washington,west-virginia,oklahoma,utah,st.-john's,tcu,ohio-state,north-carolina,vcu,northern-iowa,indiana,california
729,2014,8,brandon-marcello,kentucky,duke,wisconsin,villanova,louisville,virginia,gonzaga,arizona,iowa-state,texas,maryland,notre-dame,west-virginia,oklahoma,utah,st.-john's,washington,tcu,ohio-state,north-carolina,vcu,northern-iowa,kansas,wichita-state,stanford
730,2014,9,brandon-marcello,kentucky,duke,wisconsin,virginia,louisville,gonzaga,arizona,texas,maryland,villanova,notre-dame,utah,west-virginia,oklahoma,iowa-state,north-carolina,vcu,kansas,wichita-state,seton-hall,ohio-state,baylor,old-dominion,south-carolina,tcu
731,2014,10,brandon-marcello,kentucky,virginia,duke,gonzaga,louisville,wisconsin,arizona,notre-dame,villanova,utah,iowa-state,north-carolina,kansas,oklahoma,west-virginia,maryland,vcu,wichita-state,baylor,arkansas,ohio-state,indiana,wyoming,northern-iowa,seton-hall
732,2014,11,brandon-marcello,kentucky,virginia,gonzaga,wisconsin,villanova,duke,arizona,notre-dame,louisville,iowa-state,north-carolina,maryland,utah,vcu,wichita-state,kansas,oklahoma,miami,west-virginia,baylor,texas,indiana,northern-iowa,dayton,providence
733,2014,12,brandon-marcello,kentucky,virginia,gonzaga,wisconsin,duke,arizona,notre-dame,louisville,villanova,utah,vcu,kansas,north-carolina,wichita-state,iowa-state,maryland,west-virginia,baylor,miami,indiana,texas,georgetown,northern-iowa,ohio-state,providence
734,2014,13,brandon-marcello,kentucky,gonzaga,virginia,duke,wisconsin,arizona,louisville,villanova,notre-dame,kansas,iowa-state,west-virginia,northern-iowa,north-carolina,utah,wichita-state,vcu,baylor,ohio-state,maryland,georgetown,butler,southern-methodist,colorado-state,oklahoma
735,2014,14,brandon-marcello,kentucky,gonzaga,virginia,duke,wisconsin,villanova,arizona,kansas,louisville,notre-dame,iowa-state,north-carolina,northern-iowa,utah,baylor,wichita-state,oklahoma,butler,oklahoma-state,ohio-state,west-virginia,murray-state,vcu,arkansas,maryland
736,2014,15,brandon-marcello,kentucky,gonzaga,virginia,duke,wisconsin,villanova,arizona,kansas,notre-dame,northern-iowa,utah,iowa-state,louisville,wichita-state,oklahoma,north-carolina,butler,arkansas,oklahoma-state,maryland,murray-state,baylor,southern-methodist,georgetown,ohio-state
737,2014,16,brandon-marcello,kentucky,gonzaga,virginia,duke,wisconsin,villanova,arizona,notre-dame,northern-iowa,kansas,iowa-state,wichita-state,north-carolina,utah,louisville,oklahoma,arkansas,maryland,baylor,southern-methodist,west-virginia,murray-state,butler,georgetown,vcu
738,2014,17,brandon-marcello,kentucky,virginia,duke,villanova,arizona,gonzaga,wisconsin,wichita-state,kansas,northern-iowa,utah,notre-dame,oklahoma,maryland,baylor,louisville,iowa-state,arkansas,north-carolina,southern-methodist,west-virginia,murray-state,butler,dayton,texas-a&m
739,2014,18,brandon-marcello,kentucky,duke,villanova,virginia,arizona,wisconsin,gonzaga,northern-iowa,notre-dame,kansas,wichita-state,maryland,oklahoma,louisville,iowa-state,utah,baylor,southern-methodist,west-virginia,north-carolina,arkansas,georgetown,butler,boise-state,davidson
740,2014,19,brandon-marcello,kentucky,villanova,arizona,virginia,wisconsin,duke,gonzaga,notre-dame,northern-iowa,wichita-state,iowa-state,kansas,oklahoma,north-carolina,louisville,maryland,baylor,southern-methodist,arkansas,utah,west-virginia,oregon,michigan-state,georgetown,stephen-f.-austin
741,2014,1,matt-mccoy,kentucky,wisconsin,arizona,duke,north-carolina,kansas,florida,louisville,iowa-state,virginia,connecticut,wichita-state,texas,san-diego-state,villanova,michigan-state,oklahoma,gonzaga,syracuse,southern-methodist,vcu,ucla,ohio-state,michigan,iowa
742,2014,2,matt-mccoy,kentucky,wisconsin,arizona,duke,north-carolina,kansas,florida,louisville,iowa-state,virginia,connecticut,wichita-state,texas,san-diego-state,villanova,gonzaga,oklahoma,michigan-state,vcu,southern-methodist,syracuse,ucla,ohio-state,michigan,iowa
743,2014,3,matt-mccoy,kentucky,wisconsin,arizona,duke,north-carolina,louisville,virginia,texas,iowa-state,wichita-state,kansas,san-diego-state,villanova,gonzaga,vcu,miami,west-virginia,florida,connecticut,michigan-state,ohio-state,michigan,creighton,oklahoma,ucla
744,2014,4,matt-mccoy,kentucky,wisconsin,arizona,duke,louisville,virginia,texas,kansas,villanova,wichita-state,gonzaga,north-carolina,san-diego-state,miami,west-virginia,ohio-state,michigan,michigan-state,iowa-state,connecticut,utah,arkansas,maryland,oklahoma,butler
745,2014,5,matt-mccoy,kentucky,duke,arizona,louisville,wisconsin,virginia,texas,kansas,villanova,gonzaga,utah,wichita-state,washington,maryland,iowa-state,ohio-state,miami,west-virginia,san-diego-state,butler,oklahoma,seton-hall,michigan-state,illinois,northern-iowa
746,2014,6,matt-mccoy,kentucky,duke,arizona,louisville,wisconsin,virginia,texas,kansas,villanova,gonzaga,wichita-state,washington,iowa-state,maryland,ohio-state,utah,miami,west-virginia,san-diego-state,oklahoma,notre-dame,michigan-state,st.-john's,butler,north-carolina
747,2014,7,matt-mccoy,kentucky,duke,arizona,louisville,wisconsin,virginia,texas,kansas,villanova,gonzaga,wichita-state,washington,iowa-state,maryland,utah,west-virginia,notre-dame,st.-john's,north-carolina,baylor,northern-iowa,oklahoma,ohio-state,california,san-diego-state
748,2014,8,matt-mccoy,kentucky,duke,wisconsin,virginia,louisville,arizona,villanova,gonzaga,iowa-state,maryland,texas,kansas,utah,st.-john's,notre-dame,west-virginia,north-carolina,wichita-state,baylor,washington,oklahoma,ohio-state,northern-iowa,colorado-state,san-diego-state
749,2014,9,matt-mccoy,kentucky,duke,wisconsin,virginia,louisville,arizona,gonzaga,maryland,texas,utah,villanova,kansas,notre-dame,west-virginia,north-carolina,iowa-state,wichita-state,oklahoma,seton-hall,baylor,vcu,northern-iowa,iowa,ohio-state,washington
750,2014,10,matt-mccoy,kentucky,virginia,duke,gonzaga,louisville,villanova,wisconsin,utah,kansas,arizona,iowa-state,notre-dame,maryland,north-carolina,west-virginia,wichita-state,vcu,arkansas,seton-hall,baylor,northern-iowa,michigan-state,oklahoma-state,oklahoma,texas
751,2014,11,matt-mccoy,kentucky,virginia,villanova,duke,gonzaga,louisville,wisconsin,iowa-state,arizona,utah,kansas,notre-dame,maryland,north-carolina,wichita-state,vcu,west-virginia,texas,northern-iowa,baylor,seton-hall,iowa,oklahoma,dayton,indiana
752,2014,12,matt-mccoy,kentucky,virginia,duke,gonzaga,wisconsin,louisville,arizona,villanova,notre-dame,kansas,utah,north-carolina,iowa-state,wichita-state,vcu,west-virginia,maryland,texas,northern-iowa,baylor,georgetown,arkansas,colorado-state,indiana,ohio-state
753,2014,13,matt-mccoy,kentucky,arizona,virginia,gonzaga,duke,wisconsin,louisville,villanova,notre-dame,kansas,iowa-state,west-virginia,utah,north-carolina,northern-iowa,wichita-state,vcu,southern-methodist,baylor,ohio-state,maryland,butler,georgetown,arkansas,colorado-state
754,2014,14,matt-mccoy,kentucky,virginia,gonzaga,duke,wisconsin,villanova,louisville,arizona,notre-dame,kansas,utah,iowa-state,northern-iowa,north-carolina,wichita-state,baylor,west-virginia,vcu,butler,arkansas,oklahoma,ohio-state,southern-methodist,cincinnati,maryland
755,2014,15,matt-mccoy,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,notre-dame,kansas,utah,louisville,northern-iowa,wichita-state,iowa-state,north-carolina,maryland,arkansas,baylor,butler,oklahoma,southern-methodist,oklahoma-state,west-virginia,texas,ohio-state
756,2014,16,matt-mccoy,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,notre-dame,kansas,utah,iowa-state,northern-iowa,wichita-state,west-virginia,north-carolina,maryland,arkansas,baylor,oklahoma,louisville,butler,southern-methodist,vcu,san-diego-state,michigan-state
757,2014,17,matt-mccoy,kentucky,virginia,duke,villanova,wisconsin,arizona,gonzaga,wichita-state,kansas,utah,notre-dame,maryland,baylor,louisville,iowa-state,northern-iowa,arkansas,oklahoma,west-virginia,north-carolina,butler,byu,providence,texas-a&m,lsu
758,2014,18,matt-mccoy,kentucky,duke,virginia,villanova,wisconsin,arizona,gonzaga,maryland,kansas,notre-dame,northern-iowa,wichita-state,iowa-state,baylor,louisville,utah,west-virginia,oklahoma,arkansas,north-carolina,butler,southern-methodist,oregon,byu,georgetown
759,2014,19,matt-mccoy,kentucky,villanova,wisconsin,arizona,duke,virginia,gonzaga,notre-dame,kansas,iowa-state,northern-iowa,wichita-state,maryland,baylor,arkansas,oklahoma,north-carolina,west-virginia,utah,louisville,southern-methodist,michigan-state,oregon,byu,georgetown
760,2014,1,john-mcnamara,arizona,wisconsin,louisville,florida,wichita-state,kansas,kentucky,north-carolina,duke,villanova,virginia,texas,gonzaga,iowa-state,connecticut,san-diego-state,vcu,michigan-state,oklahoma,utah,ohio-state,nebraska,syracuse,southern-methodist,harvard
761,2014,2,john-mcnamara,arizona,wisconsin,florida,wichita-state,louisville,kentucky,kansas,duke,north-carolina,texas,villanova,virginia,gonzaga,iowa-state,connecticut,san-diego-state,vcu,oklahoma,utah,michigan-state,ohio-state,nebraska,syracuse,southern-methodist,stanford
762,2014,3,john-mcnamara,kentucky,wisconsin,arizona,duke,north-carolina,louisville,virginia,texas,wichita-state,kansas,gonzaga,villanova,florida,iowa-state,vcu,san-diego-state,ohio-state,michigan,miami,west-virginia,creighton,michigan-state,connecticut,oklahoma,ucla
763,2014,4,john-mcnamara,kentucky,wisconsin,arizona,duke,louisville,texas,virginia,wichita-state,gonzaga,north-carolina,villanova,kansas,ohio-state,san-diego-state,miami,west-virginia,arkansas,butler,iowa-state,michigan,maryland,north-carolina-state,northern-iowa,michigan-state,vcu
764,2014,5,john-mcnamara,kentucky,arizona,duke,louisville,wisconsin,virginia,texas,villanova,kansas,gonzaga,wichita-state,iowa-state,oklahoma,butler,ohio-state,north-carolina,san-diego-state,utah,miami,west-virginia,michigan,northern-iowa,maryland,michigan-state,illinois
765,2014,6,john-mcnamara,kentucky,duke,arizona,louisville,wisconsin,virginia,villanova,texas,gonzaga,kansas,wichita-state,ohio-state,iowa-state,oklahoma,washington,utah,san-diego-state,butler,maryland,miami,west-virginia,st.-john's,notre-dame,north-carolina,baylor
766,2014,7,john-mcnamara,kentucky,duke,arizona,louisville,wisconsin,virginia,villanova,gonzaga,texas,kansas,wichita-state,iowa-state,utah,washington,maryland,ohio-state,st.-john's,notre-dame,oklahoma,north-carolina,west-virginia,miami,san-diego-state,baylor,tcu
767,2014,8,john-mcnamara,kentucky,duke,arizona,wisconsin,virginia,louisville,gonzaga,villanova,iowa-state,utah,maryland,texas,notre-dame,kansas,wichita-state,west-virginia,washington,st.-john's,oklahoma,north-carolina,ohio-state,baylor,northern-iowa,colorado-state,tcu
768,2014,9,john-mcnamara,kentucky,duke,wisconsin,virginia,gonzaga,louisville,arizona,villanova,utah,texas,maryland,kansas,notre-dame,iowa-state,wichita-state,west-virginia,oklahoma,north-carolina,seton-hall,st.-john's,vcu,arkansas,baylor,stanford,george-washington
769,2014,10,john-mcnamara,kentucky,virginia,gonzaga,villanova,duke,louisville,wisconsin,utah,kansas,arizona,iowa-state,wichita-state,texas,maryland,notre-dame,north-carolina,west-virginia,oklahoma,vcu,arkansas,northern-iowa,seton-hall,baylor,ohio-state,st.-john's
770,2014,11,john-mcnamara,kentucky,virginia,gonzaga,villanova,wisconsin,duke,arizona,louisville,notre-dame,wichita-state,utah,iowa-state,kansas,maryland,north-carolina,vcu,texas,west-virginia,oklahoma,baylor,northern-iowa,arkansas,seton-hall,dayton,indiana
771,2014,12,john-mcnamara,kentucky,virginia,gonzaga,duke,wisconsin,arizona,notre-dame,villanova,kansas,louisville,iowa-state,utah,wichita-state,north-carolina,vcu,maryland,west-virginia,northern-iowa,baylor,texas,georgetown,colorado-state,miami,indiana,dayton
772,2014,13,john-mcnamara,kentucky,gonzaga,wisconsin,duke,virginia,arizona,villanova,notre-dame,kansas,louisville,iowa-state,northern-iowa,wichita-state,utah,north-carolina,west-virginia,vcu,oklahoma,ohio-state,maryland,butler,baylor,texas,georgetown,indiana
