,season,week,pollster,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
773,2014,14,john-mcnamara,kentucky,gonzaga,virginia,duke,wisconsin,villanova,kansas,louisville,arizona,notre-dame,utah,iowa-state,north-carolina,northern-iowa,wichita-state,baylor,oklahoma,west-virginia,butler,maryland,vcu,arkansas,ohio-state,oklahoma-state,georgetown
774,2014,15,john-mcnamara,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,notre-dame,utah,northern-iowa,wichita-state,louisville,maryland,north-carolina,arkansas,southern-methodist,oklahoma,iowa-state,butler,baylor,oklahoma-state,vcu,west-virginia,texas
775,2014,16,john-mcnamara,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,notre-dame,northern-iowa,kansas,wichita-state,iowa-state,utah,maryland,louisville,north-carolina,west-virginia,oklahoma,arkansas,baylor,southern-methodist,vcu,butler,san-diego-state,georgetown
776,2014,17,john-mcnamara,kentucky,virginia,duke,villanova,arizona,gonzaga,wisconsin,wichita-state,maryland,kansas,notre-dame,northern-iowa,baylor,iowa-state,utah,oklahoma,louisville,north-carolina,butler,arkansas,murray-state,ohio-state,byu,west-virginia,southern-methodist
777,2014,18,john-mcnamara,kentucky,duke,villanova,virginia,arizona,wisconsin,gonzaga,maryland,northern-iowa,notre-dame,kansas,wichita-state,iowa-state,utah,oklahoma,louisville,baylor,west-virginia,southern-methodist,north-carolina,arkansas,butler,ohio-state,byu,dayton
778,2014,19,john-mcnamara,kentucky,villanova,arizona,wisconsin,gonzaga,notre-dame,duke,virginia,iowa-state,northern-iowa,kansas,wichita-state,maryland,north-carolina,southern-methodist,oklahoma,baylor,louisville,utah,west-virginia,michigan-state,vcu,arkansas,butler,georgetown
779,2014,1,kevin-mcnamara,kentucky,kansas,arizona,wisconsin,north-carolina,duke,louisville,texas,florida,villanova,vcu,virginia,gonzaga,wichita-state,iowa-state,nebraska,kansas-state,ohio-state,michigan-state,southern-methodist,florida-state,oklahoma,connecticut,georgetown,colorado
780,2014,2,kevin-mcnamara,kentucky,kansas,arizona,wisconsin,north-carolina,duke,louisville,texas,florida,villanova,vcu,gonzaga,virginia,wichita-state,iowa-state,ohio-state,nebraska,kansas-state,southern-methodist,connecticut,oklahoma,florida-state,michigan-state,san-diego-state,georgetown
781,2014,3,kevin-mcnamara,kentucky,arizona,wisconsin,north-carolina,duke,texas,gonzaga,louisville,kansas,virginia,villanova,vcu,wichita-state,iowa-state,ohio-state,miami,san-diego-state,michigan-state,west-virginia,ucla,connecticut,michigan,providence,florida,rhode-island
782,2014,4,kevin-mcnamara,kentucky,arizona,wisconsin,duke,texas,gonzaga,villanova,kansas,virginia,wichita-state,louisville,san-diego-state,ohio-state,miami,michigan,michigan-state,west-virginia,arkansas,oklahoma-state,butler,north-carolina,maryland,washington,providence,illinois
783,2014,5,kevin-mcnamara,kentucky,arizona,duke,texas,gonzaga,villanova,wisconsin,virginia,louisville,kansas,wichita-state,iowa-state,ohio-state,maryland,washington,butler,utah,oklahoma,notre-dame,st.-john's,miami,san-diego-state,illinois,seton-hall,tcu
784,2014,6,kevin-mcnamara,kentucky,arizona,duke,texas,gonzaga,villanova,wisconsin,virginia,louisville,kansas,wichita-state,iowa-state,ohio-state,washington,maryland,notre-dame,oklahoma,st.-john's,utah,miami,california,michigan-state,butler,tcu,northern-iowa
785,2014,7,kevin-mcnamara,kentucky,arizona,duke,texas,gonzaga,virginia,villanova,wisconsin,louisville,kansas,wichita-state,iowa-state,washington,maryland,notre-dame,utah,st.-john's,ohio-state,tcu,north-carolina,west-virginia,california,baylor,vcu,georgetown
786,2014,8,kevin-mcnamara,kentucky,duke,virginia,wisconsin,villanova,gonzaga,arizona,louisville,iowa-state,maryland,texas,notre-dame,utah,st.-john's,kansas,wichita-state,west-virginia,north-carolina,ohio-state,baylor,georgetown,vcu,northern-iowa,oklahoma,tcu
787,2014,9,kevin-mcnamara,kentucky,duke,virginia,wisconsin,gonzaga,arizona,louisville,villanova,maryland,texas,utah,notre-dame,kansas,iowa-state,west-virginia,wichita-state,seton-hall,north-carolina,baylor,oklahoma,vcu,butler,temple,northern-iowa,george-washington
788,2014,10,kevin-mcnamara,kentucky,virginia,gonzaga,duke,villanova,louisville,wisconsin,utah,notre-dame,arizona,iowa-state,kansas,wichita-state,maryland,west-virginia,vcu,north-carolina,arkansas,seton-hall,oklahoma,indiana,baylor,northern-iowa,providence,dayton
789,2014,11,kevin-mcnamara,kentucky,virginia,gonzaga,villanova,duke,wisconsin,notre-dame,iowa-state,arizona,maryland,louisville,kansas,utah,wichita-state,north-carolina,vcu,baylor,northern-iowa,texas,west-virginia,providence,dayton,georgetown,southern-methodist,iowa
790,2014,12,kevin-mcnamara,kentucky,virginia,gonzaga,duke,wisconsin,villanova,notre-dame,arizona,kansas,louisville,utah,iowa-state,maryland,wichita-state,north-carolina,vcu,georgetown,baylor,northern-iowa,texas,west-virginia,providence,southern-methodist,dayton,butler
791,2014,13,kevin-mcnamara,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,notre-dame,louisville,north-carolina,iowa-state,utah,northern-iowa,west-virginia,baylor,wichita-state,maryland,georgetown,vcu,butler,southern-methodist,ohio-state,texas-a&m,dayton
792,2014,14,kevin-mcnamara,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,notre-dame,louisville,north-carolina,iowa-state,utah,northern-iowa,oklahoma,wichita-state,baylor,butler,oklahoma-state,vcu,iowa,providence,southern-methodist,ohio-state,west-virginia
793,2014,15,kevin-mcnamara,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,notre-dame,iowa-state,utah,northern-iowa,wichita-state,louisville,oklahoma,butler,baylor,north-carolina,arkansas,maryland,southern-methodist,providence,vcu,ohio-state,oklahoma-state
794,2014,16,kevin-mcnamara,kentucky,virginia,gonzaga,duke,wisconsin,villanova,arizona,kansas,notre-dame,iowa-state,northern-iowa,wichita-state,oklahoma,maryland,utah,arkansas,north-carolina,baylor,louisville,butler,southern-methodist,providence,west-virginia,vcu,san-diego-state
795,2014,17,kevin-mcnamara,kentucky,virginia,duke,villanova,wisconsin,arizona,gonzaga,kansas,maryland,wichita-state,notre-dame,oklahoma,utah,northern-iowa,baylor,arkansas,louisville,butler,iowa-state,west-virginia,north-carolina,southern-methodist,providence,st.-john's,murray-state
796,2014,18,kevin-mcnamara,kentucky,duke,villanova,virginia,wisconsin,arizona,gonzaga,maryland,kansas,oklahoma,notre-dame,northern-iowa,iowa-state,baylor,utah,louisville,wichita-state,west-virginia,butler,arkansas,georgetown,north-carolina,southern-methodist,providence,davidson
797,2014,19,kevin-mcnamara,kentucky,villanova,duke,wisconsin,arizona,virginia,gonzaga,notre-dame,maryland,kansas,iowa-state,northern-iowa,baylor,oklahoma,utah,north-carolina,wichita-state,louisville,west-virginia,southern-methodist,butler,arkansas,providence,michigan-state,oregon
798,2014,1,ron-morris,kentucky,north-carolina,arizona,kansas,virginia,texas,gonzaga,duke,florida,wisconsin,wichita-state,stanford,iowa-state,louisville,villanova,memphis,arkansas,connecticut,colorado,notre-dame,ohio-state,utah,lsu,byu,kansas-state
799,2014,2,ron-morris,kentucky,north-carolina,arizona,kansas,virginia,texas,gonzaga,duke,florida,wisconsin,wichita-state,stanford,iowa-state,louisville,villanova,memphis,arkansas,connecticut,colorado,notre-dame,ohio-state,utah,lsu,byu,kansas-state
800,2014,3,ron-morris,kentucky,north-carolina,arizona,kansas,virginia,texas,gonzaga,duke,wisconsin,wichita-state,miami,stanford,iowa-state,louisville,villanova,memphis,arkansas,vcu,san-diego-state,michigan,ohio-state,utah,california,byu,creighton
801,2014,4,ron-morris,kentucky,arizona,villanova,kansas,virginia,texas,gonzaga,duke,wisconsin,wichita-state,miami,north-carolina,louisville,arkansas,maryland,san-diego-state,michigan,iowa-state,ohio-state,utah,oklahoma,california,michigan-state,west-virginia,wyoming
802,2014,5,ron-morris,kentucky,arizona,villanova,duke,virginia,texas,gonzaga,wisconsin,kansas,wichita-state,louisville,iowa-state,utah,notre-dame,ohio-state,san-diego-state,oklahoma,arkansas,washington,maryland,miami,california,butler,tcu,west-virginia
803,2014,6,ron-morris,kentucky,arizona,villanova,duke,virginia,texas,gonzaga,wisconsin,kansas,wichita-state,louisville,iowa-state,utah,notre-dame,ohio-state,san-diego-state,oklahoma,arkansas,washington,maryland,miami,california,butler,tcu,west-virginia
804,2014,7,ron-morris,kentucky,arizona,villanova,duke,virginia,texas,gonzaga,wisconsin,kansas,wichita-state,louisville,iowa-state,utah,notre-dame,washington,west-virginia,oklahoma,arkansas,maryland,ohio-state,st.-john's,california,north-carolina,tcu,colorado-state
805,2014,8,ron-morris,kentucky,villanova,duke,virginia,arizona,gonzaga,louisville,wisconsin,kansas,wichita-state,texas,iowa-state,utah,notre-dame,west-virginia,oklahoma,arkansas,maryland,ohio-state,st.-john's,north-carolina,washington,tcu,colorado-state,florida
806,2014,9,ron-morris,kentucky,virginia,duke,villanova,arizona,gonzaga,louisville,wisconsin,kansas,wichita-state,texas,utah,notre-dame,west-virginia,oklahoma,iowa-state,arkansas,maryland,north-carolina,lsu,seton-hall,old-dominion,tcu,colorado-state,washington
807,2014,10,ron-morris,kentucky,virginia,duke,villanova,gonzaga,kansas,louisville,arizona,wisconsin,wichita-state,utah,notre-dame,texas,iowa-state,oklahoma,west-virginia,arkansas,maryland,north-carolina,lsu,seton-hall,vcu,baylor,st.-john's,wyoming
808,2014,11,ron-morris,kentucky,virginia,villanova,duke,gonzaga,arizona,kansas,wisconsin,louisville,wichita-state,notre-dame,utah,texas,iowa-state,oklahoma,west-virginia,maryland,north-carolina,arkansas,lsu,vcu,seton-hall,baylor,northern-iowa,wyoming
809,2014,12,ron-morris,kentucky,virginia,duke,villanova,gonzaga,arizona,kansas,wisconsin,notre-dame,wichita-state,louisville,utah,north-carolina,iowa-state,west-virginia,texas,oklahoma,maryland,arkansas,lsu,vcu,baylor,indiana,northern-iowa,georgia
810,2014,13,ron-morris,kentucky,virginia,duke,villanova,gonzaga,arizona,kansas,wisconsin,notre-dame,louisville,iowa-state,utah,north-carolina,west-virginia,wichita-state,oklahoma,texas,maryland,arkansas,texas-a&m,vcu,baylor,northern-iowa,indiana,butler
811,2014,14,ron-morris,kentucky,virginia,duke,villanova,gonzaga,arizona,kansas,wisconsin,notre-dame,louisville,iowa-state,utah,north-carolina,baylor,wichita-state,oklahoma,west-virginia,maryland,arkansas,texas,texas-a&m,northern-iowa,vcu,indiana,butler
812,2014,15,ron-morris,kentucky,virginia,duke,villanova,gonzaga,arizona,kansas,wisconsin,notre-dame,utah,louisville,iowa-state,north-carolina,wichita-state,oklahoma,west-virginia,maryland,baylor,arkansas,texas,northern-iowa,texas-a&m,southern-methodist,indiana,butler
813,2014,16,ron-morris,kentucky,virginia,duke,villanova,gonzaga,arizona,kansas,wisconsin,notre-dame,utah,louisville,iowa-state,north-carolina,wichita-state,oklahoma,west-virginia,maryland,baylor,arkansas,northern-iowa,texas-a&m,southern-methodist,san-diego-state,stephen-f.-austin,butler
814,2014,17,ron-morris,kentucky,virginia,duke,villanova,arizona,wisconsin,kansas,gonzaga,utah,louisville,wichita-state,northern-iowa,oklahoma,iowa-state,maryland,west-virginia,notre-dame,baylor,arkansas,north-carolina,texas-a&m,southern-methodist,boise-state,stephen-f.-austin,butler
815,2014,18,ron-morris,kentucky,virginia,duke,villanova,arizona,wisconsin,kansas,gonzaga,utah,notre-dame,northern-iowa,wichita-state,oklahoma,iowa-state,maryland,west-virginia,louisville,baylor,arkansas,north-carolina,oregon,southern-methodist,boise-state,stephen-f.-austin,butler
816,2014,19,ron-morris,kentucky,villanova,duke,wisconsin,virginia,arizona,kansas,gonzaga,notre-dame,oklahoma,iowa-state,baylor,maryland,louisville,north-carolina,georgetown,utah,northern-iowa,west-virginia,arkansas,wichita-state,southern-methodist,oregon,stephen-f.-austin,butler
817,2014,1,chris-murray,kentucky,arizona,wisconsin,duke,kansas,louisville,north-carolina,wichita-state,florida,villanova,virginia,texas,gonzaga,vcu,michigan-state,iowa-state,san-diego-state,oklahoma,connecticut,michigan,nebraska,syracuse,ohio-state,southern-methodist,harvard
818,2014,2,chris-murray,kentucky,arizona,wisconsin,duke,kansas,louisville,north-carolina,wichita-state,florida,villanova,virginia,texas,vcu,gonzaga,iowa-state,san-diego-state,oklahoma,michigan-state,connecticut,michigan,nebraska,syracuse,ohio-state,southern-methodist,utah
819,2014,3,chris-murray,kentucky,duke,arizona,wisconsin,louisville,north-carolina,wichita-state,gonzaga,villanova,virginia,texas,vcu,iowa-state,san-diego-state,kansas,miami,florida,michigan,ohio-state,west-virginia,michigan-state,creighton,arkansas,ucla,oklahoma
820,2014,4,chris-murray,kentucky,arizona,duke,wisconsin,villanova,louisville,wichita-state,gonzaga,texas,virginia,north-carolina,kansas,san-diego-state,ohio-state,miami,west-virginia,maryland,michigan,arkansas,iowa-state,michigan-state,northern-iowa,utah,providence,oklahoma
821,2014,5,chris-murray,kentucky,arizona,duke,louisville,virginia,villanova,wisconsin,texas,gonzaga,kansas,miami,ohio-state,utah,wichita-state,iowa-state,west-virginia,maryland,northern-iowa,san-diego-state,north-carolina,oklahoma,notre-dame,butler,washington,tcu
822,2014,6,chris-murray,kentucky,arizona,duke,louisville,virginia,villanova,kansas,wisconsin,texas,gonzaga,miami,ohio-state,wichita-state,iowa-state,west-virginia,utah,maryland,san-diego-state,oklahoma,notre-dame,washington,tcu,colorado-state,baylor,butler
823,2014,7,chris-murray,kentucky,duke,arizona,louisville,virginia,villanova,kansas,wisconsin,texas,gonzaga,wichita-state,iowa-state,washington,utah,ohio-state,west-virginia,maryland,notre-dame,colorado-state,tcu,st.-john's,north-carolina,baylor,miami,northern-iowa
824,2014,8,chris-murray,kentucky,duke,virginia,villanova,arizona,louisville,wisconsin,gonzaga,iowa-state,wichita-state,utah,ohio-state,west-virginia,maryland,notre-dame,kansas,texas,colorado-state,st.-john's,tcu,north-carolina,baylor,northern-iowa,vcu,washington
825,2014,9,chris-murray,kentucky,duke,virginia,arizona,louisville,wisconsin,villanova,gonzaga,utah,maryland,west-virginia,notre-dame,kansas,seton-hall,texas,iowa-state,wichita-state,north-carolina,oklahoma,vcu,ohio-state,northern-iowa,baylor,old-dominion,arkansas
826,2014,10,chris-murray,kentucky,virginia,duke,villanova,gonzaga,wisconsin,utah,arizona,kansas,louisville,iowa-state,notre-dame,wichita-state,maryland,west-virginia,vcu,arkansas,seton-hall,oklahoma,northern-iowa,north-carolina,baylor,texas,dayton,providence
827,2014,11,chris-murray,kentucky,virginia,villanova,gonzaga,duke,wisconsin,arizona,notre-dame,iowa-state,wichita-state,maryland,utah,kansas,louisville,vcu,west-virginia,north-carolina,northern-iowa,texas,dayton,baylor,oklahoma,arkansas,san-diego-state,butler
828,2014,12,chris-murray,kentucky,virginia,gonzaga,duke,villanova,wisconsin,arizona,kansas,notre-dame,wichita-state,utah,louisville,iowa-state,vcu,north-carolina,west-virginia,maryland,northern-iowa,baylor,georgetown,arkansas,butler,miami,providence,colorado-state
829,2014,13,chris-murray,kentucky,virginia,gonzaga,duke,villanova,wisconsin,arizona,kansas,notre-dame,louisville,iowa-state,northern-iowa,utah,west-virginia,north-carolina,vcu,wichita-state,maryland,ohio-state,butler,baylor,oklahoma,southern-methodist,arkansas,san-diego-state
830,2014,14,chris-murray,kentucky,virginia,gonzaga,duke,villanova,wisconsin,arizona,kansas,louisville,northern-iowa,utah,notre-dame,iowa-state,baylor,wichita-state,oklahoma,north-carolina,maryland,butler,arkansas,west-virginia,oklahoma-state,vcu,ohio-state,providence
831,2014,15,chris-murray,kentucky,virginia,gonzaga,duke,villanova,wisconsin,arizona,kansas,northern-iowa,utah,notre-dame,louisville,iowa-state,wichita-state,maryland,arkansas,oklahoma,baylor,north-carolina,west-virginia,butler,san-diego-state,southern-methodist,georgetown,indiana
832,2014,16,chris-murray,kentucky,virginia,gonzaga,duke,villanova,wisconsin,arizona,northern-iowa,kansas,notre-dame,iowa-state,wichita-state,utah,maryland,west-virginia,arkansas,louisville,oklahoma,baylor,san-diego-state,southern-methodist,north-carolina,georgetown,vcu,providence
833,2014,17,chris-murray,kentucky,virginia,duke,villanova,wisconsin,arizona,gonzaga,kansas,maryland,wichita-state,northern-iowa,notre-dame,baylor,utah,louisville,arkansas,oklahoma,iowa-state,southern-methodist,west-virginia,north-carolina,butler,boise-state,san-diego-state,murray-state
834,2014,18,chris-murray,kentucky,virginia,duke,villanova,wisconsin,arizona,gonzaga,maryland,kansas,northern-iowa,notre-dame,wichita-state,louisville,utah,oklahoma,baylor,iowa-state,southern-methodist,arkansas,west-virginia,north-carolina,butler,boise-state,san-diego-state,georgetown
835,2014,19,chris-murray,kentucky,villanova,wisconsin,arizona,virginia,duke,gonzaga,notre-dame,kansas,iowa-state,maryland,northern-iowa,wichita-state,louisville,oklahoma,baylor,southern-methodist,utah,arkansas,north-carolina,west-virginia,michigan-state,vcu,xavier,oregon
836,2014,1,zach-osterman,kentucky,arizona,wisconsin,duke,louisville,kansas,north-carolina,virginia,florida,ohio-state,texas,vcu,gonzaga,connecticut,wichita-state,michigan-state,villanova,san-diego-state,oklahoma,michigan,iowa-state,syracuse,nebraska,ucla,stanford
837,2014,2,zach-osterman,kentucky,arizona,wisconsin,duke,louisville,virginia,north-carolina,florida,kansas,vcu,ohio-state,texas,gonzaga,oklahoma,wichita-state,san-diego-state,villanova,connecticut,michigan,iowa-state,michigan-state,syracuse,nebraska,ucla,stanford
838,2014,3,zach-osterman,kentucky,duke,arizona,wisconsin,louisville,virginia,north-carolina,gonzaga,texas,vcu,wichita-state,kansas,ohio-state,san-diego-state,villanova,iowa-state,miami,florida,michigan,michigan-state,ucla,stanford,west-virginia,arkansas,providence
839,2014,4,zach-osterman,kentucky,duke,wisconsin,arizona,louisville,virginia,gonzaga,texas,kansas,villanova,wichita-state,ohio-state,san-diego-state,north-carolina,miami,michigan,west-virginia,oklahoma,butler,michigan-state,arkansas,providence,maryland,illinois,iowa-state
