,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
1109,3897,120,H,north-carolina,83.0,-9900,0.99,11,W,1515,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
1204,4260,124,V,north-carolina,75.0,-1200,0.9230769230769231,11,W,1515,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
1080,3826,118,V,oklahoma,77.0,115,0.46511627906976744,11,L,1625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1151,4074,123,V,oklahoma,82.0,-120,0.5454545454545454,11,W,1625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1238,4381,127,H,michigan,68.0,-12500,0.9920634920634921,12,W,1,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,4411,127,H,colorado,91.0,-350,0.7777777777777778,12,W,1,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,4577,130,H,michigan,79.0,-400,0.8,12,W,1,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,4787,131,H,colorado,70.0,-200,0.6666666666666666,12,W,1,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,4452,128,V,uab,62.0,-190,0.6551724137931034,12,L,3,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,4572,130,V,uab,81.0,115,0.46511627906976744,12,W,3,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,4437,128,H,connecticut,57.0,-135,0.574468085106383,12,L,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,
1340,4782,131,V,connecticut,67.0,-380,0.7916666666666666,12,W,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,
1267,4459,128,H,valparaiso,77.0,-12500,0.9920634920634921,12,W,9,23.0,,,,,,,,,,,,,,,,24.0,,,25.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
1322,4687,130,H,valparaiso,97.0,-25000,0.9960159362549801,12,W,9,23.0,,,,,,,,,,,,,,,,24.0,,,25.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
1240,4383,127,H,clemson,73.0,-120,0.5454545454545454,12,W,18,,,,23.0,,,,,,,,,25.0,25.0,,,25.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,22.0,,
1284,4566,130,V,clemson,65.0,170,0.37037037037037035,12,L,18,,,,23.0,,,,,,,,,25.0,25.0,,,25.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,22.0,,
1241,4385,127,H,butler,67.0,-1500,0.9375,12,W,26,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,23.0,,,,,23.0,,,,20.0,,,,,,,25.0,25.0,,22.0,,21.0,,
1288,4570,130,V,butler,69.0,-145,0.5918367346938775,12,L,26,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,23.0,,,,,23.0,,,,20.0,,,,,,,25.0,25.0,,22.0,,21.0,,
1274,4491,128,H,usc,81.0,-800,0.8888888888888888,12,W,27,,25.0,,,,,,,,,24.0,,24.0,,,,,,,,,,,,,,,,,25.0,,,,,,,25.0,,,,,24.0,,,,,19.0,,,25.0,,,,,,21.0,,,,,21.0,,,,,
1300,4603,130,H,usc,98.0,-420,0.8076923076923077,12,W,27,,25.0,,,,,,,,,24.0,,24.0,,,,,,,,,,,,,,,,,25.0,,,,,,,25.0,,,,,24.0,,,,,19.0,,,25.0,,,,,,21.0,,,,,21.0,,,,,
1239,4382,127,V,pittsburgh,60.0,100,0.5,12,L,38,,24.0,,,,,19.0,,,21.0,,,,,,,,,,,17.0,,,,,,24.0,,,,,,,,,22.0,,,,23.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
1346,4791,131,H,pittsburgh,90.0,-600,0.8571428571428571,12,W,38,,24.0,,,,,19.0,,,21.0,,,,,,,,,,,17.0,,,,,,24.0,,,,,,,,,22.0,,,,23.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
1221,4333,126,H,south-carolina,84.0,-420,0.8076923076923077,12,W,74,,,,,,,,,17.0,,23.0,,23.0,,,23.0,,25.0,,,23.0,,21.0,,,,19.0,,22.0,,,25.0,,,,18.0,24.0,,,22.0,25.0,,,,,,,,,,,25.0,25.0,,,18.0,25.0,24.0,,24.0,,,23.0,,,24.0
1309,4641,130,H,south-carolina,78.0,-500,0.8333333333333334,12,W,74,,,,,,,,,17.0,,23.0,,23.0,,,23.0,,25.0,,,23.0,,21.0,,,,19.0,,22.0,,,25.0,,,,18.0,24.0,,,22.0,25.0,,,,,,,,,,,25.0,25.0,,,18.0,25.0,24.0,,24.0,,,23.0,,,24.0
1242,4387,127,H,dayton,73.0,-7000,0.9859154929577465,12,W,77,21.0,,24.0,18.0,22.0,25.0,,,,25.0,25.0,22.0,,22.0,,,,,,,,,,,,23.0,,,,,24.0,,24.0,,,21.0,,,,,23.0,,,24.0,22.0,,23.0,,,24.0,,24.0,24.0,,,25.0,,,23.0,21.0,25.0,,,24.0,21.0,
1298,4587,130,H,dayton,59.0,-10000,0.9900990099009901,12,W,77,21.0,,24.0,18.0,22.0,25.0,,,,25.0,25.0,22.0,,22.0,,,,,,,,,,,,23.0,,,,,24.0,,24.0,,,21.0,,,,,23.0,,,24.0,22.0,,23.0,,,24.0,,24.0,24.0,,,25.0,,,23.0,21.0,25.0,,,24.0,21.0,
1257,4430,128,V,notre-dame,66.0,110,0.47619047619047616,12,L,136,,23.0,,,21.0,,25.0,,22.0,22.0,,24.0,,21.0,25.0,22.0,23.0,23.0,24.0,,20.0,22.0,,18.0,21.0,19.0,,,,,22.0,22.0,,,24.0,,22.0,24.0,,,24.0,20.0,21.0,21.0,24.0,24.0,22.0,,,,20.0,,,,25.0,,23.0,25.0,,20.0,23.0,25.0,,,20.0,
1333,4769,131,H,notre-dame,85.0,-650,0.8666666666666667,12,W,136,,23.0,,,21.0,,25.0,,22.0,22.0,,24.0,,21.0,25.0,22.0,23.0,23.0,24.0,,20.0,22.0,,18.0,21.0,19.0,,,,,22.0,22.0,,,24.0,,22.0,24.0,,,24.0,20.0,21.0,21.0,24.0,24.0,22.0,,,,20.0,,,,25.0,,23.0,25.0,,20.0,23.0,25.0,,,20.0,
1214,4298,125,V,duke,69.0,165,0.37735849056603776,12,L,144,24.0,,,,23.0,,22.0,23.0,,,22.0,25.0,,18.0,,21.0,21.0,22.0,,,24.0,23.0,20.0,24.0,23.0,24.0,23.0,23.0,,24.0,,23.0,25.0,,23.0,23.0,,,23.0,21.0,22.0,23.0,24.0,,,22.0,25.0,,23.0,,23.0,21.0,19.0,21.0,23.0,,,23.0,24.0,,,20.0,21.0,23.0,24.0,
1276,4498,128,V,oregon,83.0,280,0.2631578947368421,12,W,148,,22.0,20.0,21.0,25.0,22.0,,25.0,23.0,24.0,,,22.0,,24.0,,,,25.0,21.0,,24.0,22.0,,22.0,22.0,20.0,,,21.0,23.0,,23.0,,22.0,20.0,21.0,18.0,,25.0,,,,,21.0,25.0,,21.0,25.0,23.0,21.0,,22.0,,24.0,,21.0,,21.0,,20.0,,,19.0,23.0,23.0
1348,4796,131,V,oregon,91.0,-155,0.6078431372549019,12,W,148,,22.0,20.0,21.0,25.0,22.0,,25.0,23.0,24.0,,,22.0,,24.0,,,,25.0,21.0,,24.0,22.0,,22.0,22.0,20.0,,,21.0,23.0,,23.0,,22.0,20.0,21.0,18.0,,25.0,,,,,21.0,25.0,,21.0,25.0,23.0,21.0,,22.0,,24.0,,21.0,,21.0,,20.0,,,19.0,23.0,23.0
1250,4409,127,H,wichita-state,80.0,-7000,0.9859154929577465,12,W,151,,,,20.0,24.0,,,21.0,,,,23.0,,,21.0,,18.0,24.0,21.0,19.0,,,,,,20.0,,21.0,,23.0,20.0,24.0,18.0,,25.0,,23.0,22.0,,,,13.0,22.0,25.0,25.0,23.0,24.0,20.0,22.0,22.0,22.0,,23.0,24.0,22.0,,22.0,,,,,,24.0,17.0,22.0,
1339,4780,131,V,wichita-state,78.0,-165,0.6226415094339622,12,W,151,,,,20.0,24.0,,,21.0,,,,23.0,,,21.0,,18.0,24.0,21.0,19.0,,,,,,20.0,,21.0,,23.0,20.0,24.0,18.0,,25.0,,23.0,22.0,,,,13.0,22.0,25.0,25.0,23.0,24.0,20.0,22.0,22.0,22.0,,23.0,24.0,22.0,,22.0,,,,,,24.0,17.0,22.0,
1249,4406,127,V,purdue,68.0,-1500,0.9375,12,W,328,22.0,20.0,23.0,24.0,,13.0,,18.0,18.0,23.0,18.0,21.0,21.0,23.0,19.0,24.0,17.0,21.0,19.0,,22.0,21.0,23.0,19.0,24.0,,25.0,18.0,19.0,20.0,21.0,20.0,15.0,,21.0,19.0,20.0,21.0,22.0,24.0,21.0,,25.0,18.0,23.0,21.0,18.0,24.0,12.0,21.0,18.0,23.0,20.0,23.0,21.0,19.0,19.0,18.0,22.0,19.0,22.0,23.0,20.0,,19.0,19.0
1306,4631,130,H,purdue,89.0,-1100,0.9166666666666666,12,W,328,22.0,20.0,23.0,24.0,,13.0,,18.0,18.0,23.0,18.0,21.0,21.0,23.0,19.0,24.0,17.0,21.0,19.0,,22.0,21.0,23.0,19.0,24.0,,25.0,18.0,19.0,20.0,21.0,20.0,15.0,,21.0,19.0,20.0,21.0,22.0,24.0,21.0,,25.0,18.0,23.0,21.0,18.0,24.0,12.0,21.0,18.0,23.0,20.0,23.0,21.0,19.0,19.0,18.0,22.0,19.0,22.0,23.0,20.0,,19.0,19.0
1246,4403,127,H,kentucky,88.0,NL,0.5,12,W,403,19.0,21.0,22.0,,18.0,15.0,20.0,19.0,20.0,19.0,19.0,20.0,20.0,19.0,23.0,15.0,20.0,19.0,22.0,24.0,21.0,16.0,14.0,17.0,20.0,,17.0,22.0,20.0,22.0,25.0,17.0,20.0,,18.0,25.0,,23.0,19.0,12.0,19.0,17.0,19.0,22.0,17.0,19.0,,18.0,15.0,17.0,24.0,15.0,16.0,19.0,20.0,15.0,,13.0,19.0,23.0,24.0,15.0,19.0,25.0,25.0,20.0
1316,4666,130,V,kentucky,84.0,220,0.3125,12,L,403,19.0,21.0,22.0,,18.0,15.0,20.0,19.0,20.0,19.0,19.0,20.0,20.0,19.0,23.0,15.0,20.0,19.0,22.0,24.0,21.0,16.0,14.0,17.0,20.0,,17.0,22.0,20.0,22.0,25.0,17.0,20.0,,18.0,25.0,,23.0,19.0,12.0,19.0,17.0,19.0,22.0,17.0,19.0,,18.0,15.0,17.0,24.0,15.0,16.0,19.0,20.0,15.0,,13.0,19.0,23.0,24.0,15.0,19.0,25.0,25.0,20.0
1277,4499,128,H,arizona,75.0,-340,0.7727272727272727,12,L,502,15.0,18.0,15.0,22.0,20.0,12.0,18.0,15.0,19.0,17.0,20.0,18.0,18.0,17.0,18.0,16.0,11.0,16.0,18.0,17.0,19.0,15.0,16.0,,16.0,21.0,18.0,19.0,18.0,16.0,19.0,19.0,,,19.0,,17.0,17.0,16.0,14.0,14.0,18.0,18.0,14.0,14.0,20.0,21.0,16.0,18.0,20.0,25.0,17.0,18.0,20.0,18.0,22.0,17.0,17.0,20.0,22.0,18.0,18.0,17.0,,,17.0
1328,4705,130,H,arizona,80.0,-750,0.8823529411764706,12,W,502,15.0,18.0,15.0,22.0,20.0,12.0,18.0,15.0,19.0,17.0,20.0,18.0,18.0,17.0,18.0,16.0,11.0,16.0,18.0,17.0,19.0,15.0,16.0,,16.0,21.0,18.0,19.0,18.0,16.0,19.0,19.0,,,19.0,,17.0,17.0,16.0,14.0,14.0,18.0,18.0,14.0,14.0,20.0,21.0,16.0,18.0,20.0,25.0,17.0,18.0,20.0,18.0,22.0,17.0,17.0,20.0,22.0,18.0,18.0,17.0,,,17.0
1247,4404,127,V,baylor,69.0,-180,0.6428571428571429,12,W,594,16.0,17.0,17.0,14.0,16.0,18.0,24.0,22.0,15.0,18.0,16.0,15.0,15.0,20.0,12.0,20.0,19.0,17.0,20.0,13.0,25.0,11.0,24.0,20.0,18.0,11.0,14.0,13.0,16.0,18.0,16.0,21.0,21.0,,13.0,16.0,15.0,14.0,17.0,20.0,18.0,14.0,17.0,20.0,20.0,17.0,13.0,14.0,20.0,13.0,12.0,16.0,,18.0,15.0,23.0,12.0,22.0,14.0,10.0,16.0,21.0,18.0,10.0,12.0,18.0
1308,4639,130,H,baylor,83.0,-800,0.8888888888888888,12,W,594,16.0,17.0,17.0,14.0,16.0,18.0,24.0,22.0,15.0,18.0,16.0,15.0,15.0,20.0,12.0,20.0,19.0,17.0,20.0,13.0,25.0,11.0,24.0,20.0,18.0,11.0,14.0,13.0,16.0,18.0,16.0,21.0,21.0,,13.0,16.0,15.0,14.0,17.0,20.0,18.0,14.0,17.0,20.0,20.0,17.0,13.0,14.0,20.0,13.0,12.0,16.0,,18.0,15.0,23.0,12.0,22.0,14.0,10.0,16.0,21.0,18.0,10.0,12.0,18.0
1243,4394,127,V,louisville,91.0,-650,0.8666666666666667,12,W,719,17.0,12.0,11.0,17.0,15.0,17.0,17.0,10.0,24.0,16.0,17.0,11.0,17.0,15.0,17.0,18.0,13.0,12.0,6.0,14.0,9.0,17.0,15.0,10.0,15.0,17.0,16.0,11.0,17.0,17.0,17.0,11.0,11.0,,15.0,17.0,18.0,19.0,13.0,17.0,15.0,16.0,15.0,11.0,18.0,9.0,20.0,19.0,6.0,12.0,14.0,18.0,17.0,13.0,17.0,13.0,18.0,15.0,16.0,18.0,17.0,12.0,16.0,16.0,18.0,14.0
1296,4583,130,H,louisville,47.0,-250,0.7142857142857143,12,L,719,17.0,12.0,11.0,17.0,15.0,17.0,17.0,10.0,24.0,16.0,17.0,11.0,17.0,15.0,17.0,18.0,13.0,12.0,6.0,14.0,9.0,17.0,15.0,10.0,15.0,17.0,16.0,11.0,17.0,17.0,17.0,11.0,11.0,,15.0,17.0,18.0,19.0,13.0,17.0,15.0,16.0,15.0,11.0,18.0,9.0,20.0,19.0,6.0,12.0,14.0,18.0,17.0,13.0,17.0,13.0,18.0,15.0,16.0,18.0,17.0,12.0,16.0,16.0,18.0,14.0
1216,4307,125,H,iowa-state,85.0,-125,0.5555555555555556,12,W,792,18.0,15.0,18.0,10.0,12.0,20.0,15.0,20.0,8.0,14.0,15.0,10.0,13.0,11.0,16.0,17.0,8.0,14.0,17.0,12.0,18.0,12.0,19.0,14.0,14.0,12.0,15.0,17.0,14.0,14.0,13.0,14.0,9.0,,16.0,15.0,11.0,10.0,8.0,16.0,10.0,11.0,14.0,19.0,15.0,16.0,14.0,15.0,14.0,14.0,16.0,19.0,8.0,15.0,16.0,16.0,13.0,12.0,8.0,13.0,12.0,17.0,12.0,9.0,14.0,12.0
1299,4588,130,V,iowa-state,62.0,175,0.36363636363636365,12,L,792,18.0,15.0,18.0,10.0,12.0,20.0,15.0,20.0,8.0,14.0,15.0,10.0,13.0,11.0,16.0,17.0,8.0,14.0,17.0,12.0,18.0,12.0,19.0,14.0,14.0,12.0,15.0,17.0,14.0,14.0,13.0,14.0,9.0,,16.0,15.0,11.0,10.0,8.0,16.0,10.0,11.0,14.0,19.0,15.0,16.0,14.0,15.0,14.0,14.0,16.0,19.0,8.0,15.0,16.0,16.0,13.0,12.0,8.0,13.0,12.0,17.0,12.0,9.0,14.0,12.0
1270,4478,128,V,michigan-state,76.0,-250,0.7142857142857143,12,W,869,14.0,16.0,16.0,16.0,14.0,16.0,6.0,14.0,6.0,13.0,12.0,16.0,11.0,9.0,13.0,9.0,12.0,18.0,15.0,11.0,11.0,13.0,11.0,16.0,19.0,16.0,10.0,9.0,8.0,12.0,15.0,10.0,10.0,,14.0,14.0,9.0,12.0,11.0,13.0,16.0,9.0,12.0,16.0,11.0,12.0,17.0,11.0,11.0,18.0,17.0,10.0,12.0,16.0,13.0,5.0,11.0,14.0,10.0,16.0,9.0,13.0,11.0,12.0,16.0,13.0
1345,4789,131,H,michigan-state,96.0,NL,0.5,12,W,869,14.0,16.0,16.0,16.0,14.0,16.0,6.0,14.0,6.0,13.0,12.0,16.0,11.0,9.0,13.0,9.0,12.0,18.0,15.0,11.0,11.0,13.0,11.0,16.0,19.0,16.0,10.0,9.0,8.0,12.0,15.0,10.0,10.0,,14.0,14.0,9.0,12.0,11.0,13.0,16.0,9.0,12.0,16.0,11.0,12.0,17.0,11.0,11.0,18.0,17.0,10.0,12.0,16.0,13.0,5.0,11.0,14.0,10.0,16.0,9.0,13.0,11.0,12.0,16.0,13.0
1234,4366,126,V,virginia,72.0,-380,0.7916666666666666,12,W,903,11.0,9.0,12.0,15.0,10.0,11.0,14.0,13.0,11.0,10.0,9.0,12.0,14.0,12.0,10.0,11.0,14.0,9.0,10.0,20.0,12.0,9.0,17.0,15.0,12.0,14.0,13.0,14.0,12.0,9.0,11.0,12.0,14.0,,10.0,12.0,14.0,9.0,9.0,19.0,11.0,15.0,8.0,10.0,10.0,15.0,16.0,7.0,13.0,8.0,11.0,7.0,13.0,14.0,8.0,17.0,9.0,16.0,12.0,14.0,13.0,9.0,13.0,18.0,11.0,15.0
1295,4582,130,V,virginia,63.0,210,0.3225806451612903,12,W,903,11.0,9.0,12.0,15.0,10.0,11.0,14.0,13.0,11.0,10.0,9.0,12.0,14.0,12.0,10.0,11.0,14.0,9.0,10.0,20.0,12.0,9.0,17.0,15.0,12.0,14.0,13.0,14.0,12.0,9.0,11.0,12.0,14.0,,10.0,12.0,14.0,9.0,9.0,19.0,11.0,15.0,8.0,10.0,10.0,15.0,16.0,7.0,13.0,8.0,11.0,7.0,13.0,14.0,8.0,17.0,9.0,16.0,12.0,14.0,13.0,9.0,13.0,18.0,11.0,15.0
1229,4351,126,H,providence,68.0,105,0.4878048780487805,12,L,1005,13.0,10.0,10.0,9.0,9.0,7.0,8.0,16.0,5.0,12.0,11.0,6.0,8.0,14.0,14.0,4.0,10.0,11.0,9.0,9.0,10.0,7.0,10.0,7.0,7.0,10.0,11.0,16.0,10.0,11.0,10.0,9.0,22.0,,9.0,10.0,13.0,5.0,18.0,11.0,13.0,12.0,9.0,13.0,7.0,14.0,11.0,6.0,21.0,10.0,5.0,14.0,21.0,10.0,11.0,8.0,14.0,11.0,11.0,6.0,11.0,14.0,8.0,8.0,10.0,6.0
1325,4692,130,V,providence,73.0,125,0.4444444444444444,12,W,1005,13.0,10.0,10.0,9.0,9.0,7.0,8.0,16.0,5.0,12.0,11.0,6.0,8.0,14.0,14.0,4.0,10.0,11.0,9.0,9.0,10.0,7.0,10.0,7.0,7.0,10.0,11.0,16.0,10.0,11.0,10.0,9.0,22.0,,9.0,10.0,13.0,5.0,18.0,11.0,13.0,12.0,9.0,13.0,7.0,14.0,11.0,6.0,21.0,10.0,5.0,14.0,21.0,10.0,11.0,8.0,14.0,11.0,11.0,6.0,11.0,14.0,8.0,8.0,10.0,6.0
1226,4345,126,H,west-virginia,70.0,-650,0.8666666666666667,12,W,1105,6.0,8.0,5.0,5.0,8.0,14.0,10.0,8.0,12.0,11.0,10.0,14.0,6.0,5.0,9.0,10.0,9.0,13.0,7.0,4.0,7.0,14.0,7.0,9.0,10.0,7.0,6.0,6.0,7.0,10.0,9.0,13.0,8.0,,11.0,11.0,10.0,15.0,12.0,10.0,9.0,8.0,11.0,7.0,9.0,11.0,9.0,10.0,9.0,9.0,10.0,8.0,5.0,6.0,10.0,11.0,10.0,4.0,9.0,12.0,7.0,8.0,10.0,7.0,13.0,7.0
1286,4568,130,V,west-virginia,71.0,-120,0.5454545454545454,12,L,1105,6.0,8.0,5.0,5.0,8.0,14.0,10.0,8.0,12.0,11.0,10.0,14.0,6.0,5.0,9.0,10.0,9.0,13.0,7.0,4.0,7.0,14.0,7.0,9.0,10.0,7.0,6.0,6.0,7.0,10.0,9.0,13.0,8.0,,11.0,11.0,10.0,15.0,12.0,10.0,9.0,8.0,11.0,7.0,9.0,11.0,9.0,10.0,9.0,9.0,10.0,8.0,5.0,6.0,10.0,11.0,10.0,4.0,9.0,12.0,7.0,8.0,10.0,7.0,13.0,7.0
1260,4435,128,H,maryland,74.0,-250,0.7142857142857143,12,W,1111,8.0,13.0,9.0,11.0,11.0,5.0,9.0,6.0,10.0,8.0,8.0,17.0,9.0,7.0,8.0,12.0,4.0,7.0,16.0,8.0,6.0,10.0,4.0,12.0,9.0,9.0,4.0,10.0,9.0,8.0,7.0,5.0,12.0,,8.0,9.0,8.0,13.0,14.0,9.0,6.0,6.0,13.0,4.0,12.0,7.0,12.0,12.0,3.0,7.0,9.0,12.0,7.0,7.0,14.0,6.0,8.0,8.0,13.0,9.0,10.0,10.0,7.0,5.0,9.0,11.0
1332,4766,131,V,maryland,66.0,-210,0.6774193548387096,12,W,1111,8.0,13.0,9.0,11.0,11.0,5.0,9.0,6.0,10.0,8.0,8.0,17.0,9.0,7.0,8.0,12.0,4.0,7.0,16.0,8.0,6.0,10.0,4.0,12.0,9.0,9.0,4.0,10.0,9.0,8.0,7.0,5.0,12.0,,8.0,9.0,8.0,13.0,14.0,9.0,6.0,6.0,13.0,4.0,12.0,7.0,12.0,12.0,3.0,7.0,9.0,12.0,7.0,7.0,14.0,6.0,8.0,8.0,13.0,9.0,10.0,10.0,7.0,5.0,9.0,11.0
1228,4350,126,V,xavier,75.0,-125,0.5555555555555556,12,W,1186,5.0,7.0,8.0,8.0,7.0,10.0,7.0,11.0,13.0,7.0,5.0,8.0,7.0,10.0,6.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,11.0,8.0,8.0,7.0,8.0,4.0,7.0,6.0,8.0,7.0,,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,5.0,10.0,7.0,9.0,10.0,6.0,8.0,9.0,9.0,12.0,7.0,10.0,7.0,9.0,7.0,8.0,8.0,7.0,6.0,14.0,6.0,9.0
1297,4584,130,V,xavier,86.0,-600,0.8571428571428571,12,W,1186,5.0,7.0,8.0,8.0,7.0,10.0,7.0,11.0,13.0,7.0,5.0,8.0,7.0,10.0,6.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,11.0,8.0,8.0,7.0,8.0,4.0,7.0,6.0,8.0,7.0,,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,5.0,10.0,7.0,9.0,10.0,6.0,8.0,9.0,9.0,12.0,7.0,10.0,7.0,9.0,7.0,8.0,8.0,7.0,6.0,14.0,6.0,9.0
1331,4764,131,V,villanova,68.0,-8500,0.9883720930232558,12,W,1261,4.0,6.0,7.0,7.0,4.0,8.0,11.0,7.0,7.0,4.0,7.0,7.0,5.0,8.0,5.0,6.0,7.0,6.0,5.0,10.0,13.0,8.0,5.0,8.0,4.0,5.0,9.0,7.0,11.0,5.0,8.0,6.0,6.0,,6.0,3.0,4.0,6.0,6.0,5.0,7.0,4.0,6.0,6.0,3.0,5.0,6.0,8.0,7.0,11.0,6.0,5.0,11.0,8.0,6.0,9.0,5.0,7.0,6.0,7.0,6.0,6.0,9.0,4.0,7.0,8.0
1215,4306,125,V,kansas,72.0,105,0.4878048780487805,12,L,1369,3.0,4.0,6.0,6.0,6.0,4.0,3.0,5.0,9.0,5.0,4.0,5.0,4.0,4.0,7.0,5.0,5.0,4.0,11.0,5.0,3.0,5.0,3.0,4.0,5.0,6.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,,5.0,4.0,5.0,8.0,5.0,8.0,4.0,10.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,7.0,3.0,4.0,5.0,4.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,4.0
1317,4667,130,H,kansas,90.0,-260,0.7222222222222222,12,W,1369,3.0,4.0,6.0,6.0,6.0,4.0,3.0,5.0,9.0,5.0,4.0,5.0,4.0,4.0,7.0,5.0,5.0,4.0,11.0,5.0,3.0,5.0,3.0,4.0,5.0,6.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,,5.0,4.0,5.0,8.0,5.0,8.0,4.0,10.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,7.0,3.0,4.0,5.0,4.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,4.0
