,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
2087,7379,303,N,michigan-state,64,-250,0.7142857142857143,17,L,1547,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
2009,7116,301,V,virginia,67,-190,0.6551724137931034,17,W,1583,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2065,7307,303,H,virginia,62,-450,0.8181818181818182,17,W,1583,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2111,7569,307,N,florida-state,74,-140,0.5833333333333334,18,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,
2134,7657,308,N,buffalo,89,-370,0.7872340425531915,18,W,1,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,7733,308,N,new-mexico-state,97,-8500,0.9883720930232558,18,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,7785,309,N,buffalo,78,-750,0.8823529411764706,18,W,1,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,7827,309,N,new-mexico-state,84,-800,0.8888888888888888,18,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,7855,310,N,buffalo,76,-350,0.7777777777777778,18,W,1,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,7875,310,N,new-mexico-state,72,-230,0.696969696969697,18,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,7673,308,N,kansas-state,66,140,0.4166666666666667,18,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
2189,7792,309,N,kansas-state,67,280,0.2631578947368421,18,L,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,
2154,7687,308,N,arkansas,69,-240,0.7058823529411765,18,W,4,,,,,,,,,,25.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,7774,309,N,arkansas,80,180,0.35714285714285715,18,W,4,,,,,,,,,,25.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,7842,310,N,arkansas,66,140,0.4166666666666667,18,L,4,,,,,,,,,,25.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,7667,308,N,creighton,68,-180,0.6428571428571429,18,L,8,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,25.0,24.0,,,,,,,,,,,,,,,,,,,,
2141,7671,308,N,seton-hall,74,105,0.4878048780487805,18,L,9,,,,,,,,,,,24.0,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,
2113,7573,307,N,virginia-tech,65,135,0.425531914893617,18,L,15,,,,23.0,,,,,25.0,,,,,,,22.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,24.0,,,,,,,24.0
2142,7672,308,N,tcu,64,-160,0.6153846153846154,18,L,45,,,24.0,,,,,,,24.0,,,,,25.0,25.0,,,,,21.0,,,,,23.0,,23.0,,,,21.0,25.0,,,22.0,,,,,,23.0,,,,,19.0,25.0,,,,25.0,,,,,,,,20.0,,,,,,,
2175,7771,309,N,kentucky,62,-240,0.7058823529411765,18,W,66,,24.0,,,,,,25.0,,23.0,23.0,,24.0,,24.0,,,,,,,,,,,,,,,,,19.0,,25.0,23.0,,,21.0,,,25.0,22.0,24.0,24.0,,24.0,20.0,,22.0,23.0,,24.0,,,,,,,25.0,22.0,,,,,,23.0,23.0
2207,7841,310,N,kentucky,86,-220,0.6875,18,W,66,,24.0,,,,,,25.0,,23.0,23.0,,24.0,,24.0,,,,,,,,,,,,,,,,,19.0,,25.0,23.0,,,21.0,,,25.0,22.0,24.0,24.0,,24.0,20.0,,22.0,23.0,,24.0,,,,,,,25.0,22.0,,,,,,23.0,23.0
2228,7880,311,N,kentucky,77,110,0.47619047619047616,18,W,66,,24.0,,,,,,25.0,,23.0,23.0,,24.0,,24.0,,,,,,,,,,,,,,,,,19.0,,25.0,23.0,,,21.0,,,25.0,22.0,24.0,24.0,,24.0,20.0,,22.0,23.0,,24.0,,,,,,,25.0,22.0,,,,,,23.0,23.0
2170,7757,309,N,st.-bonaventure,83,-400,0.8,18,W,70,22.0,,23.0,,24.0,,,,22.0,,25.0,,,25.0,,,,,,,24.0,18.0,,25.0,,,,21.0,,,25.0,,,22.0,25.0,,,,,19.0,,24.0,,,,,,23.0,24.0,,,,,,23.0,,,,21.0,,22.0,,23.0,22.0,,,
2205,7839,310,N,st.-bonaventure,70,145,0.40816326530612246,18,L,70,22.0,,23.0,,24.0,,,,22.0,,25.0,,,25.0,,,,,,,24.0,18.0,,25.0,,,,21.0,,,25.0,,,22.0,25.0,,,,,19.0,,24.0,,,,,,23.0,24.0,,,,,,23.0,,,,21.0,,22.0,,23.0,22.0,,,
2169,7753,309,N,rhode-island,76,-400,0.8,18,W,86,24.0,21.0,,,25.0,,25.0,,,,,21.0,,,,,,21.0,,,,20.0,,22.0,,,20.0,,,,22.0,,,,,,,,,,21.0,,25.0,20.0,,,,,,,,,23.0,22.0,22.0,,,24.0,,25.0,23.0,20.0,18.0,,22.0,,
2203,7837,310,N,rhode-island,90,-440,0.8148148148148148,18,W,86,24.0,21.0,,,25.0,,25.0,,,,,21.0,,,,,,21.0,,,,20.0,,22.0,,,20.0,,,,22.0,,,,,,,,,,21.0,,25.0,20.0,,,,,,,,,23.0,22.0,22.0,,,24.0,,25.0,23.0,20.0,18.0,,22.0,,
2227,7879,311,N,rhode-island,57,-140,0.5833333333333334,18,L,86,24.0,21.0,,,25.0,,25.0,,,,,21.0,,,,,,21.0,,,,20.0,,22.0,,,20.0,,,,22.0,,,,,,,,,,21.0,,25.0,20.0,,,,,,,,,23.0,22.0,22.0,,,24.0,,25.0,23.0,20.0,18.0,,22.0,,
2178,7775,309,N,florida,72,-220,0.6875,18,L,189,,,19.0,21.0,,21.0,23.0,21.0,20.0,20.0,22.0,,,21.0,23.0,24.0,,,19.0,22.0,,,20.0,,,20.0,23.0,20.0,22.0,24.0,,22.0,23.0,,,20.0,,20.0,23.0,,23.0,20.0,,23.0,20.0,,18.0,19.0,21.0,21.0,,23.0,,25.0,19.0,25.0,,,24.0,21.0,,23.0,20.0,,24.0,21.0,
2156,7689,308,N,nevada,79,-290,0.7435897435897436,18,W,218,25.0,23.0,22.0,22.0,13.0,25.0,24.0,23.0,21.0,,,23.0,25.0,20.0,20.0,,,19.0,20.0,18.0,25.0,,21.0,23.0,,19.0,18.0,24.0,21.0,22.0,23.0,20.0,24.0,23.0,22.0,21.0,21.0,25.0,24.0,24.0,24.0,,23.0,21.0,23.0,21.0,,20.0,,25.0,23.0,21.0,20.0,23.0,20.0,21.0,,21.0,,,19.0,24.0,,25.0,21.0,,22.0
2194,7797,309,N,nevada,73,-145,0.5918367346938775,18,L,218,25.0,23.0,22.0,22.0,13.0,25.0,24.0,23.0,21.0,,,23.0,25.0,20.0,20.0,,,19.0,20.0,18.0,25.0,,21.0,23.0,,19.0,18.0,24.0,21.0,22.0,23.0,20.0,24.0,23.0,22.0,21.0,21.0,25.0,24.0,24.0,24.0,,23.0,21.0,23.0,21.0,,20.0,,25.0,23.0,21.0,20.0,23.0,20.0,21.0,,21.0,,,19.0,24.0,,25.0,21.0,,22.0
2128,7635,308,N,clemson,90,-250,0.7142857142857143,18,W,416,20.0,17.0,20.0,17.0,21.0,18.0,21.0,20.0,17.0,19.0,18.0,17.0,18.0,18.0,18.0,20.0,,24.0,17.0,19.0,22.0,21.0,19.0,19.0,,22.0,21.0,18.0,18.0,20.0,19.0,14.0,20.0,17.0,21.0,17.0,22.0,19.0,19.0,20.0,22.0,,16.0,19.0,19.0,16.0,23.0,18.0,18.0,20.0,18.0,19.0,19.0,21.0,,19.0,,23.0,20.0,18.0,20.0,22.0,21.0,18.0,19.0,22.0,19.0
2185,7788,309,N,clemson,58,280,0.2631578947368421,18,L,416,20.0,17.0,20.0,17.0,21.0,18.0,21.0,20.0,17.0,19.0,18.0,17.0,18.0,18.0,18.0,20.0,,24.0,17.0,19.0,22.0,21.0,19.0,19.0,,22.0,21.0,18.0,18.0,20.0,19.0,14.0,20.0,17.0,21.0,17.0,22.0,19.0,19.0,20.0,22.0,,16.0,19.0,19.0,16.0,23.0,18.0,18.0,20.0,18.0,19.0,19.0,21.0,,19.0,,23.0,20.0,18.0,20.0,22.0,21.0,18.0,19.0,22.0,19.0
2149,7679,308,N,west-virginia,78,-270,0.7297297297297297,18,W,479,21.0,18.0,21.0,16.0,22.0,19.0,16.0,18.0,19.0,18.0,19.0,25.0,19.0,16.0,13.0,18.0,,22.0,24.0,21.0,16.0,22.0,17.0,21.0,,12.0,19.0,17.0,19.0,23.0,20.0,18.0,21.0,20.0,20.0,16.0,13.0,14.0,20.0,18.0,20.0,19.0,19.0,18.0,17.0,19.0,13.0,24.0,12.0,19.0,22.0,17.0,21.0,18.0,18.0,17.0,,20.0,19.0,15.0,17.0,21.0,19.0,23.0,17.0,17.0,13.0
2191,7794,309,N,west-virginia,66,-145,0.5918367346938775,18,W,479,21.0,18.0,21.0,16.0,22.0,19.0,16.0,18.0,19.0,18.0,19.0,25.0,19.0,16.0,13.0,18.0,,22.0,24.0,21.0,16.0,22.0,17.0,21.0,,12.0,19.0,17.0,19.0,23.0,20.0,18.0,21.0,20.0,20.0,16.0,13.0,14.0,20.0,18.0,20.0,19.0,19.0,18.0,17.0,19.0,13.0,24.0,12.0,19.0,22.0,17.0,21.0,18.0,18.0,17.0,,20.0,19.0,15.0,17.0,21.0,19.0,23.0,17.0,17.0,13.0
2211,7848,310,N,west-virginia,70,-130,0.5652173913043478,18,L,479,21.0,18.0,21.0,16.0,22.0,19.0,16.0,18.0,19.0,18.0,19.0,25.0,19.0,16.0,13.0,18.0,,22.0,24.0,21.0,16.0,22.0,17.0,21.0,,12.0,19.0,17.0,19.0,23.0,20.0,18.0,21.0,20.0,20.0,16.0,13.0,14.0,20.0,18.0,20.0,19.0,19.0,18.0,17.0,19.0,13.0,24.0,12.0,19.0,22.0,17.0,21.0,18.0,18.0,17.0,,20.0,19.0,15.0,17.0,21.0,19.0,23.0,17.0,17.0,13.0
2173,7769,309,N,auburn,63,-310,0.7560975609756098,18,L,683,18.0,14.0,15.0,14.0,19.0,10.0,14.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,19.0,16.0,,16.0,15.0,14.0,14.0,15.0,12.0,16.0,,15.0,14.0,13.0,12.0,16.0,15.0,17.0,15.0,12.0,16.0,11.0,19.0,13.0,17.0,16.0,18.0,16.0,14.0,15.0,15.0,11.0,15.0,16.0,16.0,16.0,10.0,16.0,14.0,17.0,14.0,20.0,,17.0,15.0,16.0,13.0,17.0,25.0,15.0,16.0,18.0,18.0
2159,7697,308,N,arizona,83,-750,0.8823529411764706,18,W,727,11.0,16.0,10.0,20.0,12.0,15.0,17.0,17.0,14.0,17.0,17.0,12.0,16.0,22.0,12.0,13.0,,11.0,8.0,16.0,18.0,12.0,18.0,12.0,,16.0,17.0,16.0,14.0,11.0,11.0,13.0,16.0,14.0,13.0,19.0,14.0,12.0,13.0,17.0,14.0,13.0,18.0,17.0,18.0,17.0,21.0,13.0,17.0,18.0,15.0,13.0,12.0,13.0,11.0,9.0,,11.0,16.0,17.0,18.0,15.0,14.0,11.0,20.0,12.0,12.0
2196,7801,309,N,arizona,78,-300,0.75,18,W,727,11.0,16.0,10.0,20.0,12.0,15.0,17.0,17.0,14.0,17.0,17.0,12.0,16.0,22.0,12.0,13.0,,11.0,8.0,16.0,18.0,12.0,18.0,12.0,,16.0,17.0,16.0,14.0,11.0,11.0,13.0,16.0,14.0,13.0,19.0,14.0,12.0,13.0,17.0,14.0,13.0,18.0,17.0,18.0,17.0,21.0,13.0,17.0,18.0,15.0,13.0,12.0,13.0,11.0,9.0,,11.0,16.0,17.0,18.0,15.0,14.0,11.0,20.0,12.0,12.0
2221,7861,310,N,arizona,75,-245,0.7101449275362319,18,W,727,11.0,16.0,10.0,20.0,12.0,15.0,17.0,17.0,14.0,17.0,17.0,12.0,16.0,22.0,12.0,13.0,,11.0,8.0,16.0,18.0,12.0,18.0,12.0,,16.0,17.0,16.0,14.0,11.0,11.0,13.0,16.0,14.0,13.0,19.0,14.0,12.0,13.0,17.0,14.0,13.0,18.0,17.0,18.0,17.0,21.0,13.0,17.0,18.0,15.0,13.0,12.0,13.0,11.0,9.0,,11.0,16.0,17.0,18.0,15.0,14.0,11.0,20.0,12.0,12.0
2147,7677,308,N,texas-tech,73,-300,0.75,18,W,771,16.0,12.0,16.0,11.0,18.0,11.0,13.0,13.0,10.0,12.0,13.0,19.0,13.0,14.0,15.0,14.0,,13.0,14.0,20.0,15.0,16.0,14.0,13.0,,11.0,12.0,14.0,16.0,15.0,12.0,11.0,18.0,18.0,15.0,13.0,17.0,17.0,14.0,12.0,16.0,11.0,11.0,13.0,12.0,13.0,12.0,14.0,13.0,15.0,13.0,18.0,17.0,12.0,17.0,15.0,,12.0,11.0,11.0,15.0,14.0,12.0,14.0,14.0,14.0,14.0
2192,7795,309,N,texas-tech,63,125,0.4444444444444444,18,L,771,16.0,12.0,16.0,11.0,18.0,11.0,13.0,13.0,10.0,12.0,13.0,19.0,13.0,14.0,15.0,14.0,,13.0,14.0,20.0,15.0,16.0,14.0,13.0,,11.0,12.0,14.0,16.0,15.0,12.0,11.0,18.0,18.0,15.0,13.0,17.0,17.0,14.0,12.0,16.0,11.0,11.0,13.0,12.0,13.0,12.0,14.0,13.0,15.0,13.0,18.0,17.0,12.0,17.0,15.0,,12.0,11.0,11.0,15.0,14.0,12.0,14.0,14.0,14.0,14.0
2176,7773,309,N,tennessee,62,-290,0.7435897435897436,18,W,811,10.0,15.0,17.0,15.0,16.0,12.0,11.0,9.0,16.0,14.0,12.0,13.0,11.0,13.0,14.0,11.0,,17.0,16.0,8.0,12.0,10.0,13.0,17.0,,14.0,13.0,12.0,11.0,17.0,16.0,16.0,13.0,15.0,12.0,12.0,10.0,11.0,12.0,15.0,12.0,14.0,13.0,14.0,13.0,12.0,14.0,17.0,10.0,11.0,16.0,15.0,11.0,11.0,13.0,14.0,,16.0,14.0,14.0,14.0,11.0,16.0,13.0,13.0,15.0,16.0
2209,7843,310,N,tennessee,84,-160,0.6153846153846154,18,W,811,10.0,15.0,17.0,15.0,16.0,12.0,11.0,9.0,16.0,14.0,12.0,13.0,11.0,13.0,14.0,11.0,,17.0,16.0,8.0,12.0,10.0,13.0,17.0,,14.0,13.0,12.0,11.0,17.0,16.0,16.0,13.0,15.0,12.0,12.0,10.0,11.0,12.0,15.0,12.0,14.0,13.0,14.0,13.0,12.0,14.0,17.0,10.0,11.0,16.0,15.0,11.0,11.0,13.0,14.0,,16.0,14.0,14.0,14.0,11.0,16.0,13.0,13.0,15.0,16.0
2229,7881,311,N,tennessee,72,-130,0.5652173913043478,18,L,811,10.0,15.0,17.0,15.0,16.0,12.0,11.0,9.0,16.0,14.0,12.0,13.0,11.0,13.0,14.0,11.0,,17.0,16.0,8.0,12.0,10.0,13.0,17.0,,14.0,13.0,12.0,11.0,17.0,16.0,16.0,13.0,15.0,12.0,12.0,10.0,11.0,12.0,15.0,12.0,14.0,13.0,14.0,13.0,12.0,14.0,17.0,10.0,11.0,16.0,15.0,11.0,11.0,13.0,14.0,,16.0,14.0,14.0,14.0,11.0,16.0,13.0,13.0,15.0,16.0
2115,7575,307,N,north-carolina,78,-350,0.7777777777777778,18,W,841,14.0,10.0,13.0,12.0,20.0,14.0,18.0,12.0,12.0,13.0,14.0,14.0,14.0,12.0,7.0,12.0,,15.0,10.0,13.0,11.0,19.0,11.0,11.0,,13.0,10.0,15.0,13.0,12.0,13.0,15.0,12.0,13.0,14.0,15.0,18.0,15.0,15.0,13.0,11.0,8.0,12.0,12.0,11.0,15.0,7.0,10.0,14.0,13.0,12.0,11.0,13.0,14.0,15.0,13.0,,14.0,12.0,13.0,10.0,13.0,13.0,12.0,12.0,16.0,10.0
2131,7638,308,N,north-carolina,82,-310,0.7560975609756098,18,W,841,14.0,10.0,13.0,12.0,20.0,14.0,18.0,12.0,12.0,13.0,14.0,14.0,14.0,12.0,7.0,12.0,,15.0,10.0,13.0,11.0,19.0,11.0,11.0,,13.0,10.0,15.0,13.0,12.0,13.0,15.0,12.0,13.0,14.0,15.0,18.0,15.0,15.0,13.0,11.0,8.0,12.0,12.0,11.0,15.0,7.0,10.0,14.0,13.0,12.0,11.0,13.0,14.0,15.0,13.0,,14.0,12.0,13.0,10.0,13.0,13.0,12.0,12.0,16.0,10.0
2187,7790,309,N,north-carolina,74,155,0.39215686274509803,18,W,841,14.0,10.0,13.0,12.0,20.0,14.0,18.0,12.0,12.0,13.0,14.0,14.0,14.0,12.0,7.0,12.0,,15.0,10.0,13.0,11.0,19.0,11.0,11.0,,13.0,10.0,15.0,13.0,12.0,13.0,15.0,12.0,13.0,14.0,15.0,18.0,15.0,15.0,13.0,11.0,8.0,12.0,12.0,11.0,15.0,7.0,10.0,14.0,13.0,12.0,11.0,13.0,14.0,15.0,13.0,,14.0,12.0,13.0,10.0,13.0,13.0,12.0,12.0,16.0,10.0
2217,7856,310,N,north-carolina,63,150,0.4,18,L,841,14.0,10.0,13.0,12.0,20.0,14.0,18.0,12.0,12.0,13.0,14.0,14.0,14.0,12.0,7.0,12.0,,15.0,10.0,13.0,11.0,19.0,11.0,11.0,,13.0,10.0,15.0,13.0,12.0,13.0,15.0,12.0,13.0,14.0,15.0,18.0,15.0,15.0,13.0,11.0,8.0,12.0,12.0,11.0,15.0,7.0,10.0,14.0,13.0,12.0,11.0,13.0,14.0,15.0,13.0,,14.0,12.0,13.0,10.0,13.0,13.0,12.0,12.0,16.0,10.0
2168,7749,309,N,wichita-state,89,-750,0.8823529411764706,18,W,846,15.0,11.0,11.0,13.0,9.0,16.0,12.0,14.0,13.0,11.0,11.0,10.0,12.0,11.0,16.0,15.0,,9.0,13.0,12.0,13.0,11.0,15.0,15.0,,17.0,16.0,10.0,17.0,13.0,14.0,12.0,10.0,8.0,11.0,14.0,12.0,16.0,11.0,11.0,13.0,15.0,15.0,11.0,14.0,14.0,16.0,12.0,15.0,12.0,14.0,12.0,15.0,16.0,12.0,11.0,,8.0,13.0,12.0,12.0,12.0,11.0,16.0,11.0,11.0,15.0
2202,7835,310,N,wichita-state,74,-185,0.6491228070175439,18,L,846,15.0,11.0,11.0,13.0,9.0,16.0,12.0,14.0,13.0,11.0,11.0,10.0,12.0,11.0,16.0,15.0,,9.0,13.0,12.0,13.0,11.0,15.0,15.0,,17.0,16.0,10.0,17.0,13.0,14.0,12.0,10.0,8.0,11.0,14.0,12.0,16.0,11.0,11.0,13.0,15.0,15.0,11.0,14.0,14.0,16.0,12.0,15.0,12.0,14.0,12.0,15.0,16.0,12.0,11.0,,8.0,13.0,12.0,12.0,12.0,11.0,16.0,11.0,11.0,15.0
2145,7675,308,N,kansas,82,-280,0.7368421052631579,18,W,1111,8.0,9.0,8.0,5.0,10.0,8.0,7.0,11.0,8.0,8.0,9.0,9.0,7.0,9.0,10.0,9.0,,12.0,9.0,11.0,8.0,9.0,8.0,9.0,,10.0,8.0,8.0,10.0,9.0,8.0,6.0,9.0,11.0,6.0,6.0,9.0,10.0,7.0,8.0,9.0,5.0,8.0,8.0,10.0,8.0,11.0,8.0,6.0,10.0,11.0,7.0,10.0,9.0,8.0,8.0,,10.0,9.0,9.0,8.0,10.0,9.0,8.0,10.0,10.0,8.0
2190,7793,309,N,kansas,83,-360,0.782608695652174,18,W,1111,8.0,9.0,8.0,5.0,10.0,8.0,7.0,11.0,8.0,8.0,9.0,9.0,7.0,9.0,10.0,9.0,,12.0,9.0,11.0,8.0,9.0,8.0,9.0,,10.0,8.0,8.0,10.0,9.0,8.0,6.0,9.0,11.0,6.0,6.0,9.0,10.0,7.0,8.0,9.0,5.0,8.0,8.0,10.0,8.0,11.0,8.0,6.0,10.0,11.0,7.0,10.0,9.0,8.0,8.0,,10.0,9.0,9.0,8.0,10.0,9.0,8.0,10.0,10.0,8.0
2212,7849,310,N,kansas,81,110,0.47619047619047616,18,W,1111,8.0,9.0,8.0,5.0,10.0,8.0,7.0,11.0,8.0,8.0,9.0,9.0,7.0,9.0,10.0,9.0,,12.0,9.0,11.0,8.0,9.0,8.0,9.0,,10.0,8.0,8.0,10.0,9.0,8.0,6.0,9.0,11.0,6.0,6.0,9.0,10.0,7.0,8.0,9.0,5.0,8.0,8.0,10.0,8.0,11.0,8.0,6.0,10.0,11.0,7.0,10.0,9.0,8.0,8.0,,10.0,9.0,9.0,8.0,10.0,9.0,8.0,10.0,10.0,8.0
2166,7745,309,N,cincinnati,61,-1550,0.9393939393939394,18,W,1193,6.0,7.0,9.0,10.0,7.0,6.0,8.0,5.0,11.0,10.0,8.0,6.0,5.0,10.0,9.0,6.0,,7.0,12.0,6.0,6.0,6.0,10.0,7.0,,9.0,9.0,9.0,7.0,6.0,7.0,8.0,8.0,6.0,10.0,10.0,6.0,5.0,8.0,9.0,5.0,9.0,9.0,7.0,8.0,7.0,4.0,6.0,3.0,6.0,6.0,10.0,8.0,10.0,9.0,4.0,,7.0,8.0,5.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0
2201,7833,310,N,cincinnati,70,-3000,0.967741935483871,18,W,1193,6.0,7.0,9.0,10.0,7.0,6.0,8.0,5.0,11.0,10.0,8.0,6.0,5.0,10.0,9.0,6.0,,7.0,12.0,6.0,6.0,6.0,10.0,7.0,,9.0,9.0,9.0,7.0,6.0,7.0,8.0,8.0,6.0,10.0,10.0,6.0,5.0,8.0,9.0,5.0,9.0,9.0,7.0,8.0,7.0,4.0,6.0,3.0,6.0,6.0,10.0,8.0,10.0,9.0,4.0,,7.0,8.0,5.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0
2230,7885,311,N,cincinnati,56,-210,0.6774193548387096,18,W,1193,6.0,7.0,9.0,10.0,7.0,6.0,8.0,5.0,11.0,10.0,8.0,6.0,5.0,10.0,9.0,6.0,,7.0,12.0,6.0,6.0,6.0,10.0,7.0,,9.0,9.0,9.0,7.0,6.0,7.0,8.0,8.0,6.0,10.0,10.0,6.0,5.0,8.0,9.0,5.0,9.0,9.0,7.0,8.0,7.0,4.0,6.0,3.0,6.0,6.0,10.0,8.0,10.0,9.0,4.0,,7.0,8.0,5.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0
2103,7511,305,N,gonzaga,88,-1100,0.9166666666666666,18,W,1233,5.0,5.0,5.0,9.0,5.0,9.0,5.0,4.0,9.0,7.0,7.0,4.0,10.0,8.0,11.0,4.0,,4.0,11.0,9.0,9.0,4.0,7.0,3.0,,8.0,11.0,6.0,8.0,5.0,9.0,7.0,7.0,4.0,9.0,8.0,5.0,8.0,6.0,5.0,4.0,12.0,7.0,4.0,5.0,6.0,9.0,11.0,7.0,4.0,9.0,6.0,6.0,4.0,4.0,5.0,,4.0,7.0,10.0,5.0,7.0,10.0,9.0,4.0,5.0,7.0
2107,7537,306,N,gonzaga,74,-650,0.8666666666666667,18,W,1233,5.0,5.0,5.0,9.0,5.0,9.0,5.0,4.0,9.0,7.0,7.0,4.0,10.0,8.0,11.0,4.0,,4.0,11.0,9.0,9.0,4.0,7.0,3.0,,8.0,11.0,6.0,8.0,5.0,9.0,7.0,7.0,4.0,9.0,8.0,5.0,8.0,6.0,5.0,4.0,12.0,7.0,4.0,5.0,6.0,9.0,11.0,7.0,4.0,9.0,6.0,6.0,4.0,4.0,5.0,,4.0,7.0,10.0,5.0,7.0,10.0,9.0,4.0,5.0,7.0
2130,7637,308,N,duke,88,-470,0.8245614035087719,18,W,1321,7.0,6.0,4.0,4.0,6.0,4.0,6.0,7.0,4.0,6.0,5.0,8.0,6.0,6.0,6.0,8.0,,6.0,4.0,4.0,5.0,7.0,5.0,6.0,,4.0,4.0,4.0,5.0,8.0,5.0,4.0,5.0,7.0,5.0,4.0,7.0,4.0,4.0,3.0,8.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,7.0,5.0,4.0,7.0,7.0,7.0,10.0,,9.0,5.0,4.0,4.0,4.0,4.0,7.0,7.0,4.0,4.0
