,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
1017,4057,120,H,akron,70,-200,0.6666666666666666,11,W,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,4149,121,H,kansas-state,79,145,0.40816326530612246,11,W,1,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,3829,116,H,iowa-state,72,150,0.4,11,L,5,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,24.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
1034,4094,121,V,iowa-state,92,110,0.47619047619047616,11,W,5,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,24.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
1000,3939,118,H,nevada,83,-800,0.8888888888888888,11,W,7,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,4153,121,H,nevada,76,-240,0.7058823529411765,11,L,7,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,4266,122,V,northwestern,74,120,0.45454545454545453,11,W,7,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,25.0,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,
1007,3983,119,H,usc,66,150,0.4,11,L,14,,,,,,,,,,,,,,,,23.0,,,,,,24.0,,,,24.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,22.0,
1073,4291,122,H,usc,82,-440,0.8148148148148148,11,W,14,,,,,,,,,,,,,,,,23.0,,,,,,24.0,,,,24.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,22.0,
993,3908,118,V,tcu,69,165,0.37735849056603776,11,L,29,,,,24.0,,,25.0,,25.0,,,25.0,25.0,,,,,25.0,25.0,,,,24.0,,24.0,,25.0,25.0,,,,25.0,,,,,,,25.0,,,,,25.0,,25.0,,,22.0,,,,,24.0,,24.0,,25.0,,25.0,,25.0,,,
1058,4189,121,H,tcu,53,150,0.4,11,L,29,,,,24.0,,,25.0,,25.0,,,25.0,25.0,,,,,25.0,25.0,,,,24.0,,24.0,,25.0,25.0,,,,25.0,,,,,,,25.0,,,,,25.0,,25.0,,,22.0,,,,,24.0,,24.0,,25.0,,25.0,,25.0,,,
1002,3956,119,V,maryland,84,105,0.4878048780487805,11,W,118,,25.0,22.0,,22.0,23.0,,24.0,24.0,24.0,,,,24.0,24.0,14.0,21.0,,24.0,25.0,24.0,23.0,,,25.0,25.0,,,21.0,24.0,23.0,,23.0,23.0,25.0,24.0,23.0,25.0,,24.0,24.0,18.0,,,23.0,24.0,20.0,24.0,,25.0,25.0,22.0,25.0,25.0,24.0,25.0,25.0,,25.0,23.0,25.0,,24.0,,24.0
986,3889,118,H,south-carolina,57,-130,0.5652173913043478,11,W,124,,24.0,25.0,25.0,25.0,25.0,22.0,25.0,21.0,,24.0,22.0,23.0,23.0,,24.0,22.0,24.0,,24.0,25.0,,,,,22.0,23.0,,20.0,,,24.0,22.0,24.0,24.0,25.0,24.0,23.0,23.0,20.0,25.0,24.0,,24.0,25.0,,25.0,22.0,23.0,23.0,21.0,24.0,24.0,,25.0,22.0,24.0,23.0,23.0,,,23.0,25.0,25.0,23.0
1041,4116,121,V,south-carolina,69,800,0.1111111111111111,11,L,124,,24.0,25.0,25.0,25.0,25.0,22.0,25.0,21.0,,24.0,22.0,23.0,23.0,,24.0,22.0,24.0,,24.0,25.0,,,,,22.0,23.0,,20.0,,,24.0,22.0,24.0,24.0,25.0,24.0,23.0,23.0,20.0,25.0,24.0,,24.0,25.0,,25.0,22.0,23.0,23.0,21.0,24.0,24.0,,25.0,22.0,24.0,23.0,23.0,,,23.0,25.0,25.0,23.0
963,3805,116,H,xavier,67,-170,0.6296296296296297,11,L,286,19.0,19.0,17.0,20.0,20.0,22.0,21.0,20.0,23.0,19.0,22.0,24.0,24.0,20.0,19.0,,,22.0,21.0,21.0,21.0,22.0,23.0,,21.0,20.0,21.0,20.0,25.0,,22.0,21.0,24.0,,22.0,21.0,20.0,24.0,20.0,21.0,17.0,23.0,22.0,20.0,22.0,20.0,22.0,23.0,25.0,19.0,22.0,20.0,23.0,23.0,22.0,20.0,22.0,21.0,20.0,19.0,23.0,20.0,22.0,24.0,19.0
1068,4277,122,H,xavier,86,-600,0.8571428571428571,11,W,286,19.0,19.0,17.0,20.0,20.0,22.0,21.0,20.0,23.0,19.0,22.0,24.0,24.0,20.0,19.0,,,22.0,21.0,21.0,21.0,22.0,23.0,,21.0,20.0,21.0,20.0,25.0,,22.0,21.0,24.0,,22.0,21.0,20.0,24.0,20.0,21.0,17.0,23.0,22.0,20.0,22.0,20.0,22.0,23.0,25.0,19.0,22.0,20.0,23.0,23.0,22.0,20.0,22.0,21.0,20.0,19.0,23.0,20.0,22.0,24.0,19.0
975,3847,117,H,purdue,91,-800,0.8888888888888888,11,W,303,20.0,23.0,24.0,21.0,,20.0,23.0,21.0,22.0,20.0,21.0,16.0,21.0,21.0,18.0,,18.0,23.0,20.0,23.0,22.0,21.0,22.0,,22.0,23.0,19.0,21.0,22.0,22.0,24.0,23.0,20.0,22.0,20.0,20.0,22.0,21.0,22.0,22.0,19.0,21.0,21.0,22.0,19.0,21.0,24.0,18.0,19.0,22.0,,23.0,20.0,21.0,23.0,23.0,21.0,22.0,19.0,20.0,21.0,21.0,21.0,19.0,18.0
1023,4067,121,H,purdue,77,-1300,0.9285714285714286,11,W,303,20.0,23.0,24.0,21.0,,20.0,23.0,21.0,22.0,20.0,21.0,16.0,21.0,21.0,18.0,,18.0,23.0,20.0,23.0,22.0,21.0,22.0,,22.0,23.0,19.0,21.0,22.0,22.0,24.0,23.0,20.0,22.0,20.0,20.0,22.0,21.0,22.0,22.0,19.0,21.0,21.0,22.0,19.0,21.0,24.0,18.0,19.0,22.0,,23.0,20.0,21.0,23.0,23.0,21.0,22.0,19.0,20.0,21.0,21.0,21.0,19.0,18.0
988,3895,118,H,cincinnati,81,-1000,0.9090909090909091,11,W,368,22.0,20.0,23.0,22.0,21.0,19.0,19.0,19.0,18.0,21.0,19.0,20.0,18.0,16.0,20.0,20.0,,19.0,23.0,20.0,20.0,20.0,21.0,,19.0,19.0,22.0,19.0,24.0,23.0,21.0,19.0,21.0,19.0,18.0,19.0,19.0,18.0,21.0,23.0,23.0,17.0,20.0,21.0,20.0,22.0,21.0,20.0,24.0,20.0,18.0,19.0,21.0,20.0,19.0,21.0,20.0,19.0,22.0,22.0,20.0,16.0,19.0,21.0,21.0
1045,4124,121,V,cincinnati,78,-2000,0.9523809523809523,11,W,368,22.0,20.0,23.0,22.0,21.0,19.0,19.0,19.0,18.0,21.0,19.0,20.0,18.0,16.0,20.0,20.0,,19.0,23.0,20.0,20.0,20.0,21.0,,19.0,19.0,22.0,19.0,24.0,23.0,21.0,19.0,21.0,19.0,18.0,19.0,19.0,18.0,21.0,23.0,23.0,17.0,20.0,21.0,20.0,22.0,21.0,20.0,24.0,20.0,18.0,19.0,21.0,20.0,19.0,21.0,20.0,19.0,22.0,22.0,20.0,16.0,19.0,21.0,21.0
985,3888,118,V,florida,53,110,0.47619047619047616,11,L,401,23.0,21.0,21.0,19.0,23.0,18.0,20.0,22.0,19.0,22.0,20.0,21.0,19.0,22.0,23.0,15.0,17.0,20.0,22.0,19.0,19.0,19.0,18.0,,20.0,15.0,20.0,22.0,18.0,20.0,19.0,20.0,19.0,20.0,19.0,23.0,21.0,20.0,19.0,18.0,21.0,20.0,19.0,18.0,21.0,18.0,16.0,21.0,21.0,21.0,19.0,21.0,17.0,19.0,21.0,15.0,19.0,20.0,21.0,21.0,22.0,15.0,20.0,20.0,22.0
1025,4071,121,H,florida,66,-700,0.875,11,L,401,23.0,21.0,21.0,19.0,23.0,18.0,20.0,22.0,19.0,22.0,20.0,21.0,19.0,22.0,23.0,15.0,17.0,20.0,22.0,19.0,19.0,19.0,18.0,,20.0,15.0,20.0,22.0,18.0,20.0,19.0,20.0,19.0,20.0,19.0,23.0,21.0,20.0,19.0,18.0,21.0,20.0,19.0,18.0,21.0,18.0,16.0,21.0,21.0,21.0,19.0,21.0,17.0,19.0,21.0,15.0,19.0,20.0,21.0,21.0,22.0,15.0,20.0,20.0,22.0
1061,4207,121,H,duke,70,-550,0.8461538461538461,11,W,600,14.0,16.0,20.0,17.0,17.0,17.0,17.0,15.0,16.0,16.0,14.0,18.0,16.0,19.0,14.0,22.0,20.0,13.0,19.0,17.0,16.0,17.0,14.0,,14.0,21.0,18.0,14.0,19.0,16.0,15.0,15.0,18.0,15.0,16.0,13.0,18.0,17.0,15.0,17.0,16.0,19.0,14.0,16.0,11.0,17.0,19.0,16.0,20.0,15.0,17.0,17.0,13.0,16.0,17.0,19.0,15.0,15.0,18.0,14.0,19.0,22.0,18.0,16.0,20.0
981,3871,117,H,wisconsin,68,-700,0.875,11,W,635,16.0,17.0,18.0,18.0,14.0,16.0,18.0,16.0,20.0,14.0,16.0,15.0,17.0,18.0,13.0,16.0,19.0,17.0,13.0,16.0,13.0,16.0,17.0,,17.0,16.0,15.0,15.0,17.0,18.0,18.0,14.0,17.0,16.0,14.0,16.0,13.0,16.0,16.0,19.0,18.0,22.0,15.0,19.0,14.0,19.0,17.0,13.0,15.0,17.0,20.0,14.0,19.0,17.0,18.0,14.0,16.0,14.0,13.0,16.0,11.0,10.0,15.0,18.0,15.0
1047,4134,121,V,wisconsin,78,-200,0.6666666666666666,11,W,635,16.0,17.0,18.0,18.0,14.0,16.0,18.0,16.0,20.0,14.0,16.0,15.0,17.0,18.0,13.0,16.0,19.0,17.0,13.0,16.0,13.0,16.0,17.0,,17.0,16.0,15.0,15.0,17.0,18.0,18.0,14.0,17.0,16.0,14.0,16.0,13.0,16.0,16.0,19.0,18.0,22.0,15.0,19.0,14.0,19.0,17.0,13.0,15.0,17.0,20.0,14.0,19.0,17.0,18.0,14.0,16.0,14.0,13.0,16.0,11.0,10.0,15.0,18.0,15.0
994,3918,118,V,virginia,71,-1600,0.9411764705882353,11,W,667,17.0,12.0,14.0,14.0,12.0,15.0,16.0,18.0,17.0,18.0,17.0,12.0,15.0,13.0,21.0,17.0,15.0,12.0,14.0,18.0,14.0,15.0,16.0,,18.0,14.0,17.0,18.0,13.0,14.0,17.0,17.0,15.0,17.0,15.0,17.0,16.0,14.0,17.0,15.0,20.0,14.0,13.0,12.0,18.0,13.0,15.0,9.0,17.0,16.0,13.0,18.0,18.0,18.0,16.0,17.0,14.0,18.0,14.0,18.0,17.0,18.0,16.0,15.0,14.0
1030,4087,121,H,virginia,62,-2500,0.9615384615384616,11,W,667,17.0,12.0,14.0,14.0,12.0,15.0,16.0,18.0,17.0,18.0,17.0,12.0,15.0,13.0,21.0,17.0,15.0,12.0,14.0,18.0,14.0,15.0,16.0,,18.0,14.0,17.0,18.0,13.0,14.0,17.0,17.0,15.0,17.0,15.0,17.0,16.0,14.0,17.0,15.0,20.0,14.0,13.0,12.0,18.0,13.0,15.0,9.0,17.0,16.0,13.0,18.0,18.0,18.0,16.0,17.0,14.0,18.0,14.0,18.0,17.0,18.0,16.0,15.0,14.0
989,3904,118,V,notre-dame,80,220,0.3125,11,L,741,18.0,15.0,10.0,12.0,16.0,11.0,15.0,14.0,14.0,15.0,18.0,17.0,20.0,17.0,10.0,11.0,8.0,18.0,11.0,14.0,10.0,18.0,15.0,,12.0,17.0,16.0,17.0,15.0,12.0,16.0,18.0,12.0,18.0,17.0,18.0,10.0,19.0,18.0,12.0,15.0,8.0,16.0,14.0,15.0,15.0,18.0,19.0,11.0,13.0,16.0,10.0,11.0,14.0,15.0,16.0,11.0,17.0,15.0,11.0,13.0,14.0,13.0,12.0,17.0
1020,4061,121,H,notre-dame,84,-300,0.75,11,W,741,18.0,15.0,10.0,12.0,16.0,11.0,15.0,14.0,14.0,15.0,18.0,17.0,20.0,17.0,10.0,11.0,8.0,18.0,11.0,14.0,10.0,18.0,15.0,,12.0,17.0,16.0,17.0,15.0,12.0,16.0,18.0,12.0,18.0,17.0,18.0,10.0,19.0,18.0,12.0,15.0,8.0,16.0,14.0,15.0,15.0,18.0,19.0,11.0,13.0,16.0,10.0,11.0,14.0,15.0,16.0,11.0,17.0,15.0,11.0,13.0,14.0,13.0,12.0,17.0
1006,3982,119,V,arizona,73,-170,0.6296296296296297,11,W,746,13.0,18.0,16.0,16.0,15.0,14.0,13.0,17.0,12.0,17.0,15.0,19.0,10.0,14.0,16.0,8.0,13.0,14.0,16.0,13.0,17.0,14.0,10.0,,16.0,11.0,14.0,16.0,16.0,19.0,13.0,11.0,14.0,13.0,12.0,15.0,15.0,15.0,14.0,11.0,14.0,13.0,12.0,15.0,17.0,12.0,14.0,11.0,16.0,18.0,15.0,15.0,15.0,12.0,13.0,13.0,18.0,16.0,16.0,15.0,15.0,12.0,17.0,13.0,16.0
1043,4120,121,V,arizona,96,200,0.3333333333333333,11,W,746,13.0,18.0,16.0,16.0,15.0,14.0,13.0,17.0,12.0,17.0,15.0,19.0,10.0,14.0,16.0,8.0,13.0,14.0,16.0,13.0,17.0,14.0,10.0,,16.0,11.0,14.0,16.0,16.0,19.0,13.0,11.0,14.0,13.0,12.0,15.0,15.0,15.0,14.0,11.0,14.0,13.0,12.0,15.0,17.0,12.0,14.0,11.0,16.0,18.0,15.0,15.0,15.0,12.0,13.0,13.0,18.0,16.0,16.0,15.0,15.0,12.0,17.0,13.0,16.0
961,3803,116,H,butler,88,-400,0.8,11,W,808,15.0,10.0,11.0,10.0,19.0,21.0,14.0,11.0,13.0,13.0,13.0,13.0,9.0,15.0,15.0,21.0,16.0,16.0,15.0,15.0,9.0,13.0,19.0,,13.0,13.0,11.0,12.0,11.0,11.0,14.0,16.0,10.0,14.0,21.0,14.0,12.0,13.0,13.0,13.0,12.0,12.0,17.0,9.0,13.0,11.0,13.0,17.0,13.0,11.0,14.0,12.0,14.0,11.0,14.0,12.0,12.0,12.0,17.0,13.0,18.0,9.0,11.0,17.0,5.0
1028,4082,121,V,butler,70,-800,0.8888888888888888,11,W,808,15.0,10.0,11.0,10.0,19.0,21.0,14.0,11.0,13.0,13.0,13.0,13.0,9.0,15.0,15.0,21.0,16.0,16.0,15.0,15.0,9.0,13.0,19.0,,13.0,13.0,11.0,12.0,11.0,11.0,14.0,16.0,10.0,14.0,21.0,14.0,12.0,13.0,13.0,13.0,12.0,12.0,17.0,9.0,13.0,11.0,13.0,17.0,13.0,11.0,14.0,12.0,14.0,11.0,14.0,12.0,12.0,12.0,17.0,13.0,18.0,9.0,11.0,17.0,5.0
1011,3987,119,H,louisville,92,-240,0.7058823529411765,11,W,883,12.0,13.0,15.0,15.0,13.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,14.0,12.0,11.0,18.0,14.0,10.0,9.0,10.0,15.0,11.0,13.0,,10.0,18.0,12.0,11.0,14.0,15.0,12.0,13.0,16.0,12.0,10.0,11.0,9.0,11.0,12.0,16.0,13.0,15.0,11.0,13.0,10.0,14.0,11.0,6.0,8.0,14.0,12.0,7.0,9.0,15.0,10.0,18.0,13.0,10.0,12.0,5.0,14.0,19.0,14.0,14.0,9.0
1026,4078,121,V,louisville,68,200,0.3333333333333333,11,L,883,12.0,13.0,15.0,15.0,13.0,10.0,10.0,12.0,11.0,12.0,12.0,11.0,14.0,12.0,11.0,18.0,14.0,10.0,9.0,10.0,15.0,11.0,13.0,,10.0,18.0,12.0,11.0,14.0,15.0,12.0,13.0,16.0,12.0,10.0,11.0,9.0,11.0,12.0,16.0,13.0,15.0,11.0,13.0,10.0,14.0,11.0,6.0,8.0,14.0,12.0,7.0,9.0,15.0,10.0,18.0,13.0,10.0,12.0,5.0,14.0,19.0,14.0,14.0,9.0
1009,3985,119,H,oregon,86,-450,0.8181818181818182,11,W,919,10.0,11.0,13.0,13.0,11.0,12.0,11.0,13.0,8.0,11.0,11.0,14.0,12.0,9.0,17.0,7.0,12.0,11.0,8.0,12.0,18.0,10.0,11.0,,15.0,12.0,13.0,10.0,7.0,9.0,9.0,8.0,13.0,10.0,7.0,10.0,17.0,10.0,11.0,14.0,10.0,11.0,18.0,17.0,16.0,16.0,12.0,14.0,10.0,12.0,11.0,8.0,10.0,13.0,11.0,6.0,17.0,11.0,8.0,17.0,10.0,17.0,12.0,11.0,7.0
1052,4155,121,H,oregon,69,-1600,0.9411764705882353,11,W,919,10.0,11.0,13.0,13.0,11.0,12.0,11.0,13.0,8.0,11.0,11.0,14.0,12.0,9.0,17.0,7.0,12.0,11.0,8.0,12.0,18.0,10.0,11.0,,15.0,12.0,13.0,10.0,7.0,9.0,9.0,8.0,13.0,10.0,7.0,10.0,17.0,10.0,11.0,14.0,10.0,11.0,18.0,17.0,16.0,16.0,12.0,14.0,10.0,12.0,11.0,8.0,10.0,13.0,11.0,6.0,17.0,11.0,8.0,17.0,10.0,17.0,12.0,11.0,7.0
990,3905,118,H,florida-state,83,-260,0.7222222222222222,11,W,951,11.0,9.0,12.0,11.0,10.0,13.0,12.0,10.0,10.0,10.0,10.0,10.0,13.0,11.0,12.0,12.0,10.0,15.0,10.0,11.0,12.0,9.0,9.0,,11.0,10.0,9.0,13.0,12.0,13.0,11.0,10.0,11.0,11.0,13.0,12.0,14.0,12.0,10.0,10.0,8.0,9.0,10.0,10.0,12.0,10.0,10.0,15.0,14.0,10.0,9.0,16.0,16.0,10.0,12.0,11.0,10.0,13.0,11.0,9.0,9.0,13.0,10.0,10.0,12.0
1027,4079,121,H,florida-state,73,-240,0.7058823529411765,11,W,951,11.0,9.0,12.0,11.0,10.0,13.0,12.0,10.0,10.0,10.0,10.0,10.0,13.0,11.0,12.0,12.0,10.0,15.0,10.0,11.0,12.0,9.0,9.0,,11.0,10.0,9.0,13.0,12.0,13.0,11.0,10.0,11.0,11.0,13.0,12.0,14.0,12.0,10.0,10.0,8.0,9.0,10.0,10.0,12.0,10.0,10.0,15.0,14.0,10.0,9.0,16.0,16.0,10.0,12.0,11.0,10.0,13.0,11.0,9.0,9.0,13.0,10.0,10.0,12.0
967,3811,116,H,north-carolina,85,-1600,0.9411764705882353,11,W,1047,9.0,14.0,9.0,9.0,7.0,8.0,9.0,9.0,15.0,9.0,9.0,9.0,11.0,8.0,8.0,9.0,9.0,9.0,17.0,9.0,11.0,12.0,8.0,,9.0,9.0,10.0,8.0,10.0,10.0,10.0,9.0,6.0,9.0,11.0,9.0,11.0,9.0,9.0,9.0,11.0,16.0,8.0,11.0,9.0,9.0,9.0,10.0,12.0,9.0,8.0,13.0,8.0,9.0,8.0,10.0,9.0,9.0,9.0,8.0,8.0,11.0,9.0,8.0,11.0
1018,4058,121,V,north-carolina,90,-3750,0.974025974025974,11,W,1047,9.0,14.0,9.0,9.0,7.0,8.0,9.0,9.0,15.0,9.0,9.0,9.0,11.0,8.0,8.0,9.0,9.0,9.0,17.0,9.0,11.0,12.0,8.0,,9.0,9.0,10.0,8.0,10.0,10.0,10.0,9.0,6.0,9.0,11.0,9.0,11.0,9.0,9.0,9.0,11.0,16.0,8.0,11.0,9.0,9.0,9.0,10.0,12.0,9.0,8.0,13.0,8.0,9.0,8.0,10.0,9.0,9.0,9.0,8.0,8.0,11.0,9.0,8.0,11.0
962,3804,116,V,creighton,72,150,0.4,11,W,1166,7.0,7.0,8.0,8.0,8.0,9.0,7.0,8.0,9.0,6.0,8.0,6.0,7.0,7.0,6.0,10.0,7.0,8.0,7.0,7.0,8.0,7.0,12.0,,8.0,6.0,7.0,7.0,9.0,7.0,7.0,12.0,9.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,12.0,7.0,8.0,6.0,9.0,12.0,7.0,9.0,9.0,8.0,8.0,7.0,10.0,7.0,8.0,8.0,7.0,6.0
1039,4105,121,H,creighton,94,-260,0.7222222222222222,11,L,1166,7.0,7.0,8.0,8.0,8.0,9.0,7.0,8.0,9.0,6.0,8.0,6.0,7.0,7.0,6.0,10.0,7.0,8.0,7.0,7.0,8.0,7.0,12.0,,8.0,6.0,7.0,7.0,9.0,7.0,7.0,12.0,9.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,12.0,7.0,8.0,6.0,9.0,12.0,7.0,9.0,9.0,8.0,8.0,7.0,10.0,7.0,8.0,8.0,7.0,6.0
992,3907,118,H,west-virginia,87,-2000,0.9523809523809523,11,L,1167,8.0,8.0,7.0,6.0,9.0,6.0,8.0,6.0,7.0,7.0,5.0,8.0,8.0,10.0,7.0,13.0,11.0,6.0,12.0,8.0,6.0,8.0,6.0,,6.0,7.0,8.0,9.0,5.0,6.0,8.0,6.0,7.0,8.0,9.0,7.0,6.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,7.0,6.0,6.0,8.0,9.0,6.0,10.0,11.0,7.0,8.0,6.0,7.0,6.0,6.0,10.0,12.0,12.0,6.0,6.0,9.0,10.0
1049,4148,121,V,west-virginia,75,-165,0.6226415094339622,11,L,1167,8.0,8.0,7.0,6.0,9.0,6.0,8.0,6.0,7.0,7.0,5.0,8.0,8.0,10.0,7.0,13.0,11.0,6.0,12.0,8.0,6.0,8.0,6.0,,6.0,7.0,8.0,9.0,5.0,6.0,8.0,6.0,7.0,8.0,9.0,7.0,6.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,7.0,6.0,6.0,8.0,9.0,6.0,10.0,11.0,7.0,8.0,6.0,7.0,6.0,6.0,10.0,12.0,12.0,6.0,6.0,9.0,10.0
973,3843,117,H,baylor,74,-1500,0.9375,11,W,1293,5.0,4.0,3.0,7.0,4.0,7.0,5.0,7.0,5.0,8.0,6.0,3.0,6.0,4.0,9.0,6.0,6.0,7.0,4.0,6.0,7.0,4.0,7.0,,7.0,8.0,6.0,4.0,6.0,8.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,5.0,6.0,8.0,3.0,3.0,2.0,8.0,4.0,7.0,7.0,5.0,4.0,7.0,5.0,6.0,4.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,5.0,7.0,7.0,5.0,4.0
1057,4188,121,V,baylor,62,-170,0.6296296296296297,11,W,1293,5.0,4.0,3.0,7.0,4.0,7.0,5.0,7.0,5.0,8.0,6.0,3.0,6.0,4.0,9.0,6.0,6.0,7.0,4.0,6.0,7.0,4.0,7.0,,7.0,8.0,6.0,4.0,6.0,8.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,5.0,6.0,8.0,3.0,3.0,2.0,8.0,4.0,7.0,7.0,5.0,4.0,7.0,5.0,6.0,4.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,5.0,7.0,7.0,5.0,4.0
979,3862,117,V,kentucky,88,-1600,0.9411764705882353,11,W,1337,6.0,6.0,6.0,5.0,6.0,4.0,6.0,4.0,6.0,5.0,7.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,,5.0,5.0,5.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,7.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,7.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,2.0
1042,4117,121,H,kentucky,85,-1400,0.9333333333333333,11,W,1337,6.0,6.0,6.0,5.0,6.0,4.0,6.0,4.0,6.0,5.0,7.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,,5.0,5.0,5.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,7.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,7.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,2.0
1013,4000,119,V,gonzaga,88,-1100,0.9166666666666666,11,W,1412,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,6.0,3.0,5.0,5.0,4.0,,4.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,5.0,1.0,1.0,3.0,3.0,6.0,3.0,5.0,7.0,3.0,3.0,4.0,4.0,6.0,5.0,3.0,5.0,4.0,4.0,3.0,7.0,4.0,5.0,4.0,3.0,8.0
1055,4185,121,H,gonzaga,73,-45000,0.9977827050997783,11,W,1412,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,6.0,3.0,5.0,5.0,4.0,,4.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,5.0,1.0,1.0,3.0,3.0,6.0,3.0,5.0,7.0,3.0,3.0,4.0,4.0,6.0,5.0,3.0,5.0,4.0,4.0,3.0,7.0,4.0,5.0,4.0,3.0,8.0
1012,3999,119,H,ucla,102,NL,0.5,11,W,1448,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,,3.0,3.0,4.0,3.0,8.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0
1044,4121,121,H,ucla,85,-240,0.7058823529411765,11,L,1448,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,,3.0,3.0,4.0,3.0,8.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0
