,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
459,1753,1210,H,ohio-state,64,-471,0.8248686514886164,5,W,40,,,,,,,,25.0,,,,,,,,19.0,,,,,,19.0,25.0,,,,,,19.0,18.0,,,,,,,22.0,,,,,,25.0,,,,,24.0,,,,,,,,,,,,,,24.0,,,
491,1869,1211,H,usc,93,NL,0.5,5,W,43,,,,,20.0,,,,,,,,,25.0,,21.0,,25.0,,,,,,25.0,,,,,,,,,25.0,,,,,25.0,,24.0,,23.0,23.0,,,25.0,,,,,22.0,21.0,,,,22.0,25.0,,,,,,22.0,,
394,1551,1205,H,syracuse,50,-380,0.7916666666666666,5,L,45,,,22.0,25.0,,,,,23.0,24.0,,25.0,,23.0,,,,,25.0,,25.0,,,,24.0,24.0,24.0,,,,,,,,24.0,,,,,,,25.0,21.0,25.0,,,,,23.0,24.0,,,25.0,,24.0,24.0,,22.0,,,,,,,
395,1557,1205,H,iowa-state,91,-3000,0.967741935483871,5,W,95,,24.0,21.0,24.0,,,24.0,23.0,24.0,22.0,23.0,22.0,24.0,,24.0,,,,20.0,,22.0,,24.0,24.0,22.0,25.0,25.0,25.0,,23.0,25.0,,23.0,,,25.0,,,24.0,,,,,24.0,,24.0,,,,23.0,,,,23.0,25.0,25.0,24.0,,20.0,,24.0,,24.0,24.0,19.0
439,1698,1208,V,iowa-state,64,-250,0.7142857142857143,5,L,95,,24.0,21.0,24.0,,,24.0,23.0,24.0,22.0,23.0,22.0,24.0,,24.0,,,,20.0,,22.0,,24.0,24.0,22.0,25.0,25.0,25.0,,23.0,25.0,,23.0,,,25.0,,,24.0,,,,,24.0,,24.0,,,,23.0,,,,23.0,25.0,25.0,24.0,,20.0,,24.0,,24.0,24.0,19.0
489,1861,1211,H,oregon,65,-905,0.900497512437811,5,W,175,21.0,23.0,,,,21.0,23.0,,,23.0,25.0,,25.0,20.0,,,,20.0,,23.0,,20.0,,16.0,25.0,,16.0,20.0,23.0,,22.0,20.0,,20.0,22.0,22.0,,19.0,,25.0,20.0,22.0,,,24.0,,25.0,21.0,17.0,18.0,20.0,23.0,21.0,21.0,21.0,,,24.0,22.0,,25.0,,,,21.0
415,1613,1206,H,notre-dame,87,-1200,0.9230769230769231,5,W,197,23.0,22.0,25.0,19.0,21.0,22.0,,24.0,,,24.0,20.0,23.0,18.0,,13.0,21.0,22.0,,21.0,24.0,,22.0,,,23.0,23.0,23.0,21.0,25.0,21.0,24.0,24.0,,,24.0,21.0,22.0,23.0,20.0,24.0,18.0,,23.0,21.0,20.0,22.0,,,,,20.0,23.0,25.0,,,22.0,23.0,18.0,22.0,,20.0,20.0,20.0,
469,1782,1210,N,notre-dame,66,196,0.33783783783783783,5,L,197,23.0,22.0,25.0,19.0,21.0,22.0,,24.0,,,24.0,20.0,23.0,18.0,,13.0,21.0,22.0,,21.0,24.0,,22.0,,,23.0,23.0,23.0,21.0,25.0,21.0,24.0,24.0,,,24.0,21.0,22.0,23.0,20.0,24.0,18.0,,23.0,21.0,20.0,22.0,,,,,20.0,23.0,25.0,,,22.0,23.0,18.0,22.0,,20.0,20.0,20.0,
450,1740,1210,V,cincinnati,65,130,0.43478260869565216,5,L,258,,20.0,20.0,21.0,19.0,23.0,19.0,22.0,21.0,20.0,22.0,21.0,22.0,24.0,18.0,,24.0,23.0,19.0,22.0,21.0,,21.0,21.0,21.0,20.0,21.0,24.0,24.0,22.0,24.0,25.0,19.0,,20.0,23.0,24.0,24.0,21.0,23.0,25.0,24.0,20.0,22.0,22.0,23.0,,25.0,19.0,22.0,23.0,18.0,22.0,22.0,23.0,21.0,21.0,25.0,25.0,25.0,19.0,23.0,17.0,22.0,16.0
413,1606,1206,N,florida,74,275,0.26666666666666666,5,L,285,22.0,,24.0,23.0,,18.0,20.0,19.0,22.0,25.0,19.0,24.0,20.0,21.0,22.0,24.0,20.0,21.0,24.0,24.0,20.0,22.0,18.0,22.0,23.0,21.0,22.0,22.0,13.0,20.0,23.0,21.0,21.0,24.0,23.0,19.0,20.0,20.0,19.0,17.0,22.0,20.0,22.0,21.0,19.0,18.0,23.0,22.0,25.0,25.0,24.0,25.0,24.0,24.0,22.0,20.0,20.0,21.0,23.0,24.0,23.0,18.0,21.0,23.0,22.0
486,1852,1211,V,florida,78,155,0.39215686274509803,5,L,285,22.0,,24.0,23.0,,18.0,20.0,19.0,22.0,25.0,19.0,24.0,20.0,21.0,22.0,24.0,20.0,21.0,24.0,24.0,20.0,22.0,18.0,22.0,23.0,21.0,22.0,22.0,13.0,20.0,23.0,21.0,21.0,24.0,23.0,19.0,20.0,20.0,19.0,17.0,22.0,20.0,22.0,21.0,19.0,18.0,23.0,22.0,25.0,25.0,24.0,25.0,24.0,24.0,22.0,20.0,20.0,21.0,23.0,24.0,23.0,18.0,21.0,23.0,22.0
408,1599,1206,H,arizona,79,-2500,0.9615384615384616,5,W,320,18.0,21.0,19.0,22.0,23.0,25.0,22.0,20.0,19.0,21.0,20.0,19.0,21.0,,20.0,,22.0,24.0,16.0,20.0,23.0,18.0,23.0,23.0,20.0,22.0,,18.0,25.0,24.0,20.0,17.0,22.0,17.0,21.0,21.0,25.0,21.0,22.0,19.0,19.0,21.0,,20.0,23.0,22.0,14.0,18.0,20.0,21.0,25.0,,19.0,16.0,19.0,23.0,23.0,18.0,24.0,14.0,20.0,21.0,,21.0,20.0
442,1714,1210,V,arizona,79,-275,0.7333333333333333,5,W,320,18.0,21.0,19.0,22.0,23.0,25.0,22.0,20.0,19.0,21.0,20.0,19.0,21.0,,20.0,,22.0,24.0,16.0,20.0,23.0,18.0,23.0,23.0,20.0,22.0,,18.0,25.0,24.0,20.0,17.0,22.0,17.0,21.0,21.0,25.0,21.0,22.0,19.0,19.0,21.0,,20.0,23.0,22.0,14.0,18.0,20.0,21.0,25.0,,19.0,16.0,19.0,23.0,23.0,18.0,24.0,14.0,20.0,21.0,,21.0,20.0
412,1604,1206,N,purdue,97,-800,0.8888888888888888,5,W,485,15.0,19.0,23.0,20.0,22.0,15.0,21.0,18.0,20.0,13.0,17.0,17.0,19.0,22.0,12.0,,18.0,19.0,15.0,19.0,17.0,24.0,16.0,12.0,17.0,15.0,18.0,21.0,22.0,17.0,19.0,18.0,18.0,14.0,17.0,20.0,15.0,23.0,17.0,21.0,21.0,,18.0,18.0,18.0,21.0,17.0,19.0,,17.0,18.0,22.0,18.0,17.0,20.0,19.0,18.0,16.0,19.0,15.0,17.0,17.0,23.0,19.0,15.0
443,1723,1210,H,purdue,77,NL,0.5,5,W,485,15.0,19.0,23.0,20.0,22.0,15.0,21.0,18.0,20.0,13.0,17.0,17.0,19.0,22.0,12.0,,18.0,19.0,15.0,19.0,17.0,24.0,16.0,12.0,17.0,15.0,18.0,21.0,22.0,17.0,19.0,18.0,18.0,14.0,17.0,20.0,15.0,23.0,17.0,21.0,21.0,,18.0,18.0,18.0,21.0,17.0,19.0,,17.0,18.0,22.0,18.0,17.0,20.0,19.0,18.0,16.0,19.0,15.0,17.0,17.0,23.0,19.0,15.0
434,1675,1207,H,wisconsin,78,-36000,0.997229916897507,5,W,655,16.0,15.0,17.0,15.0,14.0,13.0,15.0,16.0,18.0,15.0,16.0,15.0,15.0,17.0,16.0,18.0,19.0,16.0,17.0,15.0,16.0,13.0,15.0,15.0,16.0,14.0,17.0,11.0,18.0,14.0,16.0,15.0,15.0,16.0,18.0,15.0,16.0,17.0,16.0,22.0,17.0,15.0,16.0,17.0,16.0,17.0,15.0,12.0,15.0,16.0,19.0,15.0,14.0,18.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,18.0,17.0,18.0
445,1728,1210,V,wisconsin,93,-191,0.6563573883161512,5,W,655,16.0,15.0,17.0,15.0,14.0,13.0,15.0,16.0,18.0,15.0,16.0,15.0,15.0,17.0,16.0,18.0,19.0,16.0,17.0,15.0,16.0,13.0,15.0,15.0,16.0,14.0,17.0,11.0,18.0,14.0,16.0,15.0,15.0,16.0,18.0,15.0,16.0,17.0,16.0,22.0,17.0,15.0,16.0,17.0,16.0,17.0,15.0,12.0,15.0,16.0,19.0,15.0,14.0,18.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,18.0,17.0,18.0
416,1618,1207,V,butler,71,-550,0.8461538461538461,5,L,691,19.0,17.0,12.0,16.0,13.0,17.0,16.0,17.0,12.0,18.0,18.0,18.0,14.0,10.0,17.0,10.0,14.0,17.0,22.0,17.0,18.0,15.0,17.0,17.0,18.0,17.0,20.0,16.0,10.0,12.0,15.0,16.0,17.0,15.0,16.0,16.0,14.0,15.0,18.0,14.0,13.0,16.0,17.0,14.0,17.0,14.0,12.0,13.0,18.0,19.0,15.0,14.0,17.0,20.0,17.0,14.0,15.0,17.0,21.0,11.0,9.0,6.0,14.0,14.0,12.0
451,1741,1210,H,butler,75,-150,0.6,5,W,691,19.0,17.0,12.0,16.0,13.0,17.0,16.0,17.0,12.0,18.0,18.0,18.0,14.0,10.0,17.0,10.0,14.0,17.0,22.0,17.0,18.0,15.0,17.0,17.0,18.0,17.0,20.0,16.0,10.0,12.0,15.0,16.0,17.0,15.0,16.0,16.0,14.0,15.0,18.0,14.0,13.0,16.0,17.0,14.0,17.0,14.0,12.0,13.0,18.0,19.0,15.0,14.0,17.0,20.0,17.0,14.0,15.0,17.0,21.0,11.0,9.0,6.0,14.0,14.0,12.0
433,1669,1207,H,west-virginia,90,-60000,0.9983361064891847,5,W,729,17.0,16.0,13.0,13.0,15.0,10.0,17.0,14.0,14.0,16.0,12.0,13.0,18.0,14.0,15.0,15.0,12.0,15.0,21.0,18.0,12.0,11.0,13.0,18.0,14.0,16.0,11.0,17.0,14.0,16.0,18.0,19.0,13.0,18.0,14.0,17.0,11.0,18.0,13.0,18.0,16.0,19.0,15.0,12.0,14.0,15.0,19.0,15.0,16.0,13.0,17.0,17.0,12.0,14.0,13.0,17.0,13.0,12.0,13.0,17.0,14.0,13.0,13.0,12.0,11.0
473,1789,1210,H,west-virginia,90,NL,0.5,5,W,729,17.0,16.0,13.0,13.0,15.0,10.0,17.0,14.0,14.0,16.0,12.0,13.0,18.0,14.0,15.0,15.0,12.0,15.0,21.0,18.0,12.0,11.0,13.0,18.0,14.0,16.0,11.0,17.0,14.0,16.0,18.0,19.0,13.0,18.0,14.0,17.0,11.0,18.0,13.0,18.0,16.0,19.0,15.0,12.0,14.0,15.0,19.0,15.0,16.0,13.0,17.0,17.0,12.0,14.0,13.0,17.0,13.0,12.0,13.0,17.0,14.0,13.0,13.0,12.0,11.0
401,1579,1206,H,virginia,76,-5000,0.9803921568627451,5,W,758,11.0,14.0,16.0,14.0,16.0,16.0,11.0,15.0,15.0,17.0,13.0,14.0,10.0,19.0,19.0,16.0,16.0,8.0,9.0,14.0,13.0,17.0,14.0,19.0,15.0,13.0,13.0,13.0,16.0,19.0,14.0,9.0,14.0,19.0,15.0,11.0,12.0,12.0,14.0,13.0,12.0,12.0,13.0,15.0,15.0,16.0,16.0,8.0,14.0,14.0,13.0,19.0,13.0,15.0,14.0,18.0,14.0,13.0,14.0,20.0,15.0,15.0,19.0,13.0,14.0
424,1644,1207,V,xavier,66,-125,0.5555555555555556,5,L,784,12.0,13.0,11.0,17.0,12.0,20.0,14.0,11.0,13.0,12.0,14.0,7.0,16.0,15.0,11.0,17.0,17.0,13.0,11.0,11.0,15.0,21.0,19.0,13.0,12.0,18.0,14.0,14.0,15.0,15.0,12.0,10.0,16.0,13.0,12.0,13.0,19.0,13.0,15.0,16.0,11.0,13.0,14.0,16.0,11.0,11.0,9.0,14.0,11.0,15.0,14.0,10.0,20.0,8.0,12.0,13.0,17.0,19.0,15.0,10.0,12.0,19.0,15.0,18.0,17.0
456,1749,1210,H,xavier,77,-705,0.8757763975155279,5,W,784,12.0,13.0,11.0,17.0,12.0,20.0,14.0,11.0,13.0,12.0,14.0,7.0,16.0,15.0,11.0,17.0,17.0,13.0,11.0,11.0,15.0,21.0,19.0,13.0,12.0,18.0,14.0,14.0,15.0,15.0,12.0,10.0,16.0,13.0,12.0,13.0,19.0,13.0,15.0,16.0,11.0,13.0,14.0,16.0,11.0,11.0,9.0,14.0,11.0,15.0,14.0,10.0,20.0,8.0,12.0,13.0,17.0,19.0,15.0,10.0,12.0,19.0,15.0,18.0,17.0
417,1621,1207,H,louisville,74,-5000,0.9803921568627451,5,W,901,14.0,10.0,15.0,11.0,18.0,9.0,13.0,13.0,16.0,10.0,15.0,16.0,12.0,13.0,10.0,14.0,13.0,12.0,13.0,13.0,11.0,12.0,10.0,11.0,11.0,10.0,8.0,15.0,11.0,9.0,13.0,14.0,11.0,12.0,11.0,14.0,10.0,14.0,12.0,12.0,15.0,14.0,12.0,13.0,12.0,12.0,13.0,10.0,13.0,11.0,12.0,11.0,9.0,13.0,11.0,11.0,9.0,11.0,10.0,12.0,13.0,10.0,12.0,16.0,13.0
423,1642,1207,V,creighton,77,-200,0.6666666666666666,5,W,1003,9.0,9.0,9.0,12.0,11.0,12.0,9.0,9.0,8.0,11.0,10.0,12.0,13.0,11.0,13.0,11.0,9.0,10.0,14.0,10.0,14.0,10.0,11.0,8.0,13.0,12.0,12.0,9.0,12.0,11.0,9.0,11.0,12.0,8.0,10.0,10.0,9.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,13.0,13.0,11.0,17.0,10.0,9.0,10.0,7.0,11.0,10.0,10.0,7.0,12.0,14.0,11.0,9.0,11.0,7.0,9.0,11.0,10.0
441,1711,1209,H,creighton,113,-66000,0.9984871406959153,5,W,1003,9.0,9.0,9.0,12.0,11.0,12.0,9.0,9.0,8.0,11.0,10.0,12.0,13.0,11.0,13.0,11.0,9.0,10.0,14.0,10.0,14.0,10.0,11.0,8.0,13.0,12.0,12.0,9.0,12.0,11.0,9.0,11.0,12.0,8.0,10.0,10.0,9.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,13.0,13.0,11.0,17.0,10.0,9.0,10.0,7.0,11.0,10.0,10.0,7.0,12.0,14.0,11.0,9.0,11.0,7.0,9.0,11.0,10.0
429,1659,1207,H,gonzaga,98,-1800,0.9473684210526315,5,W,1198,4.0,8.0,10.0,9.0,8.0,11.0,7.0,7.0,5.0,9.0,6.0,10.0,7.0,4.0,8.0,7.0,8.0,9.0,6.0,8.0,8.0,4.0,7.0,10.0,8.0,8.0,9.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,5.0,8.0,4.0,8.0,9.0,7.0,10.0,9.0,8.0,8.0,9.0,6.0,10.0,11.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,11.0,6.0,4.0,9.0
454,1745,1210,H,gonzaga,61,NL,0.5,5,W,1198,4.0,8.0,10.0,9.0,8.0,11.0,7.0,7.0,5.0,9.0,6.0,10.0,7.0,4.0,8.0,7.0,8.0,9.0,6.0,8.0,8.0,4.0,7.0,10.0,8.0,8.0,9.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,5.0,8.0,4.0,8.0,9.0,7.0,10.0,9.0,8.0,8.0,9.0,6.0,10.0,11.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,11.0,6.0,4.0,9.0
428,1651,1207,H,north-carolina,83,-2000,0.9523809523809523,5,W,1234,8.0,6.0,5.0,7.0,7.0,6.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,5.0,9.0,6.0,7.0,7.0,9.0,6.0,5.0,5.0,4.0,5.0,9.0,4.0,8.0,9.0,3.0,10.0,8.0,7.0,6.0,9.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,9.0,8.0,6.0,7.0,9.0,6.0,7.0,8.0,7.0,8.0,2.0
488,1857,1211,H,north-carolina,73,NL,0.5,5,W,1234,8.0,6.0,5.0,7.0,7.0,6.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,5.0,9.0,6.0,7.0,7.0,9.0,6.0,5.0,5.0,4.0,5.0,9.0,4.0,8.0,9.0,3.0,10.0,8.0,7.0,6.0,9.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,9.0,8.0,6.0,7.0,9.0,6.0,7.0,8.0,7.0,8.0,2.0
427,1647,1207,H,kentucky,87,NL,0.5,5,W,1274,7.0,7.0,8.0,8.0,6.0,7.0,8.0,5.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,4.0,7.0,6.0,8.0,3.0,7.0,3.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,8.0,5.0,5.0,8.0,5.0,4.0,6.0,7.0,7.0,6.0,5.0,4.0,7.0,10.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,9.0,7.0,7.0,5.0,6.0,8.0,6.0,5.0,13.0,6.0,9.0,10.0,9.0,4.0
485,1851,1211,H,kentucky,96,NL,0.5,5,W,1274,7.0,7.0,8.0,8.0,6.0,7.0,8.0,5.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,4.0,7.0,6.0,8.0,3.0,7.0,3.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,8.0,5.0,5.0,8.0,5.0,4.0,6.0,7.0,7.0,6.0,5.0,4.0,7.0,10.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,9.0,7.0,7.0,5.0,6.0,8.0,6.0,5.0,13.0,6.0,9.0,10.0,9.0,4.0
414,1607,1206,N,duke,84,-335,0.7701149425287356,5,W,1389,3.0,5.0,7.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,9.0,3.0,6.0,5.0,3.0,5.0,7.0,5.0,7.0,4.0,6.0,4.0,4.0,2.0,3.0,6.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,6.0,9.0,5.0,7.0,5.0,4.0,3.0,8.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,7.0,8.0
455,1746,1210,V,duke,94,NL,0.5,5,W,1389,3.0,5.0,7.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,9.0,3.0,6.0,5.0,3.0,5.0,7.0,5.0,7.0,4.0,6.0,4.0,4.0,2.0,3.0,6.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,6.0,9.0,5.0,7.0,5.0,4.0,3.0,8.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,7.0,8.0
447,1735,1210,H,kansas,89,NL,0.5,5,W,1458,2.0,4.0,6.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,6.0,3.0,6.0,3.0,5.0,2.0,3.0,6.0,2.0,8.0,6.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,8.0,4.0,5.0,4.0,6.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,6.0,7.0
464,1769,1210,H,ucla,102,-460,0.8214285714285714,5,W,1478,6.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,8.0,4.0,4.0,3.0,2.0,3.0
397,1567,1206,H,villanova,89,-2150,0.9555555555555556,5,W,1613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
470,1783,1210,N,villanova,74,-229,0.6960486322188449,5,W,1613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
500,1901,1213,H,clemson,93,-49500,0.9979838709677419,6,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2052,1217,N,iowa-state,97,-6000,0.9836065573770492,6,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
552,2106,1218,V,clemson,67,-200,0.6666666666666666,6,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1979,1217,H,syracuse,71,-340,0.7727272727272727,6,L,2,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,
521,2011,1217,H,pittsburgh,83,-650,0.8666666666666667,6,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,2046,1217,N,ohio-state,73,400,0.2,6,L,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,
554,2113,1218,H,michigan-state,73,-600,0.8571428571428571,6,L,2,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1992,1217,V,kansas-state,89,-240,0.7058823529411765,6,W,4,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,2139,1218,H,tcu,96,-1500,0.9375,6,W,8,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2017,1217,H,valparaiso,89,-360,0.782608695652174,6,W,9,,,,,,,,,,,,,,,22.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
495,1885,1212,H,maryland,92,-1500,0.9375,6,W,31,,,22.0,,,,,,,,,,,,,17.0,22.0,,,23.0,,23.0,,,,,,,25.0,,,,,24.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,22.0,,,
545,2061,1217,H,virginia-tech,113,-45000,0.9977827050997783,6,W,32,,,,,,22.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,20.0,25.0,,,25.0,25.0,,,,,,,,,,22.0,,,,,,,,,19.0,,24.0,,
519,2007,1217,H,wichita-state,76,-300,0.75,6,L,33,,,,,,,,,,,,,,,24.0,,21.0,,25.0,,23.0,,22.0,,,,21.0,,,,,23.0,25.0,,,,,,,,,,,,25.0,,,23.0,,,,,,,,,,,24.0,23.0,,,,,
532,2041,1217,N,florida,87,NL,0.5,6,W,44,,,,,,24.0,,25.0,25.0,25.0,25.0,,,,25.0,,,,,,25.0,,25.0,,,,,,,19.0,,22.0,,,,,24.0,,,,,,23.0,,21.0,24.0,,,,,25.0,,24.0,25.0,,,,,,,,18.0,,,
526,2027,1217,H,usc,82,NL,0.5,6,W,158,,25.0,,23.0,20.0,,23.0,24.0,20.0,,,23.0,22.0,21.0,,19.0,,24.0,20.0,25.0,24.0,25.0,,23.0,24.0,22.0,,24.0,24.0,21.0,,25.0,21.0,25.0,24.0,23.0,25.0,23.0,21.0,19.0,24.0,22.0,21.0,24.0,,22.0,24.0,,,24.0,22.0,19.0,,,22.0,23.0,23.0,25.0,25.0,24.0,,,17.0,21.0,
531,2039,1217,N,florida-state,83,-15000,0.9933774834437086,6,W,227,22.0,,21.0,22.0,23.0,21.0,24.0,,21.0,24.0,20.0,,25.0,22.0,,15.0,19.0,21.0,22.0,22.0,,22.0,,24.0,,25.0,23.0,22.0,18.0,23.0,18.0,,24.0,23.0,20.0,21.0,17.0,22.0,22.0,22.0,22.0,23.0,20.0,,24.0,23.0,,22.0,23.0,25.0,15.0,25.0,22.0,22.0,25.0,20.0,24.0,17.0,22.0,20.0,22.0,,25.0,22.0,24.0
499,1899,1213,H,oregon,81,NL,0.5,6,W,251,21.0,23.0,,24.0,25.0,17.0,22.0,23.0,24.0,22.0,24.0,24.0,21.0,16.0,,24.0,,19.0,,21.0,,24.0,23.0,17.0,23.0,24.0,14.0,20.0,22.0,,24.0,17.0,,19.0,18.0,22.0,,18.0,23.0,24.0,19.0,21.0,,23.0,22.0,,23.0,21.0,18.0,16.0,21.0,21.0,18.0,21.0,21.0,21.0,25.0,24.0,19.0,,21.0,,,24.0,20.0
527,2029,1217,H,oregon,83,-3250,0.9701492537313433,6,W,251,21.0,23.0,,24.0,25.0,17.0,22.0,23.0,24.0,22.0,24.0,24.0,21.0,16.0,,24.0,,19.0,,21.0,,24.0,23.0,17.0,23.0,24.0,14.0,20.0,22.0,,24.0,17.0,,19.0,18.0,22.0,,18.0,23.0,24.0,19.0,21.0,,23.0,22.0,,23.0,21.0,18.0,16.0,21.0,21.0,18.0,21.0,21.0,21.0,25.0,24.0,19.0,,21.0,,,24.0,20.0
534,2043,1217,N,notre-dame,81,105,0.4878048780487805,6,L,310,25.0,22.0,25.0,21.0,22.0,20.0,21.0,21.0,23.0,23.0,19.0,19.0,24.0,20.0,20.0,13.0,18.0,23.0,21.0,24.0,20.0,20.0,21.0,16.0,22.0,20.0,20.0,25.0,21.0,17.0,22.0,24.0,20.0,20.0,21.0,25.0,19.0,24.0,25.0,16.0,23.0,18.0,22.0,18.0,20.0,21.0,20.0,25.0,24.0,23.0,,18.0,21.0,24.0,24.0,25.0,21.0,23.0,18.0,21.0,23.0,20.0,20.0,17.0,23.0
