,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
2149,7479,312,N,georgetown,60,-300,0.75,18,W,223,25.0,24.0,24.0,18.0,20.0,19.0,24.0,,22.0,20.0,25.0,20.0,19.0,20.0,24.0,22.0,24.0,,,,21.0,19.0,25.0,,21.0,21.0,23.0,24.0,22.0,24.0,,19.0,21.0,24.0,25.0,23.0,24.0,25.0,22.0,25.0,,21.0,,25.0,21.0,22.0,20.0,,,23.0,20.0,19.0,19.0,17.0,,21.0,20.0,,25.0,21.0,24.0,21.0,22.0,19.0,17.0
2210,7641,313,N,georgetown,63,-120,0.5454545454545454,18,L,223,25.0,24.0,24.0,18.0,20.0,19.0,24.0,,22.0,20.0,25.0,20.0,19.0,20.0,24.0,22.0,24.0,,,,21.0,19.0,25.0,,21.0,21.0,23.0,24.0,22.0,24.0,,19.0,21.0,24.0,25.0,23.0,24.0,25.0,22.0,25.0,,21.0,,25.0,21.0,22.0,20.0,,,23.0,20.0,19.0,19.0,17.0,,21.0,20.0,,25.0,21.0,24.0,21.0,22.0,19.0,17.0
2151,7481,312,N,butler,61,-130,0.5652173913043478,18,L,287,22.0,20.0,21.0,20.0,21.0,22.0,,21.0,24.0,22.0,21.0,21.0,20.0,22.0,21.0,19.0,,22.0,,24.0,23.0,18.0,18.0,19.0,22.0,22.0,20.0,19.0,24.0,16.0,22.0,20.0,24.0,,22.0,24.0,25.0,19.0,23.0,21.0,22.0,19.0,25.0,22.0,16.0,23.0,,23.0,23.0,24.0,22.0,20.0,20.0,23.0,21.0,19.0,21.0,21.0,22.0,23.0,22.0,25.0,18.0,17.0,18.0
2198,7623,313,N,arkansas,80,-270,0.7297297297297297,18,W,300,18.0,21.0,22.0,,24.0,20.0,20.0,18.0,19.0,19.0,22.0,24.0,23.0,23.0,20.0,25.0,21.0,19.0,21.0,,22.0,23.0,21.0,21.0,19.0,23.0,18.0,18.0,23.0,21.0,20.0,22.0,22.0,21.0,17.0,25.0,,23.0,21.0,19.0,21.0,20.0,19.0,19.0,23.0,24.0,21.0,21.0,18.0,21.0,21.0,21.0,23.0,19.0,20.0,23.0,22.0,22.0,19.0,22.0,19.0,,24.0,24.0,22.0
2228,7675,314,N,arkansas,60,-160,0.6153846153846154,18,W,300,18.0,21.0,22.0,,24.0,20.0,20.0,18.0,19.0,19.0,22.0,24.0,23.0,23.0,20.0,25.0,21.0,19.0,21.0,,22.0,23.0,21.0,21.0,19.0,23.0,18.0,18.0,23.0,21.0,20.0,22.0,22.0,21.0,17.0,25.0,,23.0,21.0,19.0,21.0,20.0,19.0,19.0,23.0,24.0,21.0,21.0,18.0,21.0,21.0,21.0,23.0,19.0,20.0,23.0,22.0,22.0,19.0,22.0,19.0,,24.0,24.0,22.0
2248,7716,315,N,arkansas,63,950,0.09523809523809523,18,L,300,18.0,21.0,22.0,,24.0,20.0,20.0,18.0,19.0,19.0,22.0,24.0,23.0,23.0,20.0,25.0,21.0,19.0,21.0,,22.0,23.0,21.0,21.0,19.0,23.0,18.0,18.0,23.0,21.0,20.0,22.0,22.0,21.0,17.0,25.0,,23.0,21.0,19.0,21.0,20.0,19.0,19.0,23.0,24.0,21.0,21.0,18.0,21.0,21.0,21.0,23.0,19.0,20.0,23.0,22.0,22.0,19.0,22.0,19.0,,24.0,24.0,22.0
2121,7395,311,N,north-carolina,81,-945,0.9043062200956937,18,W,406,19.0,18.0,20.0,21.0,18.0,25.0,18.0,,20.0,23.0,18.0,18.0,22.0,,22.0,21.0,20.0,15.0,18.0,21.0,20.0,21.0,10.0,20.0,18.0,19.0,21.0,21.0,19.0,20.0,23.0,21.0,16.0,17.0,23.0,18.0,19.0,17.0,20.0,20.0,20.0,22.0,20.0,21.0,19.0,17.0,22.0,19.0,19.0,18.0,14.0,22.0,21.0,20.0,18.0,18.0,19.0,17.0,21.0,20.0,20.0,19.0,21.0,21.0,24.0
2142,7468,312,N,north-carolina,70,-165,0.6226415094339622,18,W,406,19.0,18.0,20.0,21.0,18.0,25.0,18.0,,20.0,23.0,18.0,18.0,22.0,,22.0,21.0,20.0,15.0,18.0,21.0,20.0,21.0,10.0,20.0,18.0,19.0,21.0,21.0,19.0,20.0,23.0,21.0,16.0,17.0,23.0,18.0,19.0,17.0,20.0,20.0,20.0,22.0,20.0,21.0,19.0,17.0,22.0,19.0,19.0,18.0,14.0,22.0,21.0,20.0,18.0,18.0,19.0,17.0,21.0,20.0,20.0,19.0,21.0,21.0,24.0
2203,7634,313,N,north-carolina,71,170,0.37037037037037035,18,W,406,19.0,18.0,20.0,21.0,18.0,25.0,18.0,,20.0,23.0,18.0,18.0,22.0,,22.0,21.0,20.0,15.0,18.0,21.0,20.0,21.0,10.0,20.0,18.0,19.0,21.0,21.0,19.0,20.0,23.0,21.0,16.0,17.0,23.0,18.0,19.0,17.0,20.0,20.0,20.0,22.0,20.0,21.0,19.0,17.0,22.0,19.0,19.0,18.0,14.0,22.0,21.0,20.0,18.0,18.0,19.0,17.0,21.0,20.0,20.0,19.0,21.0,21.0,24.0
2241,7696,314,N,north-carolina,82,-170,0.6296296296296297,18,L,406,19.0,18.0,20.0,21.0,18.0,25.0,18.0,,20.0,23.0,18.0,18.0,22.0,,22.0,21.0,20.0,15.0,18.0,21.0,20.0,21.0,10.0,20.0,18.0,19.0,21.0,21.0,19.0,20.0,23.0,21.0,16.0,17.0,23.0,18.0,19.0,17.0,20.0,20.0,20.0,22.0,20.0,21.0,19.0,17.0,22.0,19.0,19.0,18.0,14.0,22.0,21.0,20.0,18.0,18.0,19.0,17.0,21.0,20.0,20.0,19.0,21.0,21.0,24.0
2152,7490,312,N,west-virginia,70,150,0.4,18,L,525,20.0,17.0,18.0,17.0,17.0,24.0,22.0,20.0,18.0,17.0,19.0,17.0,17.0,17.0,17.0,18.0,18.0,20.0,19.0,15.0,18.0,17.0,17.0,18.0,20.0,17.0,19.0,20.0,18.0,17.0,15.0,23.0,15.0,19.0,20.0,15.0,18.0,21.0,19.0,17.0,18.0,18.0,16.0,20.0,14.0,16.0,15.0,16.0,20.0,22.0,17.0,15.0,17.0,21.0,22.0,20.0,17.0,18.0,18.0,16.0,14.0,16.0,20.0,14.0,15.0
2153,7491,312,N,baylor,80,-170,0.6296296296296297,18,W,701,15.0,14.0,19.0,15.0,14.0,17.0,15.0,14.0,17.0,12.0,16.0,16.0,16.0,15.0,19.0,11.0,17.0,18.0,17.0,18.0,16.0,12.0,22.0,12.0,14.0,14.0,14.0,13.0,16.0,13.0,19.0,12.0,14.0,18.0,15.0,13.0,15.0,16.0,17.0,14.0,17.0,14.0,18.0,16.0,12.0,19.0,14.0,13.0,17.0,19.0,18.0,12.0,12.0,16.0,12.0,16.0,13.0,14.0,15.0,17.0,16.0,17.0,14.0,12.0,12.0
2211,7642,313,N,baylor,52,105,0.4878048780487805,18,L,701,15.0,14.0,19.0,15.0,14.0,17.0,15.0,14.0,17.0,12.0,16.0,16.0,16.0,15.0,19.0,11.0,17.0,18.0,17.0,18.0,16.0,12.0,22.0,12.0,14.0,14.0,14.0,13.0,16.0,13.0,19.0,12.0,14.0,18.0,15.0,13.0,15.0,16.0,17.0,14.0,17.0,14.0,18.0,16.0,12.0,19.0,14.0,13.0,17.0,19.0,18.0,12.0,12.0,16.0,12.0,16.0,13.0,14.0,15.0,17.0,16.0,17.0,14.0,12.0,12.0
2159,7497,312,N,oklahoma,64,-215,0.6825396825396826,18,W,772,16.0,16.0,15.0,12.0,15.0,16.0,16.0,9.0,16.0,15.0,15.0,15.0,14.0,11.0,14.0,10.0,15.0,14.0,10.0,16.0,15.0,14.0,16.0,14.0,13.0,15.0,17.0,14.0,15.0,15.0,16.0,16.0,11.0,14.0,18.0,9.0,13.0,12.0,13.0,18.0,15.0,10.0,13.0,15.0,17.0,9.0,16.0,12.0,16.0,14.0,15.0,14.0,15.0,15.0,13.0,13.0,18.0,12.0,14.0,10.0,17.0,14.0,12.0,15.0,16.0
2213,7644,313,N,oklahoma,65,-105,0.5121951219512195,18,L,772,16.0,16.0,15.0,12.0,15.0,16.0,16.0,9.0,16.0,15.0,15.0,15.0,14.0,11.0,14.0,10.0,15.0,14.0,10.0,16.0,15.0,14.0,16.0,14.0,13.0,15.0,17.0,14.0,15.0,15.0,16.0,16.0,11.0,14.0,18.0,9.0,13.0,12.0,13.0,18.0,15.0,10.0,13.0,15.0,17.0,9.0,16.0,12.0,16.0,14.0,15.0,14.0,15.0,15.0,13.0,13.0,18.0,12.0,14.0,10.0,17.0,14.0,12.0,15.0,16.0
2143,7469,312,N,louisville,60,145,0.40816326530612246,18,L,780,17.0,13.0,17.0,16.0,12.0,15.0,14.0,16.0,14.0,14.0,12.0,12.0,11.0,14.0,11.0,15.0,14.0,16.0,9.0,13.0,13.0,15.0,14.0,15.0,16.0,16.0,12.0,17.0,14.0,12.0,11.0,14.0,13.0,13.0,13.0,16.0,12.0,11.0,14.0,15.0,16.0,16.0,17.0,13.0,13.0,10.0,17.0,14.0,14.0,15.0,13.0,16.0,14.0,13.0,14.0,14.0,15.0,11.0,13.0,14.0,18.0,15.0,15.0,16.0,13.0
2156,7494,312,N,iowa-state,69,-140,0.5833333333333334,18,W,786,13.0,15.0,14.0,13.0,13.0,12.0,12.0,15.0,13.0,13.0,14.0,14.0,12.0,16.0,15.0,16.0,13.0,17.0,14.0,12.0,14.0,16.0,13.0,13.0,12.0,13.0,15.0,12.0,17.0,14.0,14.0,15.0,12.0,15.0,12.0,12.0,11.0,22.0,15.0,13.0,13.0,13.0,14.0,17.0,15.0,13.0,12.0,15.0,15.0,13.0,12.0,13.0,13.0,14.0,15.0,12.0,14.0,15.0,16.0,15.0,13.0,13.0,16.0,13.0,14.0
2214,7645,313,N,iowa-state,67,-115,0.5348837209302325,18,W,786,13.0,15.0,14.0,13.0,13.0,12.0,12.0,15.0,13.0,13.0,14.0,14.0,12.0,16.0,15.0,16.0,13.0,17.0,14.0,12.0,14.0,16.0,13.0,13.0,12.0,13.0,15.0,12.0,17.0,14.0,14.0,15.0,12.0,15.0,12.0,12.0,11.0,22.0,15.0,13.0,13.0,13.0,14.0,17.0,15.0,13.0,12.0,15.0,15.0,13.0,12.0,13.0,13.0,14.0,15.0,12.0,14.0,15.0,16.0,15.0,13.0,13.0,16.0,13.0,14.0
2237,7690,314,N,iowa-state,70,130,0.43478260869565216,18,W,786,13.0,15.0,14.0,13.0,13.0,12.0,12.0,15.0,13.0,13.0,14.0,14.0,12.0,16.0,15.0,16.0,13.0,17.0,14.0,12.0,14.0,16.0,13.0,13.0,12.0,13.0,15.0,12.0,17.0,14.0,14.0,15.0,12.0,15.0,12.0,12.0,11.0,22.0,15.0,13.0,13.0,13.0,14.0,17.0,15.0,13.0,12.0,15.0,15.0,13.0,12.0,13.0,13.0,14.0,15.0,12.0,14.0,15.0,16.0,15.0,13.0,13.0,16.0,13.0,14.0
2145,7473,312,N,notre-dame,70,-205,0.6721311475409836,18,W,1026,10.0,11.0,8.0,10.0,11.0,10.0,7.0,11.0,9.0,10.0,10.0,11.0,10.0,13.0,10.0,14.0,9.0,10.0,11.0,9.0,10.0,11.0,15.0,10.0,9.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,9.0,10.0,10.0,14.0,10.0,9.0,9.0,10.0,10.0,11.0,10.0,11.0,11.0,12.0,11.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,9.0,11.0,11.0,9.0,8.0,10.0,11.0,9.0
2205,7636,313,N,notre-dame,74,330,0.23255813953488372,18,W,1026,10.0,11.0,8.0,10.0,11.0,10.0,7.0,11.0,9.0,10.0,10.0,11.0,10.0,13.0,10.0,14.0,9.0,10.0,11.0,9.0,10.0,11.0,15.0,10.0,9.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,9.0,10.0,10.0,14.0,10.0,9.0,9.0,10.0,10.0,11.0,10.0,11.0,11.0,12.0,11.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,9.0,11.0,11.0,9.0,8.0,10.0,11.0,9.0
2242,7697,314,N,notre-dame,90,150,0.4,18,W,1026,10.0,11.0,8.0,10.0,11.0,10.0,7.0,11.0,9.0,10.0,10.0,11.0,10.0,13.0,10.0,14.0,9.0,10.0,11.0,9.0,10.0,11.0,15.0,10.0,9.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,9.0,10.0,10.0,14.0,10.0,9.0,9.0,10.0,10.0,11.0,10.0,11.0,11.0,12.0,11.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,9.0,11.0,11.0,9.0,8.0,10.0,11.0,9.0
2155,7493,312,N,kansas,64,-385,0.7938144329896907,18,W,1040,12.0,9.0,11.0,8.0,10.0,11.0,10.0,10.0,11.0,8.0,11.0,8.0,7.0,12.0,13.0,8.0,11.0,9.0,8.0,11.0,11.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,12.0,8.0,13.0,9.0,10.0,12.0,11.0,8.0,14.0,14.0,10.0,9.0,11.0,9.0,7.0,9.0,8.0,8.0,10.0,10.0,13.0,9.0,16.0,11.0,8.0,10.0,11.0,8.0,9.0,13.0,10.0,8.0,12.0,9.0,9.0,8.0,10.0
2212,7643,313,N,kansas,62,-125,0.5555555555555556,18,W,1040,12.0,9.0,11.0,8.0,10.0,11.0,10.0,10.0,11.0,8.0,11.0,8.0,7.0,12.0,13.0,8.0,11.0,9.0,8.0,11.0,11.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,12.0,8.0,13.0,9.0,10.0,12.0,11.0,8.0,14.0,14.0,10.0,9.0,11.0,9.0,7.0,9.0,8.0,8.0,10.0,10.0,13.0,9.0,16.0,11.0,8.0,10.0,11.0,8.0,9.0,13.0,10.0,8.0,12.0,9.0,9.0,8.0,10.0
2238,7691,314,N,kansas,66,-150,0.6,18,L,1040,12.0,9.0,11.0,8.0,10.0,11.0,10.0,10.0,11.0,8.0,11.0,8.0,7.0,12.0,13.0,8.0,11.0,9.0,8.0,11.0,11.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,12.0,8.0,13.0,9.0,10.0,12.0,11.0,8.0,14.0,14.0,10.0,9.0,11.0,9.0,7.0,9.0,8.0,8.0,10.0,10.0,13.0,9.0,16.0,11.0,8.0,10.0,11.0,8.0,9.0,13.0,10.0,8.0,12.0,9.0,9.0,8.0,10.0
2184,7599,313,N,maryland,75,-150,0.6,18,W,1103,8.0,8.0,10.0,11.0,8.0,9.0,11.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,13.0,8.0,8.0,12.0,10.0,8.0,9.0,8.0,11.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,11.0,8.0,8.0,12.0,8.0,8.0,8.0,15.0,8.0,9.0,11.0,8.0,8.0,9.0,11.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,11.0,11.0,10.0,7.0
2225,7671,314,N,maryland,58,155,0.39215686274509803,18,L,1103,8.0,8.0,10.0,11.0,8.0,9.0,11.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,13.0,8.0,8.0,12.0,10.0,8.0,9.0,8.0,11.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,11.0,8.0,8.0,12.0,8.0,8.0,8.0,15.0,8.0,9.0,11.0,8.0,8.0,9.0,11.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,11.0,11.0,10.0,7.0
2114,7357,309,N,gonzaga,79,-1215,0.9239543726235742,18,W,1229,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,7.0,7.0,8.0
2118,7379,310,N,gonzaga,91,-380,0.7916666666666666,18,W,1229,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,7.0,7.0,8.0
2181,7595,313,N,wisconsin,71,-2000,0.9523809523809523,18,W,1344,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,6.0,5.0,6.0,5.0,7.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0
2223,7669,314,N,wisconsin,71,-650,0.8666666666666667,18,W,1344,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,6.0,5.0,6.0,5.0,7.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0
2253,7725,315,N,wisconsin,80,-335,0.7701149425287356,18,W,1344,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,6.0,5.0,6.0,5.0,7.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0
2168,7515,312,N,arizona,73,-4500,0.9782608695652174,18,W,1360,4.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,2.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0
2216,7651,313,N,arizona,70,-770,0.8850574712643678,18,W,1360,4.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,2.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0
2244,7699,314,N,arizona,80,-1035,0.9118942731277533,18,W,1360,4.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,2.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0
2146,7475,312,N,villanova,84,-1200,0.9230769230769231,18,W,1444,3.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0
2208,7639,313,N,villanova,63,-410,0.803921568627451,18,W,1444,3.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0
2240,7695,314,N,villanova,69,-370,0.7872340425531915,18,W,1444,3.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0
2141,7467,312,N,virginia,58,-1500,0.9375,18,W,1454,5.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,6.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0
2204,7635,313,N,virginia,67,-200,0.6666666666666666,18,L,1454,5.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,6.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0
2144,7471,312,N,duke,77,-415,0.8058252427184466,18,W,1544,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
2206,7637,313,N,duke,64,-410,0.803921568627451,18,L,1544,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
2195,7619,313,N,kentucky,64,-1450,0.9354838709677419,18,W,1625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2226,7673,314,N,kentucky,91,-16130,0.9938385705483672,18,W,1625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2249,7717,315,N,kentucky,78,-1450,0.9354838709677419,18,W,1625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2266,7765,318,N,dayton,56,-200,0.6666666666666666,19,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,
2270,7779,318,H,colorado-state,76,-370,0.7872340425531915,19,L,1,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,7830,319,N,purdue,65,115,0.46511627906976744,19,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
