,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
1229,4167,124,H,west-virginia,86,-525,0.84,11,W,501,18.0,16.0,17.0,18.0,18.0,15.0,18.0,20.0,18.0,17.0,18.0,19.0,18.0,19.0,18.0,19.0,19.0,18.0,18.0,19.0,17.0,18.0,20.0,19.0,16.0,18.0,19.0,18.0,18.0,18.0,19.0,18.0,22.0,18.0,20.0,20.0,18.0,18.0,19.0,17.0,18.0,20.0,16.0,16.0,19.0,19.0,19.0,18.0,19.0,20.0,21.0,18.0,19.0,18.0,20.0,17.0,18.0,18.0,18.0,17.0,17.0,16.0,18.0,22.0,18.0
1142,3876,119,V,texas,66,-145,0.5918367346938775,11,W,554,16.0,19.0,19.0,17.0,17.0,18.0,16.0,19.0,17.0,19.0,17.0,18.0,17.0,21.0,19.0,17.0,17.0,17.0,17.0,13.0,19.0,17.0,15.0,18.0,20.0,20.0,18.0,17.0,19.0,17.0,16.0,15.0,18.0,17.0,18.0,19.0,17.0,16.0,21.0,18.0,17.0,19.0,13.0,19.0,18.0,18.0,17.0,17.0,17.0,15.0,15.0,17.0,18.0,17.0,18.0,19.0,17.0,20.0,17.0,19.0,19.0,19.0,17.0,12.0,17.0
1222,4151,124,H,texas,62,-195,0.6610169491525424,11,L,554,16.0,19.0,19.0,17.0,17.0,18.0,16.0,19.0,17.0,19.0,17.0,18.0,17.0,21.0,19.0,17.0,17.0,17.0,17.0,13.0,19.0,17.0,15.0,18.0,20.0,20.0,18.0,17.0,19.0,17.0,16.0,15.0,18.0,17.0,18.0,19.0,17.0,16.0,21.0,18.0,17.0,19.0,13.0,19.0,18.0,18.0,17.0,17.0,17.0,15.0,15.0,17.0,18.0,17.0,18.0,19.0,17.0,20.0,17.0,19.0,19.0,19.0,17.0,12.0,17.0
1168,3930,121,V,north-carolina,87,-410,0.803921568627451,11,W,803,15.0,10.0,14.0,12.0,13.0,17.0,10.0,16.0,15.0,15.0,11.0,15.0,10.0,15.0,12.0,12.0,15.0,15.0,10.0,11.0,14.0,13.0,16.0,11.0,12.0,15.0,12.0,14.0,15.0,13.0,15.0,14.0,12.0,15.0,16.0,13.0,12.0,14.0,11.0,14.0,15.0,15.0,18.0,17.0,14.0,11.0,15.0,15.0,15.0,8.0,11.0,14.0,14.0,16.0,12.0,14.0,15.0,14.0,15.0,13.0,15.0,14.0,15.0,14.0,14.0
1224,4153,124,H,north-carolina,78,-1450,0.9354838709677419,11,W,803,15.0,10.0,14.0,12.0,13.0,17.0,10.0,16.0,15.0,15.0,11.0,15.0,10.0,15.0,12.0,12.0,15.0,15.0,10.0,11.0,14.0,13.0,16.0,11.0,12.0,15.0,12.0,14.0,15.0,13.0,15.0,14.0,12.0,15.0,16.0,13.0,12.0,14.0,11.0,14.0,15.0,15.0,18.0,17.0,14.0,11.0,15.0,15.0,15.0,8.0,11.0,14.0,14.0,16.0,12.0,14.0,15.0,14.0,15.0,13.0,15.0,14.0,15.0,14.0,14.0
1175,3966,121,V,wichita-state,76,-850,0.8947368421052632,11,W,857,11.0,15.0,13.0,14.0,12.0,9.0,13.0,15.0,14.0,14.0,14.0,13.0,12.0,7.0,11.0,18.0,10.0,9.0,16.0,9.0,16.0,15.0,12.0,14.0,15.0,13.0,15.0,13.0,14.0,15.0,7.0,12.0,17.0,10.0,13.0,14.0,11.0,8.0,15.0,15.0,10.0,14.0,10.0,10.0,15.0,10.0,13.0,12.0,13.0,14.0,14.0,13.0,13.0,8.0,15.0,12.0,14.0,11.0,10.0,14.0,13.0,15.0,16.0,16.0,15.0
1271,4337,125,H,wichita-state,74,NL,0.5,11,W,857,11.0,15.0,13.0,14.0,12.0,9.0,13.0,15.0,14.0,14.0,14.0,13.0,12.0,7.0,11.0,18.0,10.0,9.0,16.0,9.0,16.0,15.0,12.0,14.0,15.0,13.0,15.0,13.0,14.0,15.0,7.0,12.0,17.0,10.0,13.0,14.0,11.0,8.0,15.0,15.0,10.0,14.0,10.0,10.0,15.0,10.0,13.0,12.0,13.0,14.0,14.0,13.0,13.0,8.0,15.0,12.0,14.0,11.0,10.0,14.0,13.0,15.0,16.0,16.0,15.0
1197,4042,122,V,maryland,70,-105,0.5121951219512195,11,L,937,14.0,14.0,15.0,9.0,14.0,8.0,9.0,5.0,13.0,11.0,15.0,14.0,16.0,8.0,16.0,7.0,9.0,12.0,11.0,10.0,13.0,12.0,11.0,13.0,9.0,14.0,11.0,12.0,8.0,14.0,12.0,13.0,10.0,14.0,8.0,11.0,9.0,12.0,12.0,13.0,14.0,10.0,17.0,11.0,12.0,13.0,12.0,16.0,10.0,7.0,17.0,10.0,15.0,10.0,8.0,9.0,12.0,9.0,12.0,12.0,14.0,10.0,10.0,9.0,13.0
1279,4347,125,H,maryland,68,-800,0.8888888888888888,11,W,937,14.0,14.0,15.0,9.0,14.0,8.0,9.0,5.0,13.0,11.0,15.0,14.0,16.0,8.0,16.0,7.0,9.0,12.0,11.0,10.0,13.0,12.0,11.0,13.0,9.0,14.0,11.0,12.0,8.0,14.0,12.0,13.0,10.0,14.0,8.0,11.0,9.0,12.0,12.0,13.0,14.0,10.0,17.0,11.0,12.0,13.0,12.0,16.0,10.0,7.0,17.0,10.0,15.0,10.0,8.0,9.0,12.0,9.0,12.0,12.0,14.0,10.0,10.0,9.0,13.0
1148,3893,119,H,kansas,85,-240,0.7058823529411765,11,W,943,13.0,9.0,10.0,11.0,9.0,12.0,17.0,11.0,11.0,9.0,13.0,9.0,13.0,12.0,9.0,16.0,14.0,14.0,12.0,16.0,15.0,8.0,13.0,12.0,11.0,10.0,14.0,9.0,12.0,10.0,10.0,10.0,14.0,11.0,11.0,9.0,14.0,11.0,16.0,11.0,13.0,12.0,7.0,13.0,9.0,15.0,11.0,10.0,14.0,11.0,13.0,9.0,11.0,14.0,10.0,11.0,8.0,13.0,14.0,10.0,12.0,5.0,14.0,8.0,9.0
1221,4150,124,V,kansas,75,168,0.373134328358209,11,W,943,13.0,9.0,10.0,11.0,9.0,12.0,17.0,11.0,11.0,9.0,13.0,9.0,13.0,12.0,9.0,16.0,14.0,14.0,12.0,16.0,15.0,8.0,13.0,12.0,11.0,10.0,14.0,9.0,12.0,10.0,10.0,10.0,14.0,11.0,11.0,9.0,14.0,11.0,16.0,11.0,13.0,12.0,7.0,13.0,9.0,15.0,11.0,10.0,14.0,11.0,13.0,9.0,11.0,14.0,10.0,11.0,8.0,13.0,14.0,10.0,12.0,5.0,14.0,8.0,9.0
1274,4340,125,V,louisville,80,-250,0.7142857142857143,11,W,1003,6.0,11.0,8.0,16.0,15.0,13.0,11.0,9.0,9.0,12.0,6.0,7.0,8.0,11.0,10.0,14.0,11.0,8.0,13.0,8.0,12.0,14.0,9.0,16.0,14.0,12.0,7.0,15.0,11.0,8.0,9.0,8.0,8.0,7.0,14.0,15.0,10.0,10.0,9.0,6.0,8.0,11.0,9.0,14.0,11.0,8.0,10.0,8.0,8.0,12.0,6.0,15.0,12.0,12.0,13.0,15.0,13.0,12.0,7.0,16.0,7.0,7.0,8.0,13.0,12.0
1158,3907,120,H,iowa-state,77,-545,0.8449612403100775,11,W,1004,12.0,7.0,9.0,10.0,8.0,11.0,14.0,10.0,10.0,8.0,12.0,8.0,14.0,14.0,14.0,11.0,13.0,13.0,7.0,12.0,10.0,7.0,7.0,9.0,10.0,9.0,13.0,11.0,10.0,7.0,13.0,9.0,13.0,13.0,10.0,8.0,15.0,15.0,10.0,8.0,12.0,8.0,14.0,9.0,7.0,14.0,8.0,9.0,12.0,10.0,12.0,8.0,9.0,13.0,9.0,10.0,7.0,15.0,13.0,11.0,11.0,13.0,13.0,7.0,8.0
1241,4196,124,V,iowa-state,73,-518,0.8381877022653722,11,L,1004,12.0,7.0,9.0,10.0,8.0,11.0,14.0,10.0,10.0,8.0,12.0,8.0,14.0,14.0,14.0,11.0,13.0,13.0,7.0,12.0,10.0,7.0,7.0,9.0,10.0,9.0,13.0,11.0,10.0,7.0,13.0,9.0,13.0,13.0,10.0,8.0,15.0,15.0,10.0,8.0,12.0,8.0,14.0,9.0,7.0,14.0,8.0,9.0,12.0,10.0,12.0,8.0,9.0,13.0,9.0,10.0,7.0,15.0,13.0,11.0,11.0,13.0,13.0,7.0,8.0
1184,3994,122,V,notre-dame,85,-610,0.8591549295774648,11,W,1055,9.0,13.0,11.0,7.0,11.0,10.0,8.0,6.0,8.0,10.0,9.0,12.0,9.0,9.0,13.0,8.0,8.0,10.0,9.0,7.0,7.0,11.0,10.0,10.0,8.0,8.0,9.0,8.0,13.0,12.0,11.0,16.0,9.0,9.0,9.0,12.0,8.0,9.0,8.0,12.0,9.0,7.0,11.0,8.0,10.0,12.0,9.0,13.0,9.0,17.0,10.0,7.0,8.0,15.0,7.0,8.0,11.0,7.0,9.0,7.0,9.0,11.0,9.0,15.0,11.0
1276,4342,125,V,notre-dame,81,-120,0.5454545454545454,11,W,1055,9.0,13.0,11.0,7.0,11.0,10.0,8.0,6.0,8.0,10.0,9.0,12.0,9.0,9.0,13.0,8.0,8.0,10.0,9.0,7.0,7.0,11.0,10.0,10.0,8.0,8.0,9.0,8.0,13.0,12.0,11.0,16.0,9.0,9.0,9.0,12.0,8.0,9.0,8.0,12.0,9.0,7.0,11.0,8.0,10.0,12.0,9.0,13.0,9.0,17.0,10.0,7.0,8.0,15.0,7.0,8.0,11.0,7.0,9.0,7.0,9.0,11.0,9.0,15.0,11.0
1199,4046,122,V,arizona,89,-175,0.6363636363636364,11,W,1228,8.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,10.0,4.0,4.0,6.0,9.0,4.0,7.0,8.0,5.0,8.0,9.0,6.0,6.0,7.0,7.0,8.0,5.0,7.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,9.0,7.0,9.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0,4.0,7.0,11.0,6.0,6.0,11.0,7.0,9.0,4.0,8.0,8.0,8.0,8.0,7.0,10.0,7.0
1259,4272,124,V,arizona,73,-900,0.9,11,W,1228,8.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,10.0,4.0,4.0,6.0,9.0,4.0,7.0,8.0,5.0,8.0,9.0,6.0,6.0,7.0,7.0,8.0,5.0,7.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,9.0,7.0,9.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0,4.0,7.0,11.0,6.0,6.0,11.0,7.0,9.0,4.0,8.0,8.0,8.0,8.0,7.0,10.0,7.0
1166,3923,120,H,wisconsin,82,-575,0.8518518518518519,11,W,1282,7.0,6.0,6.0,5.0,6.0,5.0,6.0,12.0,6.0,6.0,7.0,5.0,6.0,10.0,5.0,3.0,7.0,6.0,6.0,15.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,3.0,4.0,7.0,5.0,6.0,8.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,8.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0
1242,4198,124,V,wisconsin,69,-592,0.8554913294797688,11,W,1282,7.0,6.0,6.0,5.0,6.0,5.0,6.0,12.0,6.0,6.0,7.0,5.0,6.0,10.0,5.0,3.0,7.0,6.0,6.0,15.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,3.0,4.0,7.0,5.0,6.0,8.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,8.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0
1145,3879,119,H,duke,79,-1300,0.9285714285714286,11,W,1345,5.0,5.0,5.0,8.0,5.0,4.0,5.0,8.0,5.0,4.0,5.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,4.0,6.0,5.0,4.0,5.0,5.0,7.0,6.0,5.0,4.0,9.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0
1267,4328,125,V,duke,77,-350,0.7777777777777778,11,W,1345,5.0,5.0,5.0,8.0,5.0,4.0,5.0,8.0,5.0,4.0,5.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,4.0,6.0,5.0,4.0,5.0,5.0,7.0,6.0,5.0,4.0,9.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0
1149,3894,119,V,villanova,58,-185,0.6491228070175439,11,L,1429,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1278,4345,125,H,villanova,71,NL,0.5,11,W,1429,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1203,4063,122,H,gonzaga,68,-1340,0.9305555555555556,11,W,1467,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,5.0,4.0,6.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
1253,4247,124,H,gonzaga,91,NL,0.5,11,W,1467,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,5.0,4.0,6.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
1196,4031,122,H,virginia,57,NL,0.5,11,W,1562,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1265,4322,125,V,virginia,50,NL,0.5,11,W,1562,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1164,3921,120,H,kentucky,65,-7750,0.9872611464968153,11,W,1623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1217,4142,124,V,kentucky,58,-771,0.8851894374282434,11,W,1623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1361,4634,131,V,davidson,70,-145,0.5918367346938775,12,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,
1293,4402,127,V,tulsa,62,-240,0.7058823529411765,12,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,
1364,4641,131,H,tulsa,78,-1600,0.9411764705882353,12,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,
1301,4417,127,H,san-diego-state,58,-1280,0.927536231884058,12,W,4,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,4757,131,H,san-diego-state,62,-800,0.8888888888888888,12,W,4,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,4428,128,V,seton-hall,80,145,0.40816326530612246,12,W,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
1312,4439,128,H,lsu,64,-195,0.6610169491525424,12,W,10,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,24.0,,,,,,,,,,,,,,,
1350,4613,131,H,seton-hall,90,115,0.46511627906976744,12,W,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
1375,4662,131,V,lsu,67,-195,0.6610169491525424,12,L,10,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,24.0,,,,,,,,,,,,,,,
1294,4406,127,V,wyoming,44,-130,0.5652173913043478,12,L,14,23.0,,,,,,,,,,,,,24.0,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,22.0,,,
1389,4721,131,H,wyoming,63,-1100,0.9166666666666666,12,W,14,23.0,,,,,,,,,,,,,24.0,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,22.0,,,
1326,4484,128,V,stanford,84,-130,0.5652173913043478,12,W,16,,,,,,,20.0,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,25.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,
1397,4752,131,V,stanford,88,-475,0.8260869565217391,12,L,16,,,,,,,20.0,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,25.0,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,
1292,4401,127,H,georgia,70,-230,0.696969696969697,12,W,28,,23.0,,,,,25.0,,,,,24.0,,,,,,,,,,,,,,25.0,,,24.0,,,23.0,,,,,,,,,,,25.0,,,22.0,23.0,,,,,,,21.0,,25.0,25.0,,,25.0,,,,,
1329,4494,129,V,dayton,64,-130,0.5652173913043478,12,L,28,24.0,,21.0,,,,22.0,,,,,,,23.0,,25.0,,,,,,,23.0,,,,,,,,,,,,,,,,,,25.0,24.0,,,,,,,,,,,,,,,,,24.0,,24.0,,,23.0,
1379,4680,131,V,georgia,50,180,0.35714285714285715,12,L,28,,23.0,,,,,25.0,,,,,24.0,,,,,,,,,,,,,,25.0,,,24.0,,,23.0,,,,,,,,,,,25.0,,,22.0,23.0,,,,,,,21.0,,25.0,25.0,,,25.0,,,,,
1414,4835,201,H,dayton,101,-1600,0.9411764705882353,12,W,28,24.0,,21.0,,,,22.0,,,,,,,23.0,,25.0,,,,,,,23.0,,,,,,,,,,,,,,,,,,25.0,24.0,,,,,,,,,,,,,,,,,24.0,,24.0,,,23.0,
1343,4585,129,H,providence,83,-600,0.8571428571428571,12,W,29,,,,,,24.0,,22.0,,,,,,,,24.0,,,,,,23.0,,,,,,,,,,,24.0,,,,,,25.0,,,22.0,,24.0,,,,,25.0,,,,,22.0,,23.0,,,,,,25.0,,,
1358,4626,131,V,providence,66,135,0.425531914893617,12,L,29,,,,,,24.0,,22.0,,,,,,,,24.0,,,,,,23.0,,,,,,,,,,,24.0,,,,,,25.0,,,22.0,,24.0,,,,,25.0,,,,,22.0,,23.0,,,,,,25.0,,,
1328,4493,129,H,ohio-state,80,-380,0.7916666666666666,12,W,43,,,,,,23.0,23.0,,,,25.0,,,,24.0,21.0,,,21.0,,,,,,,,,,22.0,21.0,,,23.0,,,,,25.0,24.0,25.0,,,,,,24.0,,,,,,,,,,,22.0,,,,,24.0,,,
1296,4409,127,H,arkansas,69,-650,0.8666666666666667,12,W,54,,,,,,,,,22.0,,,,,21.0,,,24.0,25.0,,22.0,,,,,,,,,,,23.0,,,23.0,,,21.0,23.0,,22.0,,,19.0,21.0,,,,,,22.0,,,,,,,,,25.0,,,,24.0,,25.0
1362,4636,131,V,arkansas,56,250,0.2857142857142857,12,L,54,,,,,,,,,22.0,,,,,21.0,,,24.0,25.0,,22.0,,,,,,,,,,,23.0,,,23.0,,,21.0,23.0,,22.0,,,19.0,21.0,,,,,,22.0,,,,,,,,,25.0,,,,24.0,,25.0
1303,4420,127,V,colorado-state,78,140,0.4166666666666667,12,L,57,,,,,,,,,,,,,,,21.0,,23.0,22.0,23.0,23.0,,,,25.0,,,24.0,,,,25.0,,,24.0,24.0,,24.0,22.0,,23.0,22.0,,,25.0,,,22.0,25.0,24.0,23.0,20.0,,,,,,,25.0,,,,,,,
1388,4719,131,H,colorado-state,80,-675,0.8709677419354839,12,W,57,,,,,,,,,,,,,,,21.0,,23.0,22.0,23.0,23.0,,,,25.0,,,24.0,,,,25.0,,,24.0,24.0,,24.0,22.0,,23.0,22.0,,,25.0,,,22.0,25.0,24.0,23.0,20.0,,,,,,,25.0,,,,,,,
1374,4656,131,V,butler,72,-155,0.6078431372549019,12,W,70,,24.0,,23.0,22.0,,,25.0,25.0,24.0,,23.0,20.0,,,,,,,,,25.0,,,24.0,24.0,,23.0,,25.0,,,,,,21.0,,,,,,25.0,,22.0,23.0,,,,,25.0,23.0,24.0,23.0,,22.0,24.0,24.0,,,,23.0,,25.0,25.0,22.0
1314,4449,128,H,oklahoma,81,-1800,0.9473684210526315,12,W,90,,22.0,,22.0,24.0,,,21.0,,25.0,24.0,25.0,24.0,,,,,21.0,,,,24.0,,,22.0,,25.0,24.0,,23.0,,25.0,20.0,25.0,,19.0,,,,,,,17.0,,,25.0,24.0,23.0,,,,23.0,,,25.0,,21.0,21.0,,24.0,,,,20.0,
1400,4764,131,V,oklahoma,64,125,0.4444444444444444,12,W,90,,22.0,,22.0,24.0,,,21.0,,25.0,24.0,25.0,24.0,,,,,21.0,,,,24.0,,,22.0,,25.0,24.0,,23.0,,25.0,20.0,25.0,,19.0,,,,,,,17.0,,,25.0,24.0,23.0,,,,23.0,,,25.0,,21.0,21.0,,24.0,,,,20.0,
1291,4385,127,H,georgetown,53,-175,0.6363636363636364,12,L,334,21.0,21.0,23.0,17.0,20.0,18.0,15.0,20.0,20.0,21.0,21.0,22.0,22.0,19.0,18.0,19.0,20.0,24.0,20.0,20.0,23.0,21.0,25.0,21.0,20.0,21.0,21.0,17.0,21.0,24.0,19.0,21.0,18.0,22.0,21.0,23.0,20.0,21.0,22.0,21.0,21.0,17.0,,20.0,21.0,23.0,25.0,21.0,20.0,19.0,22.0,22.0,21.0,23.0,20.0,18.0,23.0,,21.0,22.0,22.0,20.0,17.0,19.0,24.0
1367,4644,131,V,georgetown,67,-145,0.5918367346938775,12,W,334,21.0,21.0,23.0,17.0,20.0,18.0,15.0,20.0,20.0,21.0,21.0,22.0,22.0,19.0,18.0,19.0,20.0,24.0,20.0,20.0,23.0,21.0,25.0,21.0,20.0,21.0,21.0,17.0,21.0,24.0,19.0,21.0,18.0,22.0,21.0,23.0,20.0,21.0,22.0,21.0,21.0,17.0,,20.0,21.0,23.0,25.0,21.0,20.0,19.0,22.0,22.0,21.0,23.0,20.0,18.0,23.0,,21.0,22.0,22.0,20.0,17.0,19.0,24.0
1299,4412,127,V,baylor,53,150,0.4,12,L,407,19.0,18.0,22.0,20.0,18.0,19.0,,17.0,19.0,18.0,18.0,21.0,19.0,20.0,20.0,,,20.0,22.0,21.0,20.0,20.0,20.0,20.0,18.0,19.0,19.0,16.0,17.0,,21.0,19.0,17.0,20.0,22.0,18.0,17.0,19.0,18.0,20.0,19.0,18.0,22.0,19.0,20.0,18.0,20.0,20.0,22.0,,19.0,18.0,20.0,20.0,17.0,19.0,20.0,19.0,17.0,19.0,18.0,21.0,20.0,17.0,20.0
1391,4723,131,H,baylor,83,-145,0.5918367346938775,12,W,407,19.0,18.0,22.0,20.0,18.0,19.0,,17.0,19.0,18.0,18.0,21.0,19.0,20.0,20.0,,,20.0,22.0,21.0,20.0,20.0,20.0,20.0,18.0,19.0,19.0,16.0,17.0,,21.0,19.0,17.0,20.0,22.0,18.0,17.0,19.0,18.0,20.0,19.0,18.0,22.0,19.0,20.0,18.0,20.0,20.0,22.0,,19.0,18.0,20.0,20.0,17.0,19.0,20.0,19.0,17.0,19.0,18.0,21.0,20.0,17.0,20.0
