,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
1447,4939,204,H,notre-dame,71,-915,0.9014778325123153,13,W,10.0,10.0,10.0,8.0,10.0,12.0,7.0,10.0,9.0,8.0,7.0,8.0,10.0,10.0,13.0,8.0,10.0,8.0,9.0,14.0,10.0,10.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,10.0,11.0,12.0,8.0,10.0,10.0,9.0,6.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,12.0,10.0,10.0,10.0,11.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,8.0,9.0,11.0,10.0
1448,4942,204,V,oklahoma-state,65,245,0.2898550724637681,13,W,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,4943,204,H,texas,63,-305,0.7530864197530864,13,L,,19.0,,23.0,,,,,,,25.0,21.0,21.0,,,,,21.0,,,20.0,19.0,,23.0,25.0,23.0,,,,,16.0,23.0,,25.0,,,,24.0,,,23.0,,17.0,,,,24.0,25.0,25.0,,25.0,20.0,24.0,,,25.0,20.0,,,,,21.0,22.0,23.0,
1450,4944,204,V,wichita-state,62,-1615,0.9416909620991254,13,W,15.0,15.0,16.0,16.0,16.0,15.0,16.0,16.0,13.0,16.0,16.0,12.0,16.0,13.0,16.0,17.0,11.0,13.0,19.0,17.0,17.0,15.0,18.0,16.0,18.0,16.0,16.0,16.0,18.0,16.0,12.0,16.0,22.0,16.0,16.0,15.0,16.0,11.0,16.0,16.0,13.0,17.0,15.0,17.0,15.0,16.0,15.0,15.0,16.0,18.0,14.0,15.0,16.0,16.0,14.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,15.0
1451,4953,204,H,valparaiso,78,-475,0.8260869565217391,13,W,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,4954,204,V,tcu,57,310,0.24390243902439024,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,4955,204,H,baylor,77,-390,0.7959183673469388,13,W,21.0,17.0,20.0,19.0,21.0,20.0,19.0,20.0,22.0,18.0,20.0,19.0,18.0,20.0,25.0,22.0,22.0,18.0,22.0,15.0,19.0,18.0,19.0,18.0,16.0,19.0,20.0,17.0,17.0,22.0,21.0,19.0,19.0,24.0,17.0,17.0,23.0,21.0,18.0,19.0,22.0,16.0,22.0,21.0,19.0,19.0,17.0,19.0,19.0,,19.0,18.0,19.0,19.0,18.0,19.0,18.0,22.0,17.0,19.0,21.0,20.0,20.0,21.0,19.0
1454,4956,204,V,penn-state,58,305,0.24691358024691357,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,4957,204,H,maryland,64,-385,0.7938144329896907,13,W,18.0,23.0,22.0,18.0,19.0,16.0,17.0,15.0,19.0,17.0,18.0,18.0,22.0,19.0,24.0,18.0,18.0,19.0,17.0,21.0,18.0,17.0,16.0,21.0,15.0,17.0,17.0,23.0,14.0,17.0,17.0,17.0,16.0,20.0,20.0,19.0,17.0,19.0,20.0,21.0,20.0,18.0,18.0,18.0,16.0,21.0,20.0,16.0,18.0,15.0,21.0,16.0,18.0,20.0,16.0,17.0,17.0,18.0,19.0,17.0,18.0,17.0,17.0,15.0,17.0
1456,4960,204,V,providence,74,240,0.29411764705882354,13,W,,,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
1457,4961,204,H,georgetown,71,-300,0.75,13,L,,25.0,23.0,24.0,24.0,21.0,21.0,,,24.0,22.0,23.0,23.0,,23.0,21.0,,,21.0,,,23.0,,24.0,20.0,24.0,23.0,20.0,22.0,23.0,22.0,24.0,18.0,,21.0,24.0,24.0,22.0,21.0,23.0,24.0,19.0,,,23.0,,25.0,24.0,20.0,21.0,24.0,25.0,25.0,23.0,,22.0,25.0,,22.0,23.0,,,19.0,25.0,24.0
1458,4963,204,H,oregon,78,-250,0.7142857142857143,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,4964,204,V,creighton,79,805,0.11049723756906077,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,4965,204,H,xavier,72,-1155,0.9203187250996016,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,25.0,,,,,
1461,4966,204,V,colorado-state,48,120,0.45454545454545453,13,L,,,,,,,,,,,,,,,,,20.0,24.0,,,,,,,,,,,,,,,,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
1462,4967,204,H,wyoming,59,-140,0.5833333333333334,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,4971,204,H,alabama,62,-525,0.84,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,4972,204,V,kansas-state,47,-165,0.6226415094339622,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,4975,204,H,florida-state,56,-145,0.5918367346938775,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,4976,204,V,san-diego-state,65,-630,0.863013698630137,13,W,,,,,,,,,,,,,,,,,,,23.0,24.0,,,,19.0,,,,24.0,25.0,,,,,,25.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,25.0,,,
1467,4984,205,V,iowa,72,-135,0.574468085106383,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,4985,205,H,michigan,54,115,0.46511627906976744,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,4987,205,H,lsu,77,-630,0.863013698630137,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,4992,205,V,tulsa,57,-280,0.7368421052631579,13,W,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,21.0,,,,,,,
1471,5006,205,V,utep,63,-400,0.8,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,5014,205,V,ucla,69,245,0.2898550724637681,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,5015,205,H,stanford,67,-290,0.7435897435897436,13,L,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,
1474,5016,205,V,cincinnati,62,240,0.29411764705882354,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,5018,205,V,louisiana-tech,60,-200,0.6666666666666666,13,L,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,5034,205,V,byu,74,-140,0.5833333333333334,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,5036,205,V,gonzaga,77,-2500,0.9615384615384616,13,W,2.0,4.0,2.0,3.0,3.0,6.0,3.0,2.0,2.0,3.0,2.0,3.0,7.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,6.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
1478,5039,205,H,california,70,-340,0.7727272727272727,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,5048,205,V,wofford,74,105,0.4878048780487805,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,5063,205,H,murray-state,82,-1350,0.9310344827586207,13,W,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,
1481,5080,206,V,dayton,64,145,0.40816326530612246,13,L,,,24.0,,,,23.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,
1482,5083,206,H,yale,81,-370,0.7872340425531915,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,5084,206,V,harvard,76,-510,0.8360655737704918,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,5100,207,V,illinois,59,398,0.20080321285140562,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,5101,207,H,michigan-state,54,-498,0.8327759197324415,13,L,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,5102,207,V,baylor,87,210,0.3225806451612903,13,W,21.0,17.0,20.0,19.0,21.0,20.0,19.0,20.0,22.0,18.0,20.0,19.0,18.0,20.0,25.0,22.0,22.0,18.0,22.0,15.0,19.0,18.0,19.0,18.0,16.0,19.0,20.0,17.0,17.0,22.0,21.0,19.0,19.0,24.0,17.0,17.0,23.0,21.0,18.0,19.0,22.0,16.0,22.0,21.0,19.0,19.0,17.0,19.0,19.0,,19.0,18.0,19.0,19.0,18.0,19.0,18.0,22.0,17.0,19.0,21.0,20.0,20.0,21.0,19.0
1487,5103,207,H,west-virginia,69,-255,0.7183098591549296,13,L,12.0,16.0,14.0,13.0,15.0,11.0,12.0,13.0,16.0,14.0,15.0,16.0,13.0,14.0,11.0,15.0,13.0,15.0,11.0,12.0,15.0,16.0,11.0,15.0,14.0,15.0,13.0,11.0,15.0,14.0,19.0,11.0,14.0,13.0,14.0,18.0,12.0,14.0,12.0,12.0,16.0,15.0,14.0,14.0,17.0,13.0,14.0,17.0,12.0,14.0,16.0,17.0,14.0,15.0,17.0,15.0,14.0,13.0,12.0,16.0,12.0,11.0,15.0,17.0,12.0
1488,5107,207,H,northeastern,68,-700,0.875,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,5109,207,H,seton-hall,54,-240,0.7058823529411765,13,L,,,,,25.0,,,,,,,,25.0,,22.0,,25.0,,,,24.0,,,,,25.0,,,,25.0,,,,23.0,,,,25.0,,,,,,,,,,,24.0,,,,,,24.0,,,,,,,,,,23.0
1490,5110,207,V,creighton,66,255,0.28169014084507044,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,5112,207,V,tennessee,53,215,0.31746031746031744,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,5113,207,H,georgia,56,-260,0.7222222222222222,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
1493,5114,207,V,providence,69,245,0.2898550724637681,13,L,,,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
1494,5115,207,H,xavier,78,-295,0.7468354430379747,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,25.0,,,,,
1495,5116,207,V,notre-dame,60,455,0.18018018018018017,13,L,10.0,10.0,10.0,8.0,10.0,12.0,7.0,10.0,9.0,8.0,7.0,8.0,10.0,10.0,13.0,8.0,10.0,8.0,9.0,14.0,10.0,10.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,10.0,11.0,12.0,8.0,10.0,10.0,9.0,6.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,12.0,10.0,10.0,10.0,11.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,8.0,9.0,11.0,10.0
1496,5117,207,H,duke,90,-605,0.8581560283687943,13,W,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,6.0,4.0,3.0,3.0,8.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,4.0,4.0
1497,5118,207,V,temple,61,145,0.40816326530612246,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,
1498,5120,207,V,georgetown,53,400,0.2,13,L,,25.0,23.0,24.0,24.0,21.0,21.0,,,24.0,22.0,23.0,23.0,,23.0,21.0,,,21.0,,,23.0,,24.0,20.0,24.0,23.0,20.0,22.0,23.0,22.0,24.0,18.0,,21.0,24.0,24.0,22.0,21.0,23.0,24.0,19.0,,,23.0,,25.0,24.0,20.0,21.0,24.0,25.0,25.0,23.0,,22.0,25.0,,22.0,23.0,,,19.0,25.0,24.0
1499,5121,207,H,villanova,69,-500,0.8333333333333334,13,W,7.0,8.0,9.0,9.0,6.0,7.0,10.0,9.0,7.0,9.0,10.0,7.0,6.0,6.0,7.0,9.0,7.0,6.0,7.0,8.0,8.0,6.0,12.0,7.0,9.0,7.0,8.0,8.0,7.0,6.0,9.0,6.0,10.0,7.0,7.0,8.0,8.0,5.0,8.0,8.0,7.0,6.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,9.0,7.0,10.0,5.0,7.0,9.0
1500,5122,207,V,kansas,62,-125,0.5555555555555556,13,L,8.0,7.0,7.0,7.0,8.0,8.0,11.0,7.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,8.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,10.0,6.0,8.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,10.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,6.0,8.0,2.0,8.0,9.0,7.0
1501,5123,207,H,oklahoma-state,67,105,0.4878048780487805,13,W,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,5125,207,H,iowa-state,75,-2500,0.9615384615384616,13,W,11.0,14.0,11.0,12.0,11.0,10.0,14.0,11.0,11.0,11.0,11.0,14.0,12.0,12.0,12.0,11.0,14.0,14.0,14.0,10.0,14.0,14.0,10.0,13.0,13.0,12.0,12.0,12.0,11.0,13.0,18.0,10.0,12.0,11.0,11.0,16.0,11.0,15.0,11.0,11.0,11.0,12.0,11.0,11.0,14.0,14.0,11.0,13.0,11.0,12.0,12.0,12.0,13.0,13.0,15.0,12.0,13.0,14.0,11.0,12.0,11.0,14.0,11.0,14.0,11.0
1503,5128,207,V,wyoming,50,100,0.5,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,5142,207,V,oklahoma,68,-165,0.6226415094339622,13,W,19.0,20.0,19.0,20.0,17.0,24.0,22.0,19.0,24.0,20.0,21.0,22.0,20.0,25.0,18.0,19.0,,20.0,25.0,23.0,23.0,20.0,22.0,22.0,21.0,21.0,19.0,18.0,23.0,20.0,,20.0,17.0,17.0,23.0,14.0,21.0,,25.0,,18.0,,16.0,22.0,,22.0,18.0,20.0,17.0,,23.0,21.0,21.0,24.0,20.0,21.0,21.0,20.0,23.0,20.0,20.0,18.0,24.0,24.0,20.0
1505,5143,207,H,tcu,56,140,0.4166666666666667,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,5144,207,V,purdue,58,170,0.37037037037037035,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,5148,207,V,florida-state,73,-125,0.5555555555555556,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,5150,207,V,north-carolina,79,-525,0.84,13,W,16.0,11.0,13.0,11.0,12.0,18.0,9.0,18.0,15.0,13.0,13.0,13.0,11.0,15.0,15.0,12.0,15.0,12.0,12.0,13.0,13.0,11.0,14.0,11.0,11.0,13.0,11.0,13.0,13.0,12.0,14.0,14.0,11.0,12.0,15.0,11.0,15.0,12.0,14.0,14.0,15.0,11.0,13.0,15.0,11.0,11.0,16.0,11.0,13.0,10.0,11.0,13.0,11.0,11.0,11.0,11.0,11.0,12.0,14.0,11.0,16.0,12.0,12.0,12.0,14.0
1509,5153,207,H,butler,83,-1100,0.9166666666666666,13,W,20.0,22.0,25.0,21.0,20.0,23.0,,22.0,23.0,21.0,23.0,24.0,19.0,,19.0,,,22.0,,22.0,25.0,22.0,,,19.0,20.0,22.0,19.0,20.0,21.0,23.0,21.0,24.0,18.0,24.0,20.0,22.0,,22.0,22.0,21.0,21.0,25.0,20.0,20.0,23.0,23.0,21.0,,20.0,18.0,22.0,20.0,21.0,19.0,20.0,23.0,,20.0,22.0,23.0,24.0,23.0,20.0,21.0
1510,5162,207,V,byu,87,-380,0.7916666666666666,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,5164,207,V,unlv,82,410,0.19607843137254902,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,5165,207,H,colorado-state,83,-530,0.8412698412698413,13,W,,,,,,,,,,,,,,,,,20.0,24.0,,,,,,,,,,,,,,,,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
1513,5167,207,H,arkansas,61,-2000,0.9523809523809523,13,W,,,,,,,,,,25.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,25.0,23.0,,24.0,,,19.0,24.0,,,,,,25.0,,,,,,,,,25.0,,,,,,
1514,5168,207,V,south-carolina,50,150,0.4,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,5170,207,V,syracuse,77,145,0.40816326530612246,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,5171,207,H,pittsburgh,83,-170,0.6296296296296297,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,5172,207,V,texas,61,-125,0.5555555555555556,13,W,,19.0,,23.0,,,,,,,25.0,21.0,21.0,,,,,21.0,,,20.0,19.0,,23.0,25.0,23.0,,,,,16.0,23.0,,25.0,,,,24.0,,,23.0,,17.0,,,,24.0,25.0,25.0,,25.0,20.0,24.0,,,25.0,20.0,,,,,21.0,22.0,23.0,
1518,5173,207,H,kansas-state,57,105,0.4878048780487805,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,5174,207,V,nebraska,43,160,0.38461538461538464,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,5175,207,H,penn-state,56,-185,0.6491228070175439,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,5176,207,V,arizona,78,-375,0.7894736842105263,13,L,6.0,6.0,5.0,6.0,7.0,5.0,6.0,3.0,3.0,5.0,6.0,6.0,2.0,2.0,6.0,6.0,6.0,7.0,6.0,4.0,4.0,8.0,5.0,4.0,6.0,6.0,7.0,3.0,6.0,7.0,8.0,7.0,6.0,6.0,5.0,6.0,3.0,4.0,6.0,2.0,6.0,7.0,6.0,7.0,7.0,4.0,6.0,6.0,5.0,2.0,3.0,8.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,7.0,6.0,9.0,4.0,6.0,3.0
1522,5185,207,H,wisconsin,65,NL,0.5,13,W,3.0,5.0,6.0,5.0,5.0,2.0,5.0,8.0,4.0,4.0,5.0,5.0,3.0,7.0,3.0,2.0,4.0,5.0,5.0,6.0,3.0,5.0,7.0,6.0,3.0,5.0,5.0,7.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,6.0,3.0,5.0,8.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,6.0,4.0,5.0,3.0,7.0,7.0,5.0,6.0
1523,5186,207,V,utep,67,-300,0.75,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,5192,207,V,connecticut,62,-220,0.6875,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,5196,207,V,louisville,47,230,0.30303030303030304,13,L,9.0,9.0,8.0,10.0,9.0,9.0,8.0,6.0,10.0,10.0,9.0,10.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,6.0,10.0,10.0,9.0,7.0,8.0,7.0,9.0,9.0,10.0,9.0,9.0,7.0,7.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,9.0,6.0,10.0,8.0,8.0
1526,5197,207,H,virginia,52,-275,0.7333333333333333,13,W,5.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,6.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,5.0,6.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,6.0,3.0,5.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,5.0
1527,5202,207,V,alabama,60,185,0.3508771929824561,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,5203,207,H,lsu,71,-220,0.6875,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,5214,207,V,harvard,52,105,0.4878048780487805,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,5215,207,H,yale,50,-125,0.5555555555555556,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,5221,207,H,old-dominion,61,-400,0.8,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,5223,207,H,hofstra,80,-1100,0.9166666666666666,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,5225,207,H,davidson,95,-1100,0.9166666666666666,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,5230,207,V,louisiana-tech,73,-145,0.5918367346938775,13,W,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,5237,207,H,cincinnati,63,-1500,0.9375,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,5241,207,H,northern-iowa,69,-2500,0.9615384615384616,13,W,13.0,12.0,15.0,15.0,13.0,13.0,15.0,12.0,12.0,15.0,14.0,11.0,14.0,11.0,10.0,14.0,16.0,16.0,15.0,11.0,12.0,13.0,13.0,14.0,17.0,14.0,15.0,15.0,16.0,15.0,10.0,15.0,21.0,14.0,13.0,13.0,13.0,16.0,13.0,15.0,12.0,14.0,23.0,12.0,13.0,15.0,12.0,14.0,15.0,16.0,13.0,14.0,15.0,14.0,12.0,14.0,15.0,11.0,13.0,14.0,14.0,13.0,13.0,10.0,13.0
1537,5243,207,H,wichita-state,78,-3900,0.975,13,W,15.0,15.0,16.0,16.0,16.0,15.0,16.0,16.0,13.0,16.0,16.0,12.0,16.0,13.0,16.0,17.0,11.0,13.0,19.0,17.0,17.0,15.0,18.0,16.0,18.0,16.0,16.0,16.0,18.0,16.0,12.0,16.0,22.0,16.0,16.0,15.0,16.0,11.0,16.0,16.0,13.0,17.0,15.0,17.0,15.0,16.0,15.0,15.0,16.0,18.0,14.0,15.0,16.0,16.0,14.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,15.0
