,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
1395,4880,128,V,villanova,85,-340,0.7727272727272727,12,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1396,4882,128,V,michigan-state,74,-265,0.726027397260274,12,W,9.0,7.0,12.0,6.0,6.0,8.0,5.0,9.0,6.0,6.0,5.0,6.0,8.0,8.0,13.0,5.0,6.0,7.0,9.0,6.0,6.0,5.0,7.0,7.0,,8.0,6.0,8.0,6.0,5.0,5.0,7.0,6.0,6.0,9.0,8.0,8.0,6.0,9.0,5.0,6.0,13.0,5.0,5.0,6.0,6.0,5.0,7.0,8.0,8.0,5.0,6.0,5.0,6.0,6.0,6.0,,5.0,6.0,7.0,5.0,5.0,12.0,8.0,10.0,7.0,
1397,4883,128,H,maryland,68,215,0.31746031746031744,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,4888,128,V,oakland,51,100,0.5,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,4893,128,H,davidson,63,-700,0.875,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,4896,128,V,purdue,74,-450,0.8181818181818182,12,W,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,
1401,4898,128,V,seton-hall,86,-270,0.7297297297297297,12,W,,,,,25.0,,,,,24.0,,,,,,,23.0,,,,,23.0,,,,,,,,,24.0,,,,,,,,25.0,23.0,22.0,,25.0,,,,,,25.0,,,,,,,,,,,25.0,,,,,,,
1402,4900,128,V,northern-iowa,47,240,0.29411764705882354,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,4903,128,H,usc,77,NL,0.5,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,4905,128,H,wichita-state,90,-2500,0.9615384615384616,12,W,10.0,18.0,20.0,17.0,12.0,20.0,16.0,17.0,18.0,21.0,16.0,13.0,,22.0,17.0,15.0,16.0,14.0,25.0,25.0,20.0,13.0,24.0,12.0,,17.0,21.0,23.0,17.0,12.0,17.0,19.0,17.0,15.0,17.0,21.0,13.0,20.0,17.0,14.0,13.0,20.0,20.0,17.0,22.0,23.0,22.0,25.0,15.0,17.0,20.0,18.0,15.0,17.0,18.0,25.0,,17.0,17.0,15.0,15.0,12.0,13.0,25.0,8.0,13.0,
1405,4906,128,V,clemson,72,-155,0.6078431372549019,12,W,,17.0,17.0,20.0,20.0,17.0,21.0,14.0,17.0,23.0,20.0,19.0,17.0,14.0,25.0,20.0,20.0,,14.0,22.0,24.0,18.0,15.0,20.0,,15.0,14.0,20.0,19.0,22.0,25.0,20.0,14.0,21.0,22.0,13.0,18.0,14.0,15.0,17.0,23.0,15.0,13.0,20.0,17.0,15.0,14.0,16.0,17.0,19.0,17.0,19.0,23.0,19.0,21.0,17.0,,21.0,20.0,17.0,16.0,20.0,21.0,15.0,22.0,24.0,
1406,4909,128,H,temple,85,-260,0.7222222222222222,12,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,4910,128,V,washington-state,62,310,0.24390243902439024,12,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,4914,129,V,northwestern,47,280,0.2631578947368421,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,4915,129,H,michigan,58,-360,0.782608695652174,13,W,,23.0,,,,,,,23.0,25.0,23.0,,25.0,,9.0,,24.0,,14.0,,,,25.0,,,20.0,24.0,25.0,,,,19.0,23.0,,,,,,25.0,,25.0,15.0,,,25.0,,25.0,21.0,,23.0,,24.0,,,,14.0,,,25.0,24.0,,,,,,25.0,
1410,4916,129,V,notre-dame,66,1100,0.08333333333333333,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,4917,129,H,duke,88,-2500,0.9615384615384616,13,W,6.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,9.0,4.0,4.0,4.0,5.0,5.0,7.0,4.0,4.0,5.0,7.0,4.0,4.0,,4.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,7.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,,8.0,5.0,4.0,7.0,5.0,4.0,4.0,6.0,7.0,
1412,4920,129,V,kansas,70,-125,0.5555555555555556,13,W,4.0,5.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,11.0,9.0,5.0,5.0,9.0,8.0,9.0,6.0,7.0,6.0,8.0,7.0,7.0,,7.0,6.0,7.0,8.0,10.0,8.0,4.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,4.0,9.0,6.0,6.0,11.0,7.0,8.0,8.0,8.0,9.0,5.0,8.0,10.0,4.0,8.0,,13.0,8.0,7.0,5.0,7.0,7.0,6.0,4.0,8.0,
1413,4921,129,H,kansas-state,56,105,0.4878048780487805,13,L,23.0,,,23.0,,,24.0,,,,24.0,,,22.0,16.0,,,15.0,,,,,,22.0,,,25.0,,,23.0,,24.0,,,,25.0,23.0,23.0,20.0,25.0,,,,,,,,,,,24.0,,22.0,,17.0,,,24.0,24.0,,,23.0,,,,16.0,
1414,4922,129,V,nebraska,74,148,0.4032258064516129,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,4923,129,H,wisconsin,63,-175,0.6363636363636364,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,4940,130,V,rhode-island,85,-550,0.8461538461538461,13,W,21.0,24.0,19.0,22.0,14.0,24.0,21.0,24.0,22.0,21.0,20.0,22.0,15.0,24.0,25.0,21.0,21.0,19.0,20.0,25.0,,12.0,20.0,21.0,,,21.0,23.0,19.0,19.0,19.0,16.0,21.0,23.0,22.0,23.0,15.0,25.0,,19.0,21.0,24.0,19.0,20.0,21.0,22.0,,19.0,24.0,24.0,18.0,23.0,23.0,20.0,19.0,20.0,,21.0,21.0,19.0,21.0,18.0,16.0,18.0,24.0,21.0,
1417,4944,130,V,north-carolina,78,-140,0.5833333333333334,13,L,17.0,18.0,23.0,18.0,,14.0,,19.0,19.0,18.0,22.0,24.0,17.0,25.0,17.0,17.0,20.0,22.0,15.0,21.0,18.0,,19.0,18.0,,18.0,14.0,22.0,22.0,20.0,17.0,14.0,16.0,19.0,18.0,18.0,13.0,13.0,19.0,20.0,15.0,18.0,18.0,18.0,17.0,16.0,14.0,17.0,19.0,16.0,,16.0,16.0,16.0,23.0,17.0,,16.0,19.0,17.0,19.0,,15.0,21.0,19.0,,
1418,4945,130,H,clemson,82,120,0.45454545454545453,13,W,19.0,20.0,18.0,20.0,20.0,17.0,19.0,17.0,17.0,24.0,18.0,20.0,23.0,19.0,24.0,22.0,22.0,,16.0,20.0,20.0,23.0,18.0,20.0,,19.0,15.0,20.0,20.0,25.0,25.0,17.0,19.0,20.0,23.0,19.0,19.0,15.0,15.0,18.0,17.0,13.0,16.0,21.0,19.0,17.0,23.0,18.0,16.0,18.0,20.0,20.0,25.0,21.0,24.0,18.0,,18.0,20.0,20.0,18.0,22.0,21.0,15.0,22.0,24.0,
1419,4946,130,V,buffalo,79,-420,0.8076923076923077,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,4954,130,V,ball-state,75,260,0.2777777777777778,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,4956,130,V,tcu,79,-115,0.5348837209302325,13,W,,22.0,,,,,,,,,,,,,23.0,,25.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,
1422,4957,130,H,oklahoma-state,66,-105,0.5121951219512195,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,4959,130,H,ohio-state,71,-600,0.8571428571428571,13,W,16.0,19.0,16.0,19.0,18.0,15.0,20.0,20.0,21.0,17.0,17.0,21.0,16.0,16.0,14.0,19.0,18.0,17.0,11.0,14.0,16.0,15.0,17.0,19.0,,24.0,16.0,21.0,15.0,21.0,20.0,23.0,14.0,14.0,19.0,20.0,17.0,14.0,16.0,16.0,19.0,19.0,17.0,17.0,18.0,18.0,16.0,15.0,20.0,17.0,15.0,19.0,14.0,14.0,16.0,15.0,,20.0,17.0,21.0,16.0,16.0,18.0,14.0,18.0,17.0,
1424,4962,130,V,florida,60,-180,0.6428571428571429,13,L,25.0,25.0,20.0,,,23.0,,23.0,24.0,,,25.0,19.0,21.0,,20.0,,24.0,21.0,18.0,21.0,,21.0,25.0,,21.0,19.0,17.0,21.0,22.0,24.0,,25.0,,25.0,22.0,,19.0,21.0,,23.0,23.0,,25.0,22.0,24.0,17.0,22.0,25.0,,,,,,15.0,22.0,,,,,22.0,,,22.0,,19.0,
1425,4963,130,H,georgia,72,150,0.4,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,4968,130,V,xavier,73,-190,0.6551724137931034,13,W,7.0,7.0,4.0,7.0,5.0,8.0,6.0,4.0,6.0,6.0,6.0,4.0,10.0,6.0,11.0,6.0,6.0,6.0,8.0,6.0,8.0,5.0,6.0,6.0,,10.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,5.0,7.0,4.0,7.0,7.0,6.0,10.0,9.0,4.0,7.0,6.0,7.0,6.0,5.0,7.0,7.0,,5.0,6.0,6.0,6.0,6.0,5.0,9.0,5.0,5.0,
1427,4970,130,V,baylor,96,220,0.3125,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,4971,130,H,oklahoma,98,-270,0.7297297297297297,13,W,15.0,11.0,13.0,13.0,11.0,16.0,17.0,14.0,10.0,13.0,11.0,10.0,8.0,10.0,10.0,11.0,13.0,12.0,12.0,15.0,19.0,21.0,12.0,13.0,,15.0,13.0,14.0,12.0,16.0,15.0,13.0,11.0,12.0,13.0,17.0,12.0,12.0,14.0,11.0,14.0,11.0,12.0,16.0,12.0,12.0,22.0,14.0,12.0,14.0,13.0,13.0,15.0,9.0,13.0,13.0,,14.0,13.0,13.0,13.0,14.0,10.0,12.0,10.0,11.0,
1429,4974,130,V,auburn,79,-220,0.6875,13,W,18.0,15.0,11.0,11.0,10.0,11.0,11.0,8.0,16.0,12.0,16.0,19.0,11.0,9.0,15.0,13.0,15.0,21.0,10.0,9.0,13.0,13.0,10.0,12.0,,11.0,11.0,11.0,11.0,12.0,11.0,12.0,13.0,15.0,10.0,11.0,20.0,10.0,13.0,14.0,18.0,10.0,8.0,10.0,11.0,7.0,12.0,10.0,11.0,9.0,8.0,11.0,9.0,18.0,10.0,11.0,,15.0,11.0,11.0,12.0,17.0,19.0,10.0,15.0,18.0,
1430,4976,130,V,arkansas,66,180,0.35714285714285715,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,4979,130,H,kentucky,83,-500,0.8333333333333334,13,W,,21.0,21.0,21.0,17.0,21.0,18.0,16.0,20.0,20.0,21.0,16.0,20.0,17.0,22.0,24.0,19.0,18.0,22.0,17.0,22.0,18.0,22.0,14.0,,23.0,23.0,18.0,23.0,17.0,21.0,22.0,20.0,17.0,20.0,15.0,21.0,20.0,17.0,21.0,22.0,20.0,23.0,22.0,24.0,20.0,24.0,24.0,22.0,22.0,22.0,21.0,17.0,24.0,22.0,24.0,,23.0,23.0,22.0,24.0,21.0,23.0,19.0,21.0,20.0,
1432,4983,130,H,south-dakota-state,80,-1600,0.9411764705882353,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,4986,131,V,penn-state,68,1000,0.09090909090909091,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,4987,131,H,michigan-state,76,-2000,0.9523809523809523,13,W,5.0,6.0,9.0,5.0,6.0,7.0,4.0,9.0,4.0,5.0,4.0,5.0,5.0,7.0,7.0,4.0,4.0,5.0,7.0,5.0,4.0,4.0,5.0,5.0,,5.0,4.0,5.0,6.0,4.0,4.0,6.0,5.0,5.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,9.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,9.0,7.0,9.0,4.0,
1435,4989,131,H,tennessee,84,-500,0.8333333333333334,13,W,20.0,16.0,12.0,17.0,21.0,18.0,16.0,15.0,18.0,16.0,19.0,14.0,18.0,13.0,19.0,18.0,17.0,23.0,19.0,13.0,24.0,14.0,16.0,23.0,,12.0,22.0,13.0,16.0,15.0,18.0,21.0,15.0,21.0,17.0,12.0,24.0,16.0,24.0,,20.0,16.0,22.0,19.0,15.0,19.0,13.0,16.0,21.0,20.0,17.0,18.0,12.0,23.0,25.0,19.0,,19.0,18.0,18.0,15.0,,20.0,17.0,16.0,23.0,
1436,4991,131,H,cincinnati,80,-450,0.8181818181818182,13,W,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,9.0,8.0,6.0,6.0,8.0,12.0,8.0,7.0,4.0,9.0,8.0,7.0,6.0,8.0,8.0,,8.0,9.0,9.0,5.0,5.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,9.0,6.0,8.0,7.0,8.0,8.0,8.0,6.0,6.0,9.0,6.0,7.0,8.0,7.0,8.0,8.0,6.0,,6.0,7.0,8.0,9.0,8.0,6.0,8.0,8.0,6.0,
1437,4994,131,V,louisville,64,450,0.18181818181818182,13,L,22.0,,,,,25.0,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,24.0,,,16.0,24.0,,,,,,,,,,,23.0,,,,,,,,,,,,,19.0,25.0,,,22.0,
1438,4995,131,H,virginia,74,-650,0.8666666666666667,13,W,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,
1439,4996,131,V,st.-bonaventure,85,-350,0.7777777777777778,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,5001,131,H,davidson,84,-400,0.8,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,5004,131,V,west-virginia,77,-450,0.8181818181818182,13,L,14.0,14.0,22.0,12.0,13.0,22.0,15.0,13.0,11.0,11.0,12.0,17.0,13.0,14.0,13.0,14.0,16.0,14.0,23.0,19.0,9.0,19.0,11.0,17.0,,14.0,12.0,19.0,17.0,18.0,14.0,18.0,22.0,18.0,12.0,16.0,11.0,21.0,18.0,10.0,13.0,14.0,13.0,12.0,16.0,13.0,11.0,23.0,15.0,15.0,16.0,12.0,18.0,15.0,20.0,21.0,,17.0,12.0,10.0,11.0,11.0,14.0,20.0,12.0,13.0,
1442,5006,131,V,providence,57,310,0.24390243902439024,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,5007,131,H,seton-hall,73,-410,0.803921568627451,13,W,,,,,24.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,22.0,,,24.0,,,,,,,,,,,,,,,,,25.0,,,,,,,
1444,5008,131,V,syracuse,51,-110,0.5238095238095238,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,5010,131,V,florida-state,72,-210,0.6774193548387096,13,L,,,25.0,,23.0,20.0,23.0,25.0,,,,23.0,,,,25.0,,,,23.0,17.0,24.0,,24.0,,,,,25.0,,,,24.0,,24.0,,25.0,,,,,,21.0,,,,19.0,,18.0,25.0,21.0,,,25.0,,25.0,,25.0,22.0,,25.0,24.0,,,,,
1446,5012,131,V,northern-iowa,49,105,0.4878048780487805,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,5015,131,H,valparaiso,69,-135,0.574468085106383,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,5019,131,H,south-carolina,76,-200,0.6666666666666666,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,5022,131,V,maryland,67,900,0.1,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,5023,131,H,purdue,75,-1600,0.9411764705882353,13,W,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
1451,5024,131,V,virginia-tech,85,-120,0.5454545454545454,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,5026,131,V,texas,71,300,0.25,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,5027,131,H,texas-tech,73,-400,0.8,13,W,10.0,9.0,10.0,10.0,19.0,9.0,10.0,10.0,9.0,8.0,10.0,8.0,12.0,11.0,6.0,10.0,10.0,13.0,18.0,10.0,11.0,10.0,15.0,10.0,,9.0,10.0,8.0,9.0,11.0,10.0,9.0,12.0,10.0,9.0,10.0,18.0,11.0,10.0,12.0,10.0,12.0,10.0,11.0,10.0,9.0,9.0,11.0,7.0,10.0,12.0,10.0,11.0,13.0,11.0,16.0,,9.0,10.0,15.0,10.0,13.0,12.0,13.0,11.0,12.0,
1454,5030,131,V,missouri,69,200,0.3333333333333333,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,5031,131,H,alabama,60,-250,0.7142857142857143,13,L,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,5032,131,V,butler,92,130,0.43478260869565216,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,5040,131,V,arizona,100,-900,0.9,13,W,9.0,10.0,7.0,9.0,9.0,10.0,9.0,11.0,12.0,10.0,9.0,7.0,7.0,12.0,8.0,7.0,9.0,8.0,5.0,11.0,10.0,9.0,9.0,9.0,,6.0,8.0,10.0,10.0,8.0,9.0,10.0,9.0,9.0,11.0,9.0,9.0,9.0,9.0,8.0,9.0,6.0,11.0,9.0,9.0,10.0,15.0,7.0,10.0,11.0,10.0,9.0,10.0,7.0,9.0,9.0,,7.0,9.0,9.0,8.0,9.0,8.0,5.0,14.0,9.0,
1458,5041,131,H,washington-state,72,600,0.14285714285714285,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,5045,131,H,nevada,102,-330,0.7674418604651163,13,W,,,24.0,24.0,25.0,,,,25.0,,,,,23.0,,,,25.0,24.0,,23.0,,23.0,,,25.0,,,24.0,,,25.0,,,,,,,,23.0,,,25.0,24.0,,25.0,,,,,23.0,25.0,,,,,,22.0,,,,,,25.0,23.0,,
1460,5047,131,H,unlv,76,-3250,0.9701492537313433,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,5048,201,V,creighton,78,900,0.1,13,L,,,,,,,25.0,,,,25.0,,,,,,,,,22.0,25.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,19.0,,,,,,23.0,,25.0,,,25.0,,
1462,5049,201,H,villanova,98,-1600,0.9411764705882353,13,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,
1463,5050,201,V,wichita-state,79,-350,0.7777777777777778,13,L,13.0,17.0,17.0,16.0,12.0,19.0,14.0,18.0,15.0,19.0,15.0,12.0,24.0,20.0,18.0,15.0,14.0,10.0,25.0,24.0,15.0,11.0,24.0,11.0,,16.0,20.0,16.0,18.0,9.0,16.0,20.0,17.0,11.0,16.0,21.0,10.0,22.0,12.0,13.0,16.0,21.0,20.0,15.0,20.0,21.0,21.0,20.0,13.0,19.0,19.0,17.0,13.0,17.0,12.0,23.0,,12.0,16.0,16.0,14.0,10.0,11.0,23.0,7.0,10.0,
1464,5051,201,H,temple,81,275,0.26666666666666666,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,5056,201,V,towson,75,-500,0.8333333333333334,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,5084,201,V,northwestern,60,125,0.4444444444444444,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,5085,201,H,wisconsin,52,-145,0.5918367346938775,13,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,5088,201,V,oregon,66,-440,0.8148148148148148,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,5091,201,H,gonzaga,69,-3750,0.974025974025974,13,W,11.0,13.0,15.0,15.0,16.0,13.0,13.0,12.0,14.0,15.0,14.0,13.0,22.0,18.0,21.0,12.0,12.0,16.0,17.0,12.0,14.0,17.0,14.0,15.0,,13.0,18.0,15.0,14.0,13.0,12.0,11.0,10.0,13.0,15.0,14.0,22.0,18.0,11.0,17.0,11.0,17.0,15.0,14.0,14.0,15.0,8.0,12.0,17.0,12.0,14.0,15.0,21.0,12.0,18.0,12.0,,10.0,15.0,14.0,17.0,15.0,13.0,16.0,17.0,14.0,
1470,5098,201,V,western-kentucky,72,-550,0.8461538461538461,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,5102,201,V,arizona-state,64,-150,0.6,13,L,24.0,,,25.0,22.0,,22.0,22.0,,22.0,,18.0,,,,23.0,23.0,,,,,,,,,,,24.0,,,23.0,,,,21.0,24.0,,,22.0,,24.0,22.0,,23.0,23.0,23.0,,,,21.0,,22.0,20.0,22.0,21.0,,,,,,,20.0,,,20.0,,
1472,5127,201,H,south-dakota-state,82,-350,0.7777777777777778,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,5130,201,V,belmont,98,-900,0.9,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,5142,201,V,murray-state,87,-800,0.8888888888888888,13,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
