,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
334,1174,1126,N,arkansas,102,-240,0.7058823529411765,3,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1178,1126,N,north-carolina,45,110,0.47619047619047616,3,L,8.0,10.0,5.0,9.0,11.0,7.0,8.0,6.0,10.0,8.0,9.0,9.0,9.0,10.0,19.0,8.0,10.0,5.0,11.0,7.0,5.0,6.0,8.0,10.0,11.0,9.0,8.0,8.0,7.0,8.0,8.0,9.0,12.0,14.0,12.0,14.0,6.0,5.0,6.0,12.0,8.0,13.0,13.0,9.0,8.0,11.0,11.0,10.0,16.0,13.0,9.0,8.0,10.0,11.0,10.0,10.0,9.0,11.0,8.0,8.0,7.0,10.0,10.0,13.0,8.0,,
336,1179,1126,N,michigan-state,63,-130,0.5652173913043478,3,W,4.0,4.0,4.0,4.0,4.0,6.0,5.0,7.0,4.0,3.0,2.0,5.0,6.0,6.0,2.0,7.0,7.0,6.0,2.0,9.0,6.0,4.0,6.0,6.0,4.0,5.0,3.0,3.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,7.0,4.0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,3.0,7.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,6.0,4.0,3.0,,
337,1180,1126,N,texas,71,140,0.4166666666666667,3,L,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1181,1126,N,gonzaga,76,-160,0.6153846153846154,3,W,17.0,15.0,,21.0,20.0,19.0,18.0,18.0,15.0,20.0,17.0,22.0,18.0,23.0,23.0,13.0,16.0,13.0,18.0,13.0,19.0,13.0,20.0,18.0,15.0,19.0,21.0,15.0,16.0,13.0,20.0,13.0,18.0,16.0,18.0,15.0,21.0,18.0,14.0,20.0,17.0,19.0,20.0,17.0,17.0,14.0,20.0,17.0,20.0,16.0,17.0,19.0,17.0,16.0,23.0,16.0,16.0,15.0,18.0,19.0,17.0,19.0,20.0,17.0,17.0,,
339,1182,1126,N,butler,67,-110,0.5238095238095238,3,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1183,1126,N,ohio-state,66,-110,0.5238095238095238,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1186,1126,N,duke,87,-150,0.6,3,W,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
342,1187,1126,N,florida,84,130,0.43478260869565216,3,L,7.0,6.0,11.0,10.0,14.0,9.0,7.0,8.0,7.0,7.0,8.0,14.0,8.0,16.0,6.0,15.0,6.0,9.0,7.0,6.0,11.0,7.0,10.0,5.0,6.0,8.0,9.0,13.0,10.0,3.0,7.0,8.0,8.0,6.0,9.0,12.0,5.0,10.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,10.0,9.0,7.0,10.0,9.0,8.0,12.0,8.0,8.0,8.0,9.0,12.0,9.0,8.0,19.0,14.0,9.0,,
343,1195,1126,N,georgia,83,280,0.2631578947368421,3,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1196,1126,V,harvard,61,-260,0.7222222222222222,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1198,1126,N,washington-state,93,400,0.2,3,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1199,1126,N,san-diego-state,86,-550,0.8461538461538461,3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1210,1127,V,maryland,70,125,0.4444444444444444,4,L,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1211,1127,H,syracuse,72,-145,0.5918367346938775,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1214,1127,V,south-carolina,78,NL,0.5,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1218,1127,V,wisconsin,37,289,0.2570694087403599,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1219,1127,H,virginia,49,-360,0.782608695652174,4,W,21.0,21.0,14.0,17.0,21.0,20.0,19.0,18.0,21.0,21.0,16.0,24.0,18.0,13.0,13.0,21.0,15.0,16.0,13.0,14.0,16.0,16.0,11.0,20.0,,16.0,18.0,16.0,21.0,20.0,20.0,14.0,21.0,17.0,19.0,15.0,19.0,20.0,22.0,17.0,22.0,20.0,16.0,17.0,19.0,19.0,10.0,24.0,18.0,17.0,14.0,19.0,16.0,19.0,19.0,18.0,22.0,,20.0,23.0,16.0,19.0,19.0,16.0,21.0,,
352,1220,1127,V,oakland,93,-450,0.8181818181818182,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1225,1127,H,cincinnati,83,NL,0.5,4,W,7.0,13.0,12.0,12.0,6.0,9.0,12.0,10.0,13.0,10.0,10.0,9.0,13.0,9.0,18.0,11.0,11.0,9.0,16.0,4.0,9.0,12.0,15.0,13.0,,11.0,14.0,11.0,11.0,10.0,8.0,11.0,9.0,5.0,10.0,13.0,17.0,11.0,11.0,12.0,11.0,10.0,9.0,10.0,9.0,12.0,6.0,11.0,11.0,10.0,16.0,12.0,10.0,15.0,9.0,11.0,15.0,14.0,9.0,16.0,13.0,12.0,11.0,12.0,10.0,,
354,1226,1128,V,baylor,63,180,0.35714285714285715,4,L,16.0,15.0,16.0,14.0,16.0,14.0,15.0,13.0,17.0,18.0,18.0,,15.0,10.0,,15.0,17.0,21.0,17.0,13.0,15.0,15.0,17.0,16.0,,17.0,16.0,15.0,24.0,22.0,17.0,20.0,14.0,13.0,17.0,12.0,14.0,19.0,21.0,24.0,16.0,15.0,17.0,15.0,16.0,16.0,21.0,20.0,17.0,18.0,17.0,17.0,19.0,20.0,20.0,16.0,16.0,13.0,17.0,15.0,18.0,16.0,21.0,22.0,20.0,,
355,1227,1128,H,xavier,76,-220,0.6875,4,W,19.0,18.0,25.0,20.0,19.0,16.0,20.0,22.0,20.0,20.0,21.0,18.0,,21.0,22.0,18.0,21.0,20.0,21.0,12.0,22.0,23.0,23.0,19.0,,18.0,22.0,20.0,19.0,24.0,18.0,18.0,20.0,20.0,24.0,22.0,22.0,23.0,18.0,18.0,21.0,22.0,20.0,22.0,,25.0,17.0,18.0,16.0,21.0,22.0,22.0,20.0,16.0,21.0,19.0,17.0,21.0,22.0,20.0,21.0,22.0,16.0,18.0,24.0,,
356,1231,1128,H,rhode-island,86,-4000,0.975609756097561,4,W,,,22.0,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1232,1128,V,florida-state,78,-210,0.6774193548387096,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1234,1128,V,davidson,85,-480,0.8275862068965517,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1236,1128,V,northwestern,51,-145,0.5918367346938775,4,L,,,,,,,,,,,,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,
360,1239,1128,H,kansas,96,-10000,0.9900990099009901,4,W,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,,
361,1242,1128,V,louisville,57,325,0.23529411764705882,4,L,13.0,14.0,,15.0,14.0,15.0,17.0,19.0,16.0,19.0,17.0,15.0,16.0,,,16.0,16.0,19.0,18.0,18.0,17.0,14.0,19.0,15.0,,,,,20.0,14.0,15.0,19.0,17.0,18.0,18.0,19.0,13.0,14.0,15.0,22.0,15.0,21.0,13.0,18.0,14.0,17.0,18.0,16.0,25.0,16.0,18.0,14.0,22.0,13.0,12.0,17.0,18.0,17.0,15.0,13.0,12.0,14.0,15.0,19.0,13.0,,
362,1243,1128,H,purdue,66,-425,0.8095238095238095,4,W,,,,,,17.0,,,,,,,,,,,25.0,,,,,,,,,22.0,,,25.0,,,,,,,,16.0,,25.0,,18.0,,,,24.0,,15.0,19.0,,,,,,25.0,,,,,,,,25.0,,,,,
363,1249,1128,H,valparaiso,72,-400,0.8,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1251,1128,H,boise-state,87,-170,0.6296296296296297,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1255,1128,H,virginia-tech,79,-425,0.8095238095238095,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1268,1128,V,south-dakota-state,99,450,0.18181818181818182,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1271,1128,H,georgetown,76,-12500,0.9920634920634921,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1276,1129,V,auburn,73,-185,0.6491228070175439,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1277,1129,H,dayton,60,155,0.39215686274509803,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1289,1129,H,villanova,90,NL,0.5,4,W,4.0,4.0,6.0,6.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,9.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,,4.0,6.0,4.0,2.0,3.0,4.0,5.0,6.0,3.0,3.0,6.0,3.0,4.0,3.0,3.0,4.0,6.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,,
371,1292,1129,V,penn-state,78,-145,0.5918367346938775,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1294,1129,V,clemson,79,190,0.3448275862068966,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,1295,1129,H,ohio-state,65,-240,0.7058823529411765,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1296,1129,V,michigan,71,375,0.21052631578947367,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1297,1129,H,north-carolina,86,-500,0.8333333333333334,4,W,14.0,8.0,10.0,10.0,13.0,12.0,10.0,11.0,12.0,11.0,13.0,12.0,5.0,11.0,11.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,9.0,14.0,12.0,13.0,11.0,13.0,16.0,14.0,12.0,16.0,9.0,10.0,9.0,13.0,12.0,17.0,15.0,13.0,11.0,11.0,14.0,13.0,19.0,14.0,13.0,11.0,12.0,14.0,14.0,13.0,9.0,9.0,12.0,12.0,10.0,13.0,12.0,13.0,8.0,,
376,1298,1129,V,unlv,68,105,0.4878048780487805,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,
377,1299,1129,H,northern-iowa,77,-125,0.5555555555555556,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1307,1129,H,alabama,77,-800,0.8888888888888888,4,W,,19.0,,21.0,,,,,25.0,22.0,23.0,21.0,,19.0,,24.0,22.0,25.0,,23.0,23.0,,,,,,,21.0,23.0,,,23.0,,,23.0,23.0,25.0,18.0,,21.0,,19.0,,,25.0,23.0,,,22.0,20.0,23.0,,21.0,24.0,24.0,25.0,21.0,,25.0,21.0,23.0,23.0,,,,,
379,1311,1129,H,arizona,91,-6000,0.9836065573770492,4,W,,,,,,,,,,,,20.0,23.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,23.0,17.0,,19.0,,,,,,,,,,,,,,,,,
380,1315,1129,H,nebraska,71,-155,0.6078431372549019,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1318,1129,V,duke,91,-450,0.8181818181818182,4,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
382,1321,1129,H,nevada,98,-1400,0.9333333333333333,4,W,24.0,20.0,15.0,,,,24.0,,,,,,,,14.0,,,,,19.0,25.0,,,,,23.0,25.0,,,23.0,,,,,,,,,,23.0,,23.0,,,,24.0,,,,,,25.0,,,,,,,,,24.0,24.0,,,,,
383,1322,1129,V,buffalo,106,-145,0.5918367346938775,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1327,1129,H,providence,88,-1400,0.9333333333333333,4,W,,,,,,,,,,,,22.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1328,1129,V,st.-bonaventure,75,-400,0.8,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1335,1129,H,tennessee,84,-900,0.9,4,W,,,,,,,,,,,,,,,,,,,,,,24.0,25.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,23.0,,,,,,,,,,20.0,,,,
387,1337,1129,H,kansas-state,77,-8500,0.9883720930232558,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1341,1129,H,oklahoma-state,79,-7000,0.9859154929577465,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1343,1129,H,western-kentucky,83,-900,0.9,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1350,1129,V,belmont,76,600,0.14285714285714285,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1351,1129,H,tcu,87,-900,0.9,4,W,,22.0,19.0,23.0,24.0,,23.0,25.0,24.0,,25.0,,20.0,22.0,23.0,25.0,,,24.0,24.0,21.0,21.0,22.0,24.0,,20.0,,,,19.0,25.0,25.0,23.0,25.0,22.0,,24.0,,,,23.0,,21.0,24.0,,,,,23.0,,24.0,23.0,25.0,,25.0,,25.0,,24.0,,22.0,18.0,23.0,21.0,22.0,,
392,1361,1129,H,ucla,75,-1600,0.9411764705882353,4,W,25.0,,,25.0,25.0,,,24.0,,,,17.0,,,,,23.0,,,,20.0,18.0,,,,,,25.0,,,,,,,,,23.0,25.0,23.0,,,,,25.0,21.0,,,25.0,,,,,,23.0,,23.0,,25.0,,24.0,,,,25.0,,,
393,1362,1130,V,notre-dame,63,253,0.28328611898017,4,L,8.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,11.0,,6.0,7.0,5.0,5.0,7.0,6.0,7.0,5.0,4.0,7.0,4.0,6.0,6.0,7.0,7.0,6.0,5.0,8.0,5.0,7.0,5.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,8.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,5.0,9.0,,
394,1363,1130,H,michigan-state,81,-311,0.7566909975669099,4,W,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,,5.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,8.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,,
395,1364,1130,V,harvard,61,-130,0.5652173913043478,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1373,1130,H,oklahoma,82,NL,0.5,4,W,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,
397,1374,1130,V,missouri,62,-200,0.6666666666666666,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1376,1130,V,san-diego-state,66,-235,0.7014925373134329,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1380,1130,N,texas-tech,79,131,0.4329004329004329,4,L,,,20.0,24.0,22.0,23.0,21.0,15.0,23.0,23.0,19.0,,19.0,18.0,17.0,,,,23.0,25.0,19.0,,21.0,21.0,,21.0,24.0,23.0,22.0,21.0,21.0,24.0,24.0,21.0,21.0,17.0,20.0,,20.0,19.0,,24.0,22.0,19.0,23.0,22.0,22.0,,20.0,23.0,19.0,24.0,24.0,,22.0,20.0,20.0,18.0,18.0,19.0,,20.0,25.0,,,,
400,1381,1130,N,seton-hall,89,-152,0.6031746031746031,4,W,23.0,,,,17.0,19.0,,,,,,,,,25.0,,24.0,22.0,,21.0,24.0,,,23.0,,,19.0,,17.0,25.0,24.0,,22.0,,,,,24.0,,,24.0,,24.0,,22.0,,24.0,22.0,24.0,,,,,,23.0,,,,23.0,,25.0,,,,,,
401,1382,1130,N,south-carolina,60,100,0.5,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1383,1130,N,temple,76,-120,0.5454545454545454,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1392,1201,V,purdue,80,-170,0.6296296296296297,4,W,,,,,,17.0,,,,,,,,,,,25.0,,,,,,,,,22.0,,,25.0,,,,,,,,16.0,,25.0,,18.0,,,,24.0,,15.0,19.0,,,,,,25.0,,,,,,,,25.0,,,,,
404,1393,1201,H,maryland,75,145,0.40816326530612246,4,L,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,1396,1201,V,davidson,75,550,0.15384615384615385,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1397,1201,H,north-carolina,85,-800,0.8888888888888888,4,W,14.0,8.0,10.0,10.0,13.0,12.0,10.0,11.0,12.0,11.0,13.0,12.0,5.0,11.0,11.0,13.0,14.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,9.0,14.0,12.0,13.0,11.0,13.0,16.0,14.0,12.0,16.0,9.0,10.0,9.0,13.0,12.0,17.0,15.0,13.0,11.0,11.0,14.0,13.0,19.0,14.0,13.0,11.0,12.0,14.0,14.0,13.0,9.0,9.0,12.0,12.0,10.0,13.0,12.0,13.0,8.0,,
407,1399,1201,H,northwestern,72,-230,0.696969696969697,4,W,,,,,,,,,,,,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,
408,1400,1201,V,boise-state,73,270,0.2702702702702703,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1401,1201,H,oregon,70,-340,0.7727272727272727,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1402,1201,V,creighton,74,360,0.21739130434782608,4,L,20.0,24.0,23.0,,,,25.0,,18.0,25.0,24.0,,,23.0,,22.0,,23.0,19.0,,,,24.0,25.0,,,,18.0,,,23.0,21.0,25.0,19.0,25.0,,,22.0,,25.0,,25.0,25.0,23.0,,21.0,,23.0,21.0,25.0,,20.0,,,,22.0,23.0,23.0,,22.0,,,,24.0,16.0,,
411,1403,1201,H,gonzaga,91,-470,0.8245614035087719,4,W,18.0,16.0,18.0,18.0,20.0,18.0,16.0,16.0,15.0,17.0,14.0,19.0,24.0,16.0,10.0,14.0,12.0,12.0,12.0,16.0,,17.0,14.0,18.0,,13.0,15.0,13.0,13.0,16.0,19.0,10.0,15.0,16.0,15.0,14.0,18.0,15.0,16.0,15.0,17.0,14.0,23.0,16.0,20.0,14.0,16.0,15.0,12.0,15.0,12.0,16.0,14.0,17.0,15.0,15.0,10.0,12.0,16.0,14.0,17.0,21.0,17.0,15.0,14.0,,
412,1406,1201,N,towson,67,155,0.39215686274509803,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1412,1202,V,cincinnati,76,125,0.4444444444444444,4,L,7.0,13.0,12.0,12.0,6.0,9.0,12.0,10.0,13.0,10.0,10.0,9.0,13.0,9.0,18.0,11.0,11.0,9.0,16.0,4.0,9.0,12.0,15.0,13.0,,11.0,14.0,11.0,11.0,10.0,8.0,11.0,9.0,5.0,10.0,13.0,17.0,11.0,11.0,12.0,11.0,10.0,9.0,10.0,9.0,12.0,6.0,11.0,11.0,10.0,16.0,12.0,10.0,15.0,9.0,11.0,15.0,14.0,9.0,16.0,13.0,12.0,11.0,12.0,10.0,,
414,1413,1202,H,xavier,89,-145,0.5918367346938775,4,W,19.0,18.0,25.0,20.0,19.0,16.0,20.0,22.0,20.0,20.0,21.0,18.0,,21.0,22.0,18.0,21.0,20.0,21.0,12.0,22.0,23.0,23.0,19.0,,18.0,22.0,20.0,19.0,24.0,18.0,18.0,20.0,20.0,24.0,22.0,22.0,23.0,18.0,18.0,21.0,22.0,20.0,22.0,,25.0,17.0,18.0,16.0,21.0,22.0,22.0,20.0,16.0,21.0,19.0,17.0,21.0,22.0,20.0,21.0,22.0,16.0,18.0,24.0,,
415,1417,1202,H,michigan,69,-350,0.7777777777777778,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1420,1202,V,georgia,73,190,0.3448275862068966,4,W,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1424,1202,V,wichita-state,69,-160,0.6153846153846154,4,W,9.0,10.0,7.0,7.0,8.0,6.0,9.0,9.0,8.0,7.0,7.0,8.0,9.0,8.0,7.0,10.0,9.0,8.0,8.0,11.0,12.0,8.0,8.0,8.0,,7.0,8.0,7.0,6.0,11.0,7.0,9.0,8.0,12.0,8.0,5.0,7.0,8.0,8.0,8.0,9.0,11.0,12.0,7.0,12.0,10.0,5.0,9.0,9.0,8.0,7.0,9.0,9.0,7.0,10.0,9.0,7.0,7.0,8.0,6.0,11.0,8.0,9.0,9.0,15.0,,
418,1425,1202,H,baylor,62,140,0.4166666666666667,4,L,16.0,15.0,16.0,14.0,16.0,14.0,15.0,13.0,17.0,18.0,18.0,,15.0,10.0,,15.0,17.0,21.0,17.0,13.0,15.0,15.0,17.0,16.0,,17.0,16.0,15.0,24.0,22.0,17.0,20.0,14.0,13.0,17.0,12.0,14.0,19.0,21.0,24.0,16.0,15.0,17.0,15.0,16.0,16.0,21.0,20.0,17.0,18.0,17.0,17.0,19.0,20.0,20.0,16.0,16.0,13.0,17.0,15.0,18.0,16.0,21.0,22.0,20.0,,
