,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
975,3420,113,V,marquette,68.0,NL,0.5,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,3421,113,H,villanova,83.0,NL,0.5,10,W,7.0,6.0,8.0,7.0,6.0,6.0,15.0,7.0,7.0,6.0,6.0,5.0,6.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,,6.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,8.0,5.0,7.0,9.0,6.0,6.0,8.0,14.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,8.0
977,3423,113,H,purdue,74.0,-1700,0.9444444444444444,10,W,25.0,20.0,24.0,,,17.0,23.0,23.0,23.0,,23.0,,,25.0,25.0,23.0,18.0,25.0,,,,23.0,,,25.0,,23.0,23.0,,24.0,,23.0,17.0,,24.0,,23.0,24.0,,,23.0,,23.0,,23.0,23.0,22.0,,17.0,23.0,,24.0,16.0,22.0,,22.0,23.0,19.0,25.0,,,23.0,23.0,,23.0,24.0
978,3425,113,H,lsu,90.0,-575,0.8518518518518519,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,3426,113,V,south-carolina,50.0,-175,0.6363636363636364,10,L,17.0,18.0,16.0,20.0,19.0,21.0,13.0,20.0,12.0,19.0,21.0,22.0,16.0,21.0,16.0,14.0,21.0,19.0,13.0,14.0,11.0,20.0,13.0,17.0,18.0,15.0,21.0,17.0,16.0,22.0,19.0,17.0,19.0,,19.0,19.0,20.0,19.0,18.0,16.0,17.0,21.0,19.0,17.0,17.0,18.0,18.0,20.0,18.0,17.0,19.0,18.0,17.0,14.0,22.0,15.0,21.0,21.0,24.0,19.0,19.0,12.0,17.0,,9.0,20.0
980,3428,113,V,wichita-state,78.0,-1300,0.9285714285714286,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,25.0,,
981,3430,113,V,florida-state,85.0,110,0.47619047619047616,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,3435,113,H,notre-dame,72.0,-365,0.7849462365591398,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,3436,113,V,oklahoma,74.0,-400,0.8,10,W,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
984,3437,113,H,oklahoma-state,72.0,325,0.23529411764705882,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,3440,113,V,san-diego-state,69.0,-160,0.6153846153846154,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,3441,113,H,colorado-state,62.0,140,0.4166666666666667,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,3442,113,V,boise-state,74.0,-185,0.6491228070175439,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,3444,113,V,oregon-state,54.0,180,0.35714285714285715,10,L,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,3445,113,H,colorado,71.0,-210,0.6774193548387096,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,3446,113,V,usc,89.0,125,0.4444444444444444,10,W,,,,22.0,25.0,,,25.0,,25.0,,,24.0,23.0,,25.0,,24.0,,,,,25.0,22.0,,25.0,,,,23.0,,,,,,24.0,24.0,21.0,21.0,,,23.0,25.0,22.0,22.0,,,25.0,,,23.0,,25.0,24.0,25.0,16.0,,,21.0,25.0,23.0,,24.0,,,
991,3447,113,H,ucla,75.0,-145,0.5918367346938775,10,L,,,,23.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,
992,3454,114,V,connecticut,51.0,-105,0.5121951219512195,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,3455,114,H,tulsa,60.0,-115,0.5348837209302325,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,3456,114,V,iowa,76.0,390,0.20408163265306123,10,W,15.0,23.0,18.0,11.0,15.0,13.0,25.0,15.0,9.0,18.0,19.0,14.0,9.0,20.0,13.0,19.0,9.0,17.0,18.0,8.0,21.0,17.0,21.0,13.0,14.0,17.0,16.0,12.0,11.0,21.0,15.0,20.0,10.0,,16.0,21.0,14.0,11.0,20.0,20.0,19.0,19.0,17.0,14.0,15.0,12.0,14.0,16.0,12.0,14.0,17.0,20.0,22.0,12.0,18.0,19.0,15.0,13.0,18.0,17.0,10.0,21.0,18.0,14.0,17.0,13.0
995,3457,114,H,michigan-state,59.0,-510,0.8360655737704918,10,L,4.0,4.0,6.0,4.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0
996,3465,114,H,northeastern,63.0,-245,0.7101449275362319,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,3468,114,V,uab,72.0,135,0.425531914893617,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,3469,114,H,old-dominion,71.0,-155,0.6078431372549019,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,3474,114,V,louisiana-tech,74.0,-185,0.6491228070175439,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,3487,114,H,valparaiso,68.0,-907,0.900695134061569,10,W,,,,,,,,,,,,,,,,,24.0,,,25.0,,,,,,,,,,,,,25.0,,,,,,,,25.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,
1001,3501,114,H,arizona,99.0,-1505,0.9376947040498442,10,W,12.0,24.0,14.0,24.0,17.0,16.0,16.0,13.0,21.0,12.0,16.0,18.0,22.0,15.0,20.0,17.0,16.0,20.0,16.0,23.0,15.0,15.0,14.0,15.0,16.0,23.0,15.0,16.0,15.0,13.0,23.0,18.0,13.0,,14.0,25.0,25.0,22.0,16.0,17.0,12.0,25.0,13.0,23.0,21.0,15.0,13.0,15.0,20.0,24.0,24.0,14.0,15.0,20.0,15.0,17.0,17.0,14.0,22.0,22.0,17.0,16.0,15.0,21.0,24.0,17.0
1002,3502,114,V,byu,69.0,260,0.2777777777777778,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,3503,114,H,gonzaga,68.0,-325,0.7647058823529411,10,L,22.0,,,25.0,23.0,22.0,18.0,,25.0,24.0,24.0,21.0,,16.0,23.0,24.0,,,24.0,,,25.0,23.0,24.0,24.0,,,,25.0,,24.0,24.0,,,,,,,24.0,22.0,,18.0,24.0,24.0,,24.0,,22.0,23.0,,22.0,25.0,,,,,,,,23.0,,24.0,,,,22.0
1004,3504,114,V,pittsburgh,41.0,270,0.2702702702702703,10,L,19.0,19.0,12.0,21.0,24.0,24.0,19.0,19.0,20.0,22.0,22.0,20.0,21.0,22.0,22.0,16.0,23.0,18.0,20.0,20.0,12.0,22.0,20.0,20.0,22.0,20.0,20.0,18.0,19.0,,21.0,22.0,22.0,,21.0,22.0,21.0,25.0,19.0,18.0,20.0,22.0,22.0,15.0,20.0,22.0,19.0,19.0,24.0,20.0,20.0,21.0,,,23.0,23.0,24.0,25.0,23.0,24.0,22.0,18.0,22.0,18.0,22.0,23.0
1005,3505,114,H,louisville,59.0,-335,0.7701149425287356,10,W,20.0,15.0,23.0,,21.0,,,17.0,,21.0,20.0,25.0,23.0,19.0,21.0,21.0,15.0,16.0,23.0,21.0,22.0,18.0,18.0,,20.0,21.0,22.0,15.0,23.0,17.0,20.0,16.0,18.0,,23.0,15.0,19.0,20.0,23.0,24.0,21.0,24.0,20.0,20.0,25.0,19.0,,23.0,16.0,21.0,25.0,22.0,21.0,25.0,20.0,21.0,19.0,22.0,19.0,20.0,25.0,17.0,21.0,24.0,21.0,18.0
1006,3506,114,V,oregon,77.0,210,0.3225806451612903,10,W,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,25.0,25.0,,,,,,,,,
1007,3524,114,V,california,71.0,-175,0.6363636363636364,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,3541,114,H,western-illinois,69.0,-210,0.6774193548387096,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,3565,115,H,dayton,77.0,-205,0.6721311475409836,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
1010,3568,115,V,monmouth,110.0,104,0.49019607843137253,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,3569,115,H,iona,102.0,-124,0.5535714285714286,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,3576,115,V,akron,64.0,140,0.4166666666666667,10,L,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,3581,116,H,north-carolina,67.0,NL,0.5,10,W,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,7.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
1014,3582,116,V,syracuse,83.0,110,0.47619047619047616,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,3585,116,H,butler,78.0,NL,0.5,10,W,21.0,16.0,19.0,15.0,20.0,23.0,22.0,22.0,22.0,23.0,25.0,19.0,17.0,,24.0,,17.0,22.0,,16.0,23.0,21.0,22.0,,23.0,18.0,25.0,25.0,22.0,18.0,22.0,21.0,,,20.0,17.0,18.0,23.0,,23.0,22.0,16.0,21.0,25.0,,21.0,21.0,21.0,,22.0,16.0,19.0,24.0,,21.0,,20.0,18.0,20.0,18.0,20.0,22.0,,16.0,10.0,25.0
1016,3589,116,H,maryland,100.0,-600,0.8571428571428571,10,W,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,6.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,5.0,6.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0
1017,3590,116,V,cincinnati,65.0,-165,0.6226415094339622,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,3591,116,H,temple,67.0,145,0.40816326530612246,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,3597,116,H,davidson,86.0,-800,0.8888888888888888,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,3601,116,H,south-carolina,81.0,-1200,0.9230769230769231,10,W,17.0,18.0,16.0,20.0,19.0,21.0,13.0,20.0,12.0,19.0,21.0,22.0,16.0,21.0,16.0,14.0,21.0,19.0,13.0,14.0,11.0,20.0,13.0,17.0,18.0,15.0,21.0,17.0,16.0,22.0,19.0,17.0,19.0,,19.0,19.0,20.0,19.0,18.0,16.0,17.0,21.0,19.0,17.0,17.0,18.0,18.0,20.0,18.0,17.0,19.0,18.0,17.0,14.0,22.0,15.0,21.0,21.0,24.0,19.0,19.0,12.0,17.0,,9.0,20.0
1021,3602,116,V,villanova,55.0,-310,0.7560975609756098,10,W,7.0,6.0,8.0,7.0,6.0,6.0,15.0,7.0,7.0,6.0,6.0,5.0,6.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,,6.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,8.0,5.0,7.0,9.0,6.0,6.0,8.0,14.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,8.0
1022,3603,116,H,georgetown,50.0,250,0.2857142857142857,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,3604,116,V,northeastern,69.0,-340,0.7727272727272727,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,3606,116,V,notre-dame,95.0,345,0.2247191011235955,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,3607,116,H,duke,91.0,-425,0.8095238095238095,10,L,10.0,11.0,7.0,14.0,11.0,7.0,9.0,8.0,10.0,9.0,10.0,8.0,11.0,6.0,9.0,6.0,8.0,9.0,7.0,11.0,6.0,11.0,5.0,10.0,8.0,13.0,9.0,9.0,9.0,9.0,10.0,9.0,6.0,,8.0,9.0,10.0,13.0,9.0,5.0,6.0,12.0,10.0,10.0,10.0,7.0,9.0,8.0,8.0,12.0,9.0,6.0,7.0,11.0,9.0,10.0,11.0,6.0,9.0,11.0,13.0,6.0,9.0,7.0,18.0,7.0
1026,3609,116,H,clemson,76.0,165,0.37735849056603776,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,3611,116,H,pittsburgh,84.0,NL,0.5,10,W,19.0,19.0,12.0,21.0,24.0,24.0,19.0,19.0,20.0,22.0,22.0,20.0,21.0,22.0,22.0,16.0,23.0,18.0,20.0,20.0,12.0,22.0,20.0,20.0,22.0,20.0,20.0,18.0,19.0,,21.0,22.0,22.0,,21.0,22.0,21.0,25.0,19.0,18.0,20.0,22.0,22.0,15.0,20.0,22.0,19.0,19.0,24.0,20.0,20.0,21.0,,,23.0,23.0,24.0,25.0,23.0,24.0,22.0,18.0,22.0,18.0,22.0,23.0
1028,3614,116,V,xavier,74.0,-295,0.7468354430379747,10,W,6.0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,6.0,7.0,11.0,7.0,9.0,5.0,7.0,8.0,7.0,8.0,6.0,10.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,9.0,7.0,9.0,6.0,8.0,8.0,9.0,6.0,8.0,8.0,7.0,7.0,9.0,8.0,7.0,6.0,8.0,6.0,10.0,7.0,11.0
1029,3615,116,H,marquette,66.0,235,0.29850746268656714,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,3621,116,H,kansas,70.0,NL,0.5,10,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1031,3625,116,H,rhode-island,73.0,-1553,0.9395039322444041,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,3630,116,V,baylor,63.0,-125,0.5555555555555556,10,W,24.0,21.0,21.0,16.0,22.0,18.0,,,17.0,20.0,17.0,23.0,18.0,24.0,18.0,22.0,,21.0,22.0,18.0,,24.0,24.0,16.0,21.0,16.0,18.0,20.0,24.0,19.0,17.0,25.0,23.0,,22.0,18.0,22.0,16.0,22.0,21.0,24.0,,,21.0,19.0,25.0,24.0,24.0,21.0,18.0,18.0,23.0,23.0,19.0,19.0,24.0,22.0,24.0,16.0,21.0,16.0,25.0,19.0,13.0,20.0,21.0
1033,3631,116,H,texas-tech,60.0,105,0.4878048780487805,10,L,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,24.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,
1034,3634,116,V,central-michigan,61.0,105,0.4878048780487805,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,3638,116,V,kentucky,70.0,-900,0.9,10,L,,14.0,20.0,19.0,13.0,10.0,6.0,16.0,15.0,14.0,14.0,16.0,20.0,18.0,17.0,13.0,19.0,11.0,19.0,,16.0,10.0,11.0,14.0,12.0,22.0,12.0,19.0,20.0,16.0,16.0,15.0,14.0,,12.0,16.0,16.0,18.0,13.0,11.0,13.0,14.0,12.0,19.0,14.0,16.0,16.0,14.0,15.0,16.0,15.0,12.0,13.0,16.0,10.0,9.0,18.0,12.0,14.0,15.0,21.0,19.0,12.0,19.0,14.0,15.0
1036,3645,116,H,northern-iowa,41.0,-925,0.9024390243902439,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,3648,116,V,iowa-state,76.0,-125,0.5555555555555556,10,W,18.0,22.0,22.0,17.0,14.0,19.0,17.0,21.0,18.0,16.0,18.0,17.0,19.0,13.0,19.0,20.0,14.0,23.0,17.0,19.0,19.0,14.0,17.0,21.0,19.0,19.0,19.0,22.0,17.0,20.0,18.0,19.0,21.0,,18.0,20.0,17.0,17.0,14.0,19.0,15.0,13.0,16.0,18.0,18.0,20.0,20.0,13.0,14.0,19.0,21.0,16.0,11.0,17.0,16.0,18.0,14.0,17.0,17.0,16.0,18.0,15.0,20.0,8.0,16.0,16.0
1038,3650,116,V,west-virginia,68.0,170,0.37037037037037035,10,L,14.0,12.0,9.0,13.0,18.0,20.0,10.0,11.0,14.0,15.0,12.0,10.0,15.0,14.0,12.0,8.0,22.0,13.0,15.0,12.0,14.0,16.0,8.0,12.0,13.0,12.0,14.0,11.0,13.0,15.0,11.0,10.0,16.0,,17.0,11.0,13.0,15.0,12.0,12.0,18.0,8.0,15.0,11.0,12.0,11.0,11.0,17.0,11.0,9.0,14.0,13.0,9.0,10.0,11.0,14.0,12.0,10.0,10.0,13.0,11.0,9.0,13.0,12.0,13.0,12.0
1039,3651,116,H,oklahoma,70.0,-200,0.6666666666666666,10,W,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1040,3655,116,H,old-dominion,61.0,-240,0.7058823529411765,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,3658,116,V,utep,67.0,-300,0.75,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,3662,116,V,seton-hall,81.0,200,0.3333333333333333,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,3663,116,H,providence,72.0,-240,0.7058823529411765,10,L,13.0,9.0,13.0,12.0,9.0,11.0,12.0,18.0,16.0,10.0,9.0,12.0,12.0,12.0,14.0,12.0,13.0,12.0,14.0,15.0,13.0,12.0,16.0,11.0,10.0,8.0,11.0,21.0,12.0,10.0,12.0,12.0,12.0,,13.0,12.0,12.0,10.0,11.0,15.0,14.0,10.0,11.0,12.0,11.0,14.0,15.0,10.0,22.0,11.0,11.0,15.0,20.0,15.0,13.0,13.0,13.0,16.0,13.0,8.0,12.0,20.0,11.0,11.0,12.0,14.0
1044,3667,116,H,yale,77.0,NL,0.5,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,3674,116,V,byu,81.0,-540,0.84375,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,3677,116,H,vanderbilt,71.0,-700,0.875,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,3678,116,V,oklahoma-state,69.0,295,0.25316455696202533,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,3679,116,H,texas,74.0,-360,0.782608695652174,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,3680,116,V,st.-bonaventure,88.0,-121,0.5475113122171946,10,L,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,3694,116,V,uab,74.0,-210,0.6774193548387096,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,3702,116,V,louisiana-tech,61.0,-309,0.7555012224938875,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,3705,116,H,gonzaga,88.0,NL,0.5,10,W,22.0,,,25.0,23.0,22.0,18.0,,25.0,24.0,24.0,21.0,,16.0,23.0,24.0,,,24.0,,,25.0,23.0,24.0,24.0,,,,25.0,,24.0,24.0,,,,,,,24.0,22.0,,18.0,24.0,24.0,,24.0,,22.0,23.0,,22.0,25.0,,,,,,,,23.0,,24.0,,,,22.0
1053,3709,116,H,valparaiso,85.0,-1200,0.9230769230769231,10,W,,,,,,,,,,,,,,,,,24.0,,,25.0,,,,,,,,,,,,,25.0,,,,,,,,25.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,
1054,3714,116,V,florida,80.0,-120,0.5454545454545454,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,3719,116,H,lsu,76.0,-475,0.8260869565217391,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,3721,116,H,northwestern,62.0,-450,0.8181818181818182,10,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,3725,116,H,arizona,90.0,NL,0.5,10,W,12.0,24.0,14.0,24.0,17.0,16.0,16.0,13.0,21.0,12.0,16.0,18.0,22.0,15.0,20.0,17.0,16.0,20.0,16.0,23.0,15.0,15.0,14.0,15.0,16.0,23.0,15.0,16.0,15.0,13.0,23.0,18.0,13.0,,14.0,25.0,25.0,22.0,16.0,17.0,12.0,25.0,13.0,23.0,21.0,15.0,13.0,15.0,20.0,24.0,24.0,14.0,15.0,20.0,15.0,17.0,17.0,14.0,22.0,22.0,17.0,16.0,15.0,21.0,24.0,17.0
1058,3726,116,V,san-diego-state,56.0,165,0.37735849056603776,10,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
