,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
338,1198,1201,V,purdue,72.0,105,0.4878048780487805,4,W,11.0,11.0,11.0,15.0,13.0,11.0,20.0,11.0,11.0,11.0,12.0,12.0,16.0,17.0,11.0,9.0,11.0,10.0,13.0,14.0,13.0,12.0,13.0,10.0,12.0,13.0,8.0,8.0,12.0,17.0,11.0,9.0,10.0,11.0,12.0,7.0,11.0,12.0,12.0,12.0,10.0,15.0,12.0,20.0,11.0,11.0,10.0,11.0,12.0,13.0,11.0,14.0,9.0,12.0,12.0,13.0,11.0,13.0,11.0,10.0,11.0,14.0,11.0,24.0,10.0,
339,1199,1201,H,pittsburgh,59.0,-115,0.5348837209302325,4,L,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1202,1201,V,maryland,81.0,300,0.25,4,L,2.0,2.0,3.0,3.0,3.0,1.0,8.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,8.0,3.0,6.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,
341,1203,1201,H,north-carolina,89.0,-360,0.782608695652174,4,W,9.0,5.0,9.0,12.0,9.0,5.0,5.0,6.0,6.0,9.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,14.0,5.0,7.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,7.0,8.0,9.0,7.0,9.0,7.0,8.0,8.0,4.0,9.0,9.0,3.0,7.0,7.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,
342,1204,1201,V,san-diego-state,76.0,-185,0.6491228070175439,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1213,1201,H,iona,101.0,-600,0.8571428571428571,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1223,1201,H,iowa-state,84.0,-2500,0.9615384615384616,4,W,4.0,6.0,7.0,4.0,4.0,7.0,4.0,8.0,9.0,4.0,5.0,3.0,7.0,6.0,4.0,4.0,12.0,4.0,3.0,7.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,10.0,4.0,5.0,5.0,7.0,11.0,5.0,4.0,6.0,4.0,7.0,5.0,3.0,6.0,4.0,4.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,8.0,10.0,4.0,4.0,6.0,3.0,4.0,6.0,4.0,
345,1229,1201,H,georgetown,68.0,-25000,0.9960159362549801,4,W,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1231,1201,H,california,66.0,-18500,0.9946236559139785,4,W,22.0,23.0,,,,,,,,,,,,,,22.0,,,,,,,,,,,23.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,
347,1232,1202,V,seton-hall,64.0,290,0.2564102564102564,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1234,1202,V,st.-bonaventure,60.0,-130,0.5652173913043478,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1242,1202,V,butler,78.0,200,0.3333333333333333,4,W,,,,23.0,,24.0,,25.0,,,23.0,,,,,,,,23.0,19.0,,24.0,25.0,,,22.0,,,25.0,24.0,25.0,,,22.0,25.0,24.0,25.0,,,,,16.0,,,,24.0,22.0,,,,,,,24.0,,,24.0,,,,,,,23.0,25.0,
350,1243,1202,H,cincinnati,76.0,-240,0.7058823529411765,4,L,16.0,20.0,15.0,16.0,14.0,17.0,21.0,15.0,18.0,18.0,21.0,15.0,20.0,21.0,14.0,14.0,17.0,19.0,15.0,23.0,16.0,14.0,20.0,13.0,17.0,23.0,17.0,15.0,17.0,25.0,19.0,20.0,18.0,23.0,18.0,17.0,20.0,18.0,15.0,18.0,16.0,17.0,15.0,15.0,17.0,17.0,18.0,18.0,17.0,22.0,19.0,19.0,16.0,16.0,17.0,19.0,15.0,16.0,17.0,16.0,17.0,17.0,16.0,13.0,22.0,
351,1247,1202,H,northeastern,80.0,-380,0.7916666666666666,4,W,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1248,1202,V,louisville,67.0,210,0.3225806451612903,4,L,18.0,25.0,18.0,,,,24.0,20.0,,23.0,,20.0,,,25.0,,,18.0,18.0,,20.0,16.0,,,,,,25.0,,,,23.0,20.0,,,18.0,24.0,,17.0,23.0,,22.0,21.0,21.0,25.0,,,24.0,25.0,,25.0,,17.0,,22.0,,,,18.0,,,15.0,24.0,16.0,15.0,
353,1249,1202,H,michigan-state,71.0,-250,0.7142857142857143,4,W,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,8.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,
354,1250,1202,V,wisconsin,66.0,145,0.40816326530612246,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1251,1202,H,syracuse,58.0,-165,0.6226415094339622,4,L,20.0,16.0,14.0,11.0,15.0,12.0,18.0,12.0,21.0,12.0,15.0,17.0,10.0,12.0,17.0,,13.0,12.0,16.0,10.0,,,15.0,15.0,15.0,11.0,15.0,17.0,,12.0,13.0,11.0,23.0,12.0,17.0,16.0,13.0,13.0,16.0,16.0,13.0,11.0,,8.0,,12.0,12.0,16.0,18.0,11.0,13.0,15.0,,14.0,13.0,11.0,14.0,20.0,13.0,11.0,13.0,13.0,18.0,7.0,13.0,
356,1259,1202,H,vanderbilt,102.0,415,0.1941747572815534,4,W,21.0,15.0,21.0,19.0,16.0,20.0,,13.0,19.0,20.0,16.0,18.0,15.0,11.0,20.0,13.0,14.0,16.0,21.0,15.0,12.0,13.0,16.0,12.0,21.0,16.0,20.0,20.0,13.0,15.0,17.0,16.0,16.0,16.0,21.0,22.0,15.0,14.0,19.0,13.0,24.0,18.0,23.0,16.0,14.0,15.0,15.0,17.0,13.0,17.0,16.0,13.0,13.0,19.0,20.0,16.0,13.0,18.0,16.0,21.0,16.0,16.0,14.0,,18.0,
357,1264,1202,V,tulsa,66.0,120,0.45454545454545453,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1265,1202,H,oklahoma-state,56.0,-140,0.5833333333333334,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1268,1202,V,notre-dame,84.0,-145,0.5918367346938775,4,W,,,25.0,,,,,,,,,,,22.0,,,,,,,,21.0,,,,,,,,,,,,,20.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,
360,1270,1202,V,florida-state,75.0,185,0.3508771929824561,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1271,1202,H,iowa,78.0,-215,0.6825396825396826,4,W,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1273,1202,H,duke,94.0,-600,0.8571428571428571,4,W,6.0,9.0,5.0,9.0,7.0,9.0,6.0,4.0,8.0,7.0,9.0,6.0,5.0,5.0,6.0,7.0,10.0,6.0,9.0,5.0,5.0,3.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,7.0,6.0,5.0,6.0,6.0,9.0,4.0,8.0,10.0,8.0,8.0,4.0,9.0,6.0,5.0,8.0,9.0,5.0,9.0,5.0,8.0,5.0,7.0,6.0,8.0,6.0,7.0,10.0,7.0,7.0,5.0,5.0,6.0,6.0,3.0,11.0,
363,1274,1202,V,byu,75.0,450,0.18181818181818182,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1277,1202,H,oregon-state,79.0,-1500,0.9375,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1278,1202,V,gonzaga,69.0,-600,0.8571428571428571,4,W,12.0,12.0,23.0,14.0,11.0,13.0,11.0,16.0,12.0,17.0,11.0,10.0,12.0,15.0,19.0,15.0,16.0,17.0,10.0,12.0,17.0,11.0,11.0,14.0,11.0,15.0,16.0,9.0,11.0,14.0,15.0,18.0,13.0,13.0,10.0,15.0,18.0,16.0,13.0,11.0,15.0,12.0,11.0,11.0,13.0,14.0,14.0,19.0,11.0,15.0,15.0,11.0,21.0,20.0,16.0,9.0,17.0,11.0,15.0,14.0,15.0,12.0,13.0,12.0,17.0,
366,1299,1202,H,marquette,95.0,-60000,0.9983361064891847,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1302,1202,V,utep,59.0,175,0.36363636363636365,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1312,1203,V,kentucky,77.0,-290,0.7435897435897436,4,L,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,
369,1313,1203,H,ucla,87.0,245,0.2898550724637681,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1315,1203,H,colorado-state,77.0,-310,0.7560975609756098,4,L,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1316,1203,V,usc,75.0,-125,0.5555555555555556,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1319,1203,H,valparaiso,61.0,-500,0.8333333333333334,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,1327,1203,H,oklahoma,111.0,-90000,0.9988901220865705,4,W,7.0,8.0,8.0,6.0,6.0,8.0,10.0,10.0,7.0,5.0,6.0,5.0,6.0,7.0,7.0,5.0,4.0,8.0,5.0,8.0,7.0,6.0,8.0,4.0,6.0,6.0,2.0,7.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,9.0,5.0,4.0,6.0,7.0,3.0,5.0,7.0,9.0,5.0,4.0,7.0,6.0,7.0,6.0,7.0,5.0,10.0,6.0,7.0,6.0,5.0,2.0,5.0,6.0,7.0,7.0,7.0,9.0,6.0,
374,1331,1204,H,pittsburgh,96.0,-430,0.8113207547169812,4,W,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1332,1204,V,akron,75.0,-350,0.7777777777777778,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1350,1204,V,oregon,69.0,-135,0.574468085106383,4,L,14.0,17.0,12.0,8.0,17.0,23.0,13.0,21.0,15.0,15.0,17.0,14.0,14.0,13.0,12.0,12.0,,13.0,19.0,20.0,15.0,17.0,14.0,,16.0,18.0,,14.0,15.0,11.0,16.0,15.0,17.0,17.0,13.0,14.0,16.0,19.0,11.0,17.0,21.0,23.0,13.0,18.0,15.0,16.0,17.0,15.0,14.0,16.0,17.0,17.0,14.0,11.0,18.0,14.0,20.0,12.0,20.0,23.0,19.0,21.0,12.0,18.0,16.0,
377,1351,1204,H,unlv,80.0,115,0.46511627906976744,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1354,1204,V,iona,101.0,-430,0.8113207547169812,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1358,1204,V,monmouth,86.0,-170,0.6296296296296297,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
380,1365,1204,H,texas,59.0,-8000,0.9876543209876543,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1369,1204,H,maryland,96.0,NL,0.5,4,W,2.0,2.0,3.0,3.0,3.0,1.0,8.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,8.0,3.0,6.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,
382,1370,1205,V,seton-hall,84.0,-240,0.7058823529411765,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1373,1205,H,butler,85.0,-5000,0.9803921568627451,4,W,,,,23.0,,24.0,,25.0,,,23.0,,,,,,,,23.0,19.0,,24.0,25.0,,,22.0,,,25.0,24.0,25.0,,,22.0,25.0,24.0,25.0,,,,,16.0,,,,24.0,22.0,,,,,,,24.0,,,24.0,,,,,,,23.0,25.0,
384,1376,1205,V,temple,60.0,330,0.23255813953488372,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1377,1205,H,wisconsin,76.0,-400,0.8,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1378,1205,V,syracuse,72.0,210,0.3225806451612903,4,L,20.0,16.0,14.0,11.0,15.0,12.0,18.0,12.0,21.0,12.0,15.0,17.0,10.0,12.0,17.0,,13.0,12.0,16.0,10.0,,,15.0,15.0,15.0,11.0,15.0,17.0,,12.0,13.0,11.0,23.0,12.0,17.0,16.0,13.0,13.0,16.0,16.0,13.0,11.0,,8.0,,12.0,12.0,16.0,18.0,11.0,13.0,15.0,,14.0,13.0,11.0,14.0,20.0,13.0,11.0,13.0,13.0,18.0,7.0,13.0,
387,1379,1205,H,georgetown,79.0,-250,0.7142857142857143,4,W,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1385,1205,H,purdue,70.0,-1400,0.9333333333333333,4,W,11.0,11.0,11.0,15.0,13.0,11.0,20.0,11.0,11.0,11.0,12.0,12.0,16.0,17.0,11.0,9.0,11.0,10.0,13.0,14.0,13.0,12.0,13.0,10.0,12.0,13.0,8.0,8.0,12.0,17.0,11.0,9.0,10.0,11.0,12.0,7.0,11.0,12.0,12.0,12.0,10.0,15.0,12.0,20.0,11.0,11.0,10.0,11.0,12.0,13.0,11.0,14.0,9.0,12.0,12.0,13.0,11.0,13.0,11.0,10.0,11.0,14.0,11.0,24.0,10.0,
389,1386,1205,V,northeastern,73.0,-145,0.5918367346938775,4,L,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1388,1205,V,california,78.0,-310,0.7560975609756098,4,W,22.0,23.0,,,,,,,,,,,,,,22.0,,,,,,,,,,,23.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,
391,1391,1205,H,kansas,75.0,-15000,0.9933774834437086,4,W,5.0,4.0,6.0,5.0,5.0,4.0,2.0,5.0,5.0,6.0,4.0,8.0,4.0,3.0,5.0,8.0,6.0,5.0,7.0,3.0,9.0,8.0,6.0,6.0,5.0,4.0,6.0,6.0,5.0,4.0,4.0,4.0,7.0,4.0,5.0,5.0,6.0,5.0,7.0,5.0,9.0,6.0,5.0,4.0,7.0,6.0,4.0,7.0,3.0,4.0,4.0,8.0,5.0,4.0,4.0,8.0,4.0,5.0,6.0,7.0,4.0,8.0,5.0,5.0,5.0,
392,1392,1205,V,arizona,68.0,280,0.2631578947368421,4,W,13.0,14.0,17.0,,19.0,16.0,9.0,18.0,14.0,14.0,14.0,16.0,19.0,20.0,16.0,18.0,20.0,20.0,11.0,,10.0,,10.0,17.0,13.0,,11.0,18.0,14.0,19.0,24.0,17.0,14.0,25.0,15.0,20.0,,,18.0,19.0,19.0,,16.0,22.0,12.0,22.0,,13.0,15.0,19.0,24.0,12.0,12.0,25.0,11.0,18.0,,15.0,23.0,18.0,23.0,20.0,15.0,20.0,,
393,1393,1205,H,gonzaga,63.0,-340,0.7727272727272727,4,L,12.0,12.0,23.0,14.0,11.0,13.0,11.0,16.0,12.0,17.0,11.0,10.0,12.0,15.0,19.0,15.0,16.0,17.0,10.0,12.0,17.0,11.0,11.0,14.0,11.0,15.0,16.0,9.0,11.0,14.0,15.0,18.0,13.0,13.0,10.0,15.0,18.0,16.0,13.0,11.0,15.0,12.0,11.0,11.0,13.0,14.0,14.0,19.0,11.0,15.0,15.0,11.0,21.0,20.0,16.0,9.0,17.0,11.0,15.0,14.0,15.0,12.0,13.0,12.0,17.0,
394,1395,1205,H,oklahoma-state,63.0,-1400,0.9333333333333333,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1405,1205,H,st.-bonaventure,81.0,-215,0.6825396825396826,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1407,1205,H,oregon-state,66.0,-460,0.8214285714285714,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1413,1205,H,duke,82.0,NL,0.5,4,W,6.0,9.0,5.0,9.0,7.0,9.0,6.0,4.0,8.0,7.0,9.0,6.0,5.0,5.0,6.0,7.0,10.0,6.0,9.0,5.0,5.0,3.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,7.0,6.0,5.0,6.0,6.0,9.0,4.0,8.0,10.0,8.0,8.0,4.0,9.0,6.0,5.0,8.0,9.0,5.0,9.0,5.0,8.0,5.0,7.0,6.0,8.0,6.0,7.0,10.0,7.0,7.0,5.0,5.0,6.0,6.0,3.0,11.0,
398,1414,1205,V,providence,74.0,135,0.425531914893617,4,W,,,16.0,21.0,18.0,15.0,22.0,,16.0,25.0,,21.0,18.0,24.0,15.0,,19.0,24.0,17.0,24.0,,,17.0,21.0,25.0,25.0,,23.0,,18.0,,,,24.0,,19.0,23.0,24.0,24.0,,18.0,20.0,,23.0,23.0,19.0,25.0,12.0,,18.0,,22.0,,23.0,25.0,22.0,25.0,25.0,22.0,17.0,21.0,22.0,25.0,10.0,20.0,
399,1415,1205,H,rhode-island,72.0,-155,0.6078431372549019,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1417,1205,H,south-carolina,81.0,-9900,0.99,4,W,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
401,1419,1205,H,virginia,67.0,-1600,0.9411764705882353,4,W,10.0,10.0,10.0,17.0,10.0,6.0,12.0,9.0,13.0,10.0,10.0,11.0,13.0,10.0,10.0,11.0,8.0,11.0,12.0,18.0,11.0,10.0,12.0,,10.0,10.0,12.0,13.0,10.0,10.0,10.0,13.0,12.0,10.0,11.0,11.0,9.0,11.0,10.0,10.0,11.0,13.0,10.0,13.0,10.0,10.0,11.0,10.0,9.0,10.0,10.0,9.0,8.0,10.0,10.0,12.0,7.0,6.0,10.0,19.0,10.0,10.0,10.0,,9.0,
402,1420,1205,V,northern-iowa,67.0,100,0.5,4,L,,,,25.0,25.0,,,,24.0,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,23.0,,,,22.0,,,,22.0,,
403,1426,1205,V,uab,74.0,125,0.4444444444444444,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1431,1205,H,xavier,95.0,-9000,0.989010989010989,4,W,15.0,13.0,13.0,10.0,12.0,14.0,19.0,14.0,10.0,13.0,13.0,13.0,17.0,18.0,13.0,16.0,7.0,15.0,14.0,16.0,18.0,15.0,18.0,11.0,14.0,12.0,10.0,12.0,16.0,16.0,12.0,12.0,9.0,15.0,14.0,13.0,12.0,8.0,14.0,14.0,12.0,10.0,14.0,14.0,16.0,18.0,13.0,14.0,16.0,12.0,12.0,16.0,15.0,17.0,14.0,17.0,12.0,17.0,12.0,12.0,12.0,11.0,17.0,14.0,12.0,
405,1432,1205,V,wichita-state,68.0,-300,0.75,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1435,1205,H,utep,62.0,-125,0.5555555555555556,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1440,1205,V,boise-state,81.0,-320,0.7619047619047619,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1453,1205,H,byu,73.0,-220,0.6875,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1455,1205,H,northwestern,81.0,-10000,0.9900990099009901,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1459,1205,H,tulsa,68.0,-850,0.8947368421052632,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1483,1205,H,michigan-state,76.0,-60000,0.9983361064891847,4,W,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,8.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,
412,1490,1206,V,colorado,88.0,-140,0.5833333333333334,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1491,1206,H,colorado-state,77.0,120,0.45454545454545453,4,L,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1492,1206,V,florida-state,76.0,-120,0.5454545454545454,4,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1496,1206,V,davidson,65.0,1000,0.09090909090909091,4,L,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1497,1206,H,north-carolina,98.0,-2000,0.9523809523809523,4,W,9.0,5.0,9.0,12.0,9.0,5.0,5.0,6.0,6.0,9.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,14.0,5.0,7.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,7.0,8.0,9.0,7.0,9.0,7.0,8.0,8.0,4.0,9.0,9.0,3.0,7.0,7.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,
417,1498,1206,V,vanderbilt,67.0,135,0.425531914893617,4,L,21.0,15.0,21.0,19.0,16.0,20.0,,13.0,19.0,20.0,16.0,18.0,15.0,11.0,20.0,13.0,14.0,16.0,21.0,15.0,12.0,13.0,16.0,12.0,21.0,16.0,20.0,20.0,13.0,15.0,17.0,16.0,16.0,16.0,21.0,22.0,15.0,14.0,19.0,13.0,24.0,18.0,23.0,16.0,14.0,15.0,15.0,17.0,13.0,17.0,16.0,13.0,13.0,19.0,20.0,16.0,13.0,18.0,16.0,21.0,16.0,16.0,14.0,,18.0,
